kepid_x,kepoi_name,koi_tce_plnt_num,koi_pdisposition,koi_score,koi_period,koi_max_mult_ev,koi_prad,koi_prad_err1,koi_prad_err2,koi_ror,koi_ror_err1,koi_ror_err2,TCE_ID,radius,radius_err1,radius_err2,teff,corrected_prad,corrected_prad_err1,corrected_prad_err2,rowid,kepid_y,fpp_koi_period,fpp_prob,fpEffectiveness,obsFpRate,reliability,fpp_prob_use,totalReliability,Disp
10811496,K00753.01,1,FALSE POSITIVE,0.0,19.89913995,187.4491,14.6,3.92,-1.31,0.15404600000000002,5.034292,-0.042179,010811496-01,1.23916527803,0.055509770587599996,0.0512236512316,5646.95835844,20.891187034291328,682.7339532445969,-5.784991509240629,1271,10811496,19.899,0.93,0.9860008812809711,1.0802106047197076e-17,1.0,0.93,0.06999999999999995,PC
10854555,K00755.01,1,CANDIDATE,1.0,2.525591777,33.1919,2.75,0.88,-0.35,0.024064,0.003751,-0.001522,010854555-01,0.911018007275,0.030388970306700007,0.028081837957599998,5653.33298187,2.3992650954001284,0.38245539751448876,-0.16881129356308397,1273,10854555,2.526,0.001,0.9860008723455038,0.00011708089113284194,0.9999983375042473,0.001,0.9989983391667431,PC
5456651,K00835.01,1,CANDIDATE,1.0,11.76307164,39.560696,2.35,0.17,-0.08,0.028519,0.001069,-0.000443,005456651-01,0.771656433012,0.0147911084819,0.0135628008332,4919.19255499,2.408472710947688,0.10139773350641751,-0.05649463554363952,973,5456651,11.763,4e-05,0.9860008811691008,4.233783443502266e-05,0.9999993988672008,4e-05,0.9999593988912461,PC
5456651,K00835.02,2,CANDIDATE,0.878,56.22792710000001,16.481398000000002,2.37,0.17,-0.09,0.028683,0.005581,-0.002562,005456651-02,0.771656433012,0.0147911084819,0.0135628008332,4919.19255499,2.4223227591469736,0.4736053843749118,-0.2205138782781961,1007,5456651,56.228,0.00072,0.9854627185582127,0.012690137404530245,0.9998103923530324,0.00072,0.9990905288705382,PC
8013419,K00901.01,1,CANDIDATE,1.0,12.732624065,209.49731,4.87,0.97,-0.96,0.08251900000000001,0.000927,-0.001852,008013419-01,0.656153068228,0.010752487542999999,0.010939979698299998,4360.87774566,5.925739777453259,0.11773251347114133,-0.16567591609602947,681,8013419,12.733,0.06,0.9860008812809711,1.151411322785207e-19,1.0,0.06,0.94,PC
6362874,K01128.01,1,CANDIDATE,1.0,0.974868896,24.318182,1.16,0.12,-0.06,0.012716,0.000388,-0.000161,006362874-01,0.843996383635,0.009836012386740001,0.0103133329628,5266.72364589,1.1745582526664926,0.03836412169934847,-0.02066775263184636,1793,6362874,0.975,0.00027,0.9859971570565621,0.000648408823678895,0.999990785512973,0.00027,0.9997207880008846,PC
6272413,K01129.01,1,CANDIDATE,1.0,4.89721006,13.62336,1.48,0.18,-0.18,0.015988,0.00521,-0.001186,006272413-01,0.791073773591,0.0152565839487,0.0151609762277,5037.92679108,1.3841864127083896,0.4518532618142728,-0.10605132070609093,1794,6272413,4.897,0.0028,0.98086464230589,0.005903767548850777,0.9998841413865052,0.0028,0.9970844657906229,PC
10724369,K01302.01,1,CANDIDATE,1.0,55.6391882,38.47574,3.13,0.97,-0.32,0.029803,0.002837,-0.003148,010724369-01,1.01333444142,0.0235049584034,0.0220588979373,5637.29467165,3.3051885701941743,0.3238327474587865,-0.35645390980244684,1358,10724369,55.639,0.0012,0.9860008811033637,0.00016446679700423216,0.9999976645365952,0.0012,0.9987976673391513,PC
10744335,K01304.01,1,CANDIDATE,0.9840000000000001,4.59726613,14.917146,1.69,0.53,-0.17,0.016166999999999997,0.000745,-0.000763,010744335-01,0.9713896472069999,0.0518408667909,0.0456802996538,5805.16015479,1.718724882935344,0.12118682919161179,-0.11450858529727434,1360,10744335,4.597,0.00016,0.9838559596379067,0.004543554889911404,0.9999251047576763,0.00016,0.999765116740915,PC
10744335,K01304.01,1,CANDIDATE,0.9840000000000001,4.59726613,14.917146,1.69,0.53,-0.17,0.016166999999999997,0.000745,-0.000763,010744335-01,0.9713896472069999,0.0518408667909,0.0456802996538,5805.16015479,1.718724882935344,0.12118682919161179,-0.11450858529727434,1360,10744335,4.597,0.00016,0.9838559596379067,0.004543554889911404,0.9999251047576763,0.00016,0.999765116740915,PC
10730034,K01305.01,1,CANDIDATE,1.0,2.633852528,20.749485,1.38,0.07,-0.12,0.014432,0.0006349999999999999,-0.000588,010730034-01,0.8617978948810001,0.0174045505452,0.016373983255399998,5244.84685922,1.3611795155116488,0.06589872879010618,-0.06119205868197235,1361,10730034,2.634,1.1e-05,0.9859593414753113,0.0013689560125321192,0.999980478512722,1.1e-05,0.9999694787274583,PC
10730034,K01305.01,1,CANDIDATE,1.0,2.633852528,20.749485,1.38,0.07,-0.12,0.014432,0.0006349999999999999,-0.000588,010730034-01,0.8617978948810001,0.0174045505452,0.016373983255399998,5244.84685922,1.3611795155116488,0.06589872879010618,-0.06119205868197235,1361,10730034,2.634,1.1e-05,0.9859593414753113,0.0013689560125321192,0.999980478512722,1.1e-05,0.9999694787274583,PC
10730034,K01305.02,2,CANDIDATE,0.978,6.18670882,11.189779,1.21,0.06,-0.1,0.01265,0.000839,-0.0004730000000000001,010730034-02,0.8617978948810001,0.0174045505452,0.016373983255399998,5244.84685922,1.1931070448463383,0.08271899068372741,-0.0500408758498235,1362,10730034,6.187,0.00028,0.9599901861490975,0.009831490746233492,0.9995861814047893,0.00028,0.999306297273996,PC
10730034,K01305.02,2,CANDIDATE,0.978,6.18670882,11.189779,1.21,0.06,-0.1,0.01265,0.000839,-0.0004730000000000001,010730034-02,0.8617978948810001,0.0174045505452,0.016373983255399998,5244.84685922,1.1931070448463383,0.08271899068372741,-0.0500408758498235,1362,10730034,6.187,0.00028,0.9599901861490975,0.009831490746233492,0.9995861814047893,0.00028,0.999306297273996,PC
4164994,K01320.01,1,CANDIDATE,1.0,10.50682978,336.95108,9.01,1.2,-0.7,0.105491,0.003215,-0.001652,004164994-01,0.810161294645,0.0266443666304,0.0248455932774,5067.66910014,9.353418272606245,0.4193860334789193,-0.32207993886788144,1449,4164994,10.507,0.0031,0.9860008812809711,1.2693308486884735e-30,1.0,0.0031,0.9969,PC
4164994,K01320.01,1,CANDIDATE,1.0,10.50682978,336.95108,9.01,1.2,-0.7,0.105491,0.003215,-0.001652,004164994-01,0.810161294645,0.0266443666304,0.0248455932774,5067.66910014,9.353418272606245,0.4193860334789193,-0.32207993886788144,1449,4164994,10.507,0.0031,0.9860008812809711,1.2693308486884735e-30,1.0,0.0031,0.9969,PC
4150539,K01330.01,1,FALSE POSITIVE,0.0,8.65306587,33.64578,19.78,1.43,-1.74,0.261014,44.23445,-0.08348799999999999,004150539-01,0.665898732383,0.0122173760567,0.012533760399799998,4532.17003321,19.02196796808053,3223.682622068644,-6.094896529293314,1493,4150539,8.653,1.0,0.9860008749612409,0.00012556434945119746,0.9999982170281826,1.0,0.0,FP
4150539,K01330.01,1,FALSE POSITIVE,0.0,8.65306587,33.64578,19.78,1.43,-1.74,0.261014,44.23445,-0.08348799999999999,004150539-01,0.665898732383,0.0122173760567,0.012533760399799998,4532.17003321,19.02196796808053,3223.682622068644,-6.094896529293314,1493,4150539,8.653,1.0,0.9860008749612409,0.00012556434945119746,0.9999982170281826,1.0,0.0,FP
4150539,K01330.02,3,FALSE POSITIVE,0.0,94.219289,14.341499,2.15,0.15,-0.19,0.028332,0.001175,-0.000742,004150539-03,0.665898732383,0.0122173760567,0.012533760399799998,4532.17003321,2.0647566662005015,0.09363600336837939,-0.06659178053937309,1494,4150539,94.219,0.49,0.9841893997590367,0.04998750929241445,0.9991547175398595,0.49,0.5095689059453283,FP
