kepid_x,kepoi_name,koi_tce_plnt_num,koi_pdisposition,koi_score,koi_period,koi_max_mult_ev,koi_prad,koi_prad_err1,koi_prad_err2,koi_ror,koi_ror_err1,koi_ror_err2,TCE_ID,radius,radius_err1,radius_err2,teff,corrected_prad,corrected_prad_err1,corrected_prad_err2,rowid,kepid_y,fpp_koi_period,fpp_prob,fpEffectiveness,obsFpRate,reliability,fpp_prob_use,totalReliability,Disp
4262581,K02122.01,1,CANDIDATE,1.0,37.6468519,24.910862,5.37,0.81,-1.9,0.018542,0.0007440000000000001,-0.000522,004262581-01,0.9080358959520001,0.0149091427774,0.013628535107200001,5815.10481499,1.8426508402204882,0.07988720417084098,-0.05878652359230213,2706,4262581,37.647,0.0011,0.9806904013308162,0.008894408135498235,0.9998232992265956,0.0011,0.9987234935974464,PC
9405595,K02125.01,1,CANDIDATE,1.0,23.3593589,19.423765,2.98,0.99,-0.33,0.027068,0.001116,-0.004807,009405595-01,1.0755277246700001,0.0372337448647,0.03399160846759998,5424.82248685,3.186113431729237,0.17152863446765682,-0.5747114344766029,2709,9405595,23.359,0.0034,0.9806891942409366,0.014329068225405847,0.9997137437307513,0.0034,0.9963147170020668,PC
5364071,K00248.01,1,CANDIDATE,1.0,7.203855862,82.67765,2.25,0.13,-0.17,0.038237,0.000503,-0.000231,005364071-01,0.624861529058,0.00487147676821,0.0076970502422,4102.05984219,2.614875728413853,0.0399851799135908,-0.0358753219534198,121,5364071,7.204,4e-06,0.9806904037262779,1.4075761995921093e-06,0.9999999722850695,4e-06,0.9999959722851804,PC
5364071,K00248.02,3,CANDIDATE,1.0,10.91274065,42.68845,2.13,0.12,-0.16,0.036155,0.0032380000000000004,-0.002008,005364071-03,0.624861529058,0.00487147676821,0.0076970502422,4102.05984219,2.472496062996649,0.22227128398114954,-0.14065602520431253,122,5364071,10.913,0.0023,0.9806904037262779,0.00042525245146799557,0.9999916233027801,0.0023,0.9976916425691837,PC
5364071,K00248.03,2,CANDIDATE,1.0,2.576571021,48.26403,1.57,0.09,-0.12,0.0267,0.000323,-0.000333,005364071-02,0.624861529058,0.00487147676821,0.0076970502422,4102.05984219,1.8259063720650124,0.026278185546978337,-0.03200714915309314,157,5364071,2.577,3.7e-07,0.9806904037262779,0.00016362277940309964,0.9999967777732416,3.7e-07,0.9999964077744339,PC
5364071,K00248.04,4,CANDIDATE,0.9990000000000001,18.59611518,20.641129,1.53,0.08,-0.12,0.025959,0.0008960000000000002,-0.000537,005364071-04,0.624861529058,0.00487147676821,0.0076970502422,4102.05984219,1.7752323412897248,0.06281741934230284,-0.042740844220927596,158,5364071,18.596,0.00014,0.9806900732179188,0.010993900146753253,0.9997811222247683,0.00014,0.9996411528676569,PC
3548044,K02194.01,1,CANDIDATE,0.991,34.76305429999999,19.560694,1.75,0.23,-0.22,0.016908000000000003,0.003445,-0.0013460000000000002,003548044-01,1.24463707636,0.0233272866015,0.0229202357977,5967.4324398,2.30312987495468,0.471243186747344,-0.18818754990913253,3102,3548044,34.763,0.0066,0.9806894820607878,0.017663010221483942,0.9996459483460626,0.0066,0.9930482850869785,PC
3548044,K02194.02,2,CANDIDATE,0.9790000000000001,67.96865600000001,20.387798,1.71,0.22,-0.22,0.016483,0.000417,-0.000587,003548044-02,1.24463707636,0.0233272866015,0.0229202357977,5967.4324398,2.2452383326755374,0.07069115922399177,-0.09001602578051822,3103,3548044,67.969,0.0024,0.9806901437353263,0.030471418942928406,0.9993811586962086,0.0024,0.9969826439153378,PC
3548044,K02194.03,3,CANDIDATE,0.496,445.21685,7.933966000000002,1.37,0.18,-0.18,0.013227,0.00062,-0.000967,003548044-03,1.24463707636,0.0233272866015,0.0229202357977,5967.4324398,1.801721011120508,0.09095437497893842,-0.13583476253700003,3104,3548044,445.217,0.046,0.9759817167391092,0.9547909749076009,0.48026322918129316,0.046,0.45817112063895366,PC
10863608,K02368.01,1,CANDIDATE,0.9990000000000001,8.07127043,15.912708,1.53,0.42,-0.14,0.016427,0.000666,-0.0008150000000000001,010863608-01,0.9449042369410001,0.0384582940298,0.0352841554739,5469.89356456,1.6987501541640257,0.09758998232849825,-0.10548516638764119,3206,10863608,8.071,0.00082,0.980621153374776,0.017167917962865965,0.9996548046212661,0.00082,0.9988350876814767,PC
5602588,K02369.01,1,CANDIDATE,1.0,11.01819178,18.041595,2.64,0.82,-0.27,0.024936,7.8e-05,-0.003631,005602588-01,1.13841492028,0.07979999087730001,0.0697956871341,5642.54893383,3.1067823125357754,0.2179942590197892,-0.49085132478001897,3207,5602588,11.018,4.9e-05,0.9806840424947704,0.01355569350353892,0.9997293323807463,4.9e-05,0.9996803456434598,PC
5602588,K02369.03,2,CANDIDATE,0.968,7.2274321,7.709472,1.28,0.39,-0.14,0.012051,0.0008789999999999999,-0.000766,005602588-02,1.13841492028,0.07979999087730001,0.0697956871341,5642.54893383,1.501437024718023,0.15188946728653865,-0.1325959996216257,3208,5602588,7.227,0.00017,0.6032660346757598,0.05165559513065972,0.964178662951147,0.00017,0.9640147525784453,PC
7289317,K02450.01,1,CANDIDATE,0.968,16.83203175,18.114197,1.86,0.25,-0.18,0.016896,0.005297,-0.00061,007289317-01,0.834202983615,0.013497986355299998,0.0132617635724,5433.76599285,1.5425494502396404,0.4842424253957419,-0.060851059655417636,2907,7289317,16.832,0.00013,0.980684882618898,0.015078196454357828,0.9996984804218063,0.00013,0.9995685196193516,PC
7289317,K02450.02,2,CANDIDATE,0.982,7.1931193,9.669552,1.12,0.15,-0.11,0.010194,0.000638,-0.000657,007289317-02,0.834202983615,0.013497986355299998,0.0132617635724,5433.76599285,0.9306788053825099,0.06016247649199791,-0.06177977493415989,2908,7289317,7.193,0.00081,0.915263553272929,0.03967819388863179,0.9961747556287873,0.00081,0.995367854076728,PC
11622985,K02550.01,1,CANDIDATE,1.0,18.0243482,14.808048,1.98,0.61,-0.2,0.019931,0.000266,-0.001448,011622985-01,0.9248291705480001,0.0316075803695,0.0303089922921,5874.54053022,2.0173166100683213,0.07401549721222211,-0.16078095569111206,3310,11622985,18.024,0.011,0.9804786455089831,0.024374486298134157,0.9995025789830257,0.011,0.9885080506142124,PC
