kepid_x,kepoi_name,koi_tce_plnt_num,koi_pdisposition,koi_score,koi_period,koi_max_mult_ev,koi_prad,koi_prad_err1,koi_prad_err2,koi_ror,koi_ror_err1,koi_ror_err2,iso_rad,iso_rad_err1,iso_rad_err2,corrected_prad,corrected_prad_err1,corrected_prad_err2,rowid,kepid_y,fpp_koi_period,fpp_prob,fpEffectiveness,obsFpRate,reliability,fpp_prob_use,totalReliability
8018547,K00902.01,1,CANDIDATE,0.966,83.92494032,121.1208,4.78,0.34,-0.47,0.086015,0.000594,-0.001349,0.6755950153802518,0.01101848589315768,-0.011137942720733872,6.359809190313765,0.1126392330711145,-0.14471305353591674,682,8018547,83.925,0.0052,0.9972578266524583,1.1143718202593972e-06,0.9999999969357933,0.0052,0.9947999969517273
8150320,K00904.01,1,CANDIDATE,1.0,2.211116989,32.73535,1.85,0.13,-0.05,0.026289,0.002509,-0.002111,0.6791647407123372,0.010517638605962665,-0.010273855719550529,1.9540364164321231,0.18893069898018522,-0.15966858327615474,684,8150320,2.211,0.0001,0.9972578090050978,0.008557540531068561,0.9999762659580681,0.0001,0.9998762683314723
8150320,K00904.02,3,CANDIDATE,0.997,27.9541337,15.262756,1.9,0.13,-0.06,0.026973,0.001433,-0.0006940000000000001,0.6791647407123372,0.010517638605962665,-0.010273855719550529,2.0048774871780464,0.1109463764452124,-0.05983931877842728,685,8150320,27.954,0.019,0.9967963333832486,0.09452532085410505,0.9996644843874384,0.019,0.980670859184077
8150320,K00904.03,5,CANDIDATE,1.0,42.1406089,13.00283,1.85,0.13,-0.05,0.026274000000000002,0.001477,-0.000608,0.6791647407123372,0.010517638605962665,-0.010273855719550529,1.9529214806701514,0.11387352726980964,-0.05399134423898385,719,8150320,42.141,0.00083,0.9956248091631166,0.14800972138419052,0.9992365916733004,0.00083,0.9984072253022115
8150320,K00904.04,2,CANDIDATE,1.0,4.6174905619999995,18.39992,1.62,0.11,-0.05,0.023024,0.002805,-0.001614,0.6791647407123372,0.010517638605962665,-0.010273855719550529,1.7113520655762182,0.21017063118632104,-0.12272851444988792,720,8150320,4.617,1.0,0.9971767008593322,0.04609224883032919,0.9998631936382486,1.0,0.0
8150320,K00904.05,4,CANDIDATE,0.996,10.19849255,14.958939,1.75,0.11,-0.06,0.024778,0.005158,-0.002447,0.6791647407123372,0.010517638605962665,-0.010273855719550529,1.8417252206761439,0.38444865958280466,-0.18400456724657008,721,8150320,10.198,1.0,0.9966581796933814,0.07376033249515171,0.9997329845767187,1.0,0.0
6579806,K00967.01,1,FALSE POSITIVE,0.0,9.88047978,560.0515,23.6,7.06,-2.34,0.235723,0.202132,-0.030170999999999996,1.364624119352766,0.06797551393855672,-0.06280022027184827,35.20452251884656,30.238699355474637,-4.788355829274393,1742,6579806,9.88,0.98,0.9972578266524583,1.363854981682293e-29,1.0,0.98,0.020000000000000018
6307521,K01126.02,2,FALSE POSITIVE,0.0,475.91705999999994,10.978225,28.22,3.96,-3.96,0.257403,74.69797,-2.64795,0.8680348796107894,0.02061380670863544,-0.020233332799096004,24.45311759350907,7096.258592644116,-251.55417361527768,1755,6307521,475.917,1.0,0.9965494746971438,0.9870462471729605,0.7361675274279824,1.0,0.0
6307521,K01126.01,1,FALSE POSITIVE,0.0,29.7452499,34.874846999999995,3.6,0.51,-0.5,0.03286,0.00047000000000000004,-0.00064,0.8680348796107894,0.02061380670863544,-0.020233332799096004,3.1216786289309293,0.0865403786283904,-0.0948221218172902,1754,6307521,29.745,1.0,0.9972578222529013,0.010688721253341884,0.9999702914851393,1.0,0.0
6362874,K01128.01,1,CANDIDATE,1.0,0.9748688959999999,24.318182,1.16,0.12,-0.06,0.012716,0.000388,-0.000161,0.8322730433249766,0.009720761319979898,-0.00948208365395342,1.15824331770119,0.03784185691801289,-0.019727801496943607,1793,6362874,0.975,0.00027,0.9972553000562264,0.02216859612955175,0.9999376031406264,0.00027,0.9996676199877784
6272413,K01129.01,1,CANDIDATE,1.0,4.89721006,13.62336,1.48,0.18,-0.18,0.015988,0.00521,-0.001186,0.7888430090528697,0.013962661550060984,-0.013540375651757142,1.3802831181400272,0.450455059339999,-0.10509565683606235,1794,6272413,4.897,0.0028,0.9959088160443852,0.07832868915919561,0.9996508804091078,0.0028,0.9968518579439622
3660924,K01214.01,1,CANDIDATE,1.0,4.24153629,14.714512,1.44,0.39,-0.28,0.012577,0.000571,-0.000505,1.195537883953241,0.05578890188660002,-0.05175824999949552,1.6455984099987528,0.10713773767001755,-0.09716708197197284,1523,3660924,4.242,0.001,0.9965458302491589,0.06885238159830942,0.9997437010478876,0.001,0.9987439573468396
10538176,K01301.01,1,CANDIDATE,1.0,12.69905011,25.154327,2.62,0.22,-0.17,0.027241,0.00624,-0.001791,0.7615626558295086,0.021000437413564717,-0.019289634373810486,2.2704510419541446,0.5238391529275017,-0.15996869559050564,1356,10538176,12.699,0.00075,0.9972563651056333,0.024547495211464477,0.9999307658194165,0.00075,0.999180817745052
10538176,K01301.02,2,CANDIDATE,1.0,37.514212799999996,24.432261999999998,2.68,0.22,-0.18,0.027815,0.0006490000000000001,-0.001083,0.7615626558295086,0.021000437413564717,-0.019289634373810486,2.3182921233418208,0.0837420978565999,-0.10768355137730432,1357,10538176,37.514,0.00013,0.9972558353748927,0.040338990315680036,0.9998843326598331,0.00013,0.9997543476965873
10724369,K01302.01,1,CANDIDATE,1.0,55.6391882,38.47574,3.13,0.97,-0.32,0.029802999999999996,0.002837,-0.003148,1.0042829964593232,0.023213137291288488,-0.02172869846657044,3.275665511266217,0.3208770520226169,-0.35318253017089635,1358,10724369,55.639,0.0012,0.9972578261851495,0.010954485466017667,0.9999695446754469,0.0012,0.9987695812218363
10744335,K01304.01,1,CANDIDATE,0.984,4.59726613,14.917145999999999,1.69,0.53,-0.17,0.016166999999999997,0.000745,-0.000763,0.9721384540902712,0.05121182745429776,-0.04546440269702734,1.72004978178154,0.12038681210884769,-0.11428368541163197,1360,10744335,4.597,0.00016,0.9966269402634328,0.06773199028970593,0.9997541079625423,0.00016,0.9995941473052682
10730034,K01305.01,1,CANDIDATE,1.0,2.6338525280000002,20.749485,1.38,0.07,-0.12,0.014431999999999999,0.0006349999999999999,-0.000588,0.8608440229853314,0.01629821741935822,-0.016264291901882943,1.3596729083447956,0.06512823923458567,-0.06106334401679212,1361,10730034,2.634,1.1e-05,0.9972373088724928,0.03423728961358141,0.9999017884062219,1.1e-05,0.9998907894865494
10730034,K01305.02,2,CANDIDATE,0.978,6.18670882,11.189779,1.21,0.06,-0.1,0.01265,0.000839,-0.00047300000000000006,0.8608440229853314,0.01629821741935822,-0.016264291901882943,1.1917864669180755,0.08220165084267433,-0.04992818889599829,1362,10730034,6.187,0.00028,0.9916587475763792,0.10359388235509691,0.9990279282671305,0.00028,0.9987482004472158
10973814,K01307.02,2,CANDIDATE,1.0,20.34237838,23.735342000000003,2.88,0.44,-0.36,0.024633000000000002,0.0054009999999999996,-0.003071,0.9165926693725231,0.017601456186590925,-0.01666077052642967,2.4710250157612865,0.5438677556609952,-0.31132018740938316,1401,10973814,20.342,0.11,0.9972545735138204,0.032800123212343726,0.9999066395309305,0.11,0.8899169091825282
10973814,K01307.01,1,CANDIDATE,0.999,44.852099700000004,27.302459999999996,3.35,0.51,-0.42,0.028610000000000003,0.002579,-0.0033490000000000004,0.9165926693725231,0.017601456186590925,-0.01666077052642967,2.8699722202301956,0.2645139327374474,-0.33997644096108975,1400,10973814,44.852,0.049,0.9972574718790674,0.03295552693980091,0.9999062814407597,0.049,0.9509108736501624
4164994,K01320.01,1,CANDIDATE,1.0,10.50682978,336.95108,9.01,1.2,-0.7,0.105491,0.003215,-0.001652,0.8119085489863473,0.02498846354800077,-0.023687115777823675,9.373590552856205,0.4060041389100677,-0.31037722762387954,1449,4164994,10.507,0.0031,0.9972578266524583,3.1848942912524102e-18,1.0,0.0031,0.9969
4072526,K01329.01,1,CANDIDATE,0.995,33.1996355,30.042027,2.85,0.15,-0.25,0.029606999999999998,0.0013369999999999999,-0.000679,0.757826470041353,0.013084836494745232,-0.01209496543438482,2.455543488119246,0.11871710146648332,-0.06860955149331714,1492,4072526,33.2,0.00018,0.9972577520484246,0.019811873861569393,0.9999444204000056,0.00018,0.9997644304043337
4150539,K01330.01,1,FALSE POSITIVE,0.0,8.65306587,33.64578,19.78,1.43,-1.74,0.26101399999999997,44.23445,-0.08348799999999999,0.6658547915886737,0.011463491747098152,-0.011644343280154179,19.02071276163318,3223.4698980143307,-6.093055920118942,1493,4150539,8.653,1.0,0.9972578166367563,0.008595513086849773,0.9999761597959427,1.0,0.0
4150539,K01330.02,3,FALSE POSITIVE,0.0,94.219289,14.341498999999999,2.15,0.15,-0.19,0.028332,0.001175,-0.000742,0.6658547915886737,0.011463491747098152,-0.011644343280154179,2.0646204186847883,0.09270971572542547,-0.06501790244795769,1494,4150539,94.219,0.49,0.9966754595617272,0.2669804879590478,0.9987850963351401,0.49,0.5093803991309215
4150624,K01334.02,3,FALSE POSITIVE,0.0,94.225938,15.880621,1.93,0.45,-0.14,0.020742,0.000794,-0.000728,0.9235754482037274,0.027765131640370755,-0.02615629335519176,2.0965559895354016,0.10204668021412398,-0.09455262637043527,1534,4150624,94.226,0.064,0.997022547067374,0.2333024820860416,0.999091269243719,0.064,0.935149428012121
4150624,K01334.01,1,FALSE POSITIVE,0.0,8.6531216,28.871053999999997,22.58,5.25,-1.64,0.2427,36.03447,-0.627551,0.9235754482037274,0.027765131640370755,-0.02615629335519176,24.531585124879083,3642.285481481116,-63.43528701001102,1500,4150624,8.653,1.0,0.9972576598551071,0.014950317243722196,0.9999582644430436,1.0,0.0
4077526,K01336.01,1,CANDIDATE,1.0,10.21864532,22.117716,2.33,0.75,-0.33,0.019663,0.000404,-0.000743,0.9738503236310616,0.02388812375039396,-0.022199767650049163,2.095682311565882,0.06705679055353159,-0.0924831738196686,1536,4077526,10.219,0.011,0.9972489816601113,0.03327581867920665,0.999905045390676,0.011,0.9889060898913786
4077526,K01336.02,2,CANDIDATE,1.0,15.573637,18.62881,2.94,0.95,-0.41,0.02484,2.1e-05,-0.00466,0.9738503236310616,0.02388812375039396,-0.022199767650049163,2.6474469114222905,0.06497927615672879,-0.5003160097861357,1537,4077526,15.574,0.032,0.9971904740819757,0.05377561074551531,0.9998398797958128,0.032,0.9678450036423467
4077526,K01336.03,3,CANDIDATE,1.0,40.101556099999996,14.215785999999998,2.92,0.95,-0.4,0.024714,0.0035090000000000004,-0.0032869999999999996,0.9738503236310616,0.02388812375039396,-0.022199767650049163,2.634017832886091,0.3795293498596942,-0.3554368765909676,1538,4077526,40.102,0.054,0.9964502484814667,0.12703113502614363,0.9994816134106588,0.054,0.9455096062864832
4077526,K01336.04,4,CANDIDATE,1.0,4.45814897,11.357054,1.61,0.52,-0.22,0.013643,0.0036270000000000004,-0.001228,0.9738503236310616,0.02388812375039396,-0.022199767650049163,1.4540707815029916,0.38820762913468587,-0.13501238694004905,1539,4077526,4.458,0.00066,0.992140478061249,0.09909467965255646,0.9991286469649012,0.00066,0.9984692220579044
10271806,K00733.01,1,CANDIDATE,1.0,5.924993927,58.546431999999996,3.15,0.21,-0.14,0.042444,0.0038759999999999997,-0.00562,0.712819924173104,0.015606226385489697,-0.014234288657297478,3.311155614305526,0.31094438095171,-0.44338717540173234,1139,10271806,5.925,6.2e-06,0.9972578266524539,0.0004457483515099044,0.9999987737731344,6.2e-06,0.999992573780737
10271806,K00733.02,2,CANDIDATE,1.0,11.34934848,36.493874,2.39,0.17,-0.1,0.03229,0.000367,-0.001288,0.712819924173104,0.015606226385489697,-0.014234288657297478,2.5190183485516306,0.06213923111277374,-0.11236780188449706,1140,10271806,11.349,2.8e-06,0.9972578248049649,0.006462027223642465,0.999982115695388,2.8e-06,0.9999793157454641
10271806,K00733.03,3,CANDIDATE,1.0,3.13295351,20.515207,1.39,0.09,-0.06,0.018691,0.000842,-0.000492,0.712819924173104,0.015606226385489697,-0.014234288657297478,1.458128583238728,0.07303305607425817,-0.04817678907817909,1141,10271806,3.133,2.9e-05,0.9972343276121841,0.03545059079375852,0.9998980698855391,2.9e-05,0.9998690728415125
10271806,K00733.04,4,CANDIDATE,1.0,18.64349986,14.95795,2.14,0.14,-0.09,0.028845,0.005347,-0.003312,0.712819924173104,0.015606226385489697,-0.014234288657297478,2.2502658489926226,0.42003126710829153,-0.26225522316648,1142,10271806,18.643,0.0015,0.9966810536129808,0.08436270085348527,0.9996931889239138,0.0015,0.998193649140528
10358759,K00738.02,2,CANDIDATE,1.0,13.28689997,28.055307,2.78,0.22,-0.13,0.029278,0.000786,-0.000482,0.7417566648005709,0.020713759637455698,-0.019331406062294887,2.3767654150522346,0.09206810988044652,-0.07326593017993444,1183,10358759,13.287,0.00045,0.997257562735258,0.01777026166147405,0.999950248050048,0.00045,0.9995002704384255
10358759,K00738.01,1,CANDIDATE,1.0,10.3392408,38.329365,2.98,0.23,-0.15,0.031329,0.0008029999999999999,-0.000429,0.7417566648005709,0.020713759637455698,-0.019331406062294887,2.543264010115837,0.09640210872955884,-0.07487390785200851,1182,10358759,10.339,0.00072,0.9972578260228581,0.005127335606624971,0.9999858286312554,0.00072,0.9992658388346408
10386984,K00739.01,1,CANDIDATE,0.999,1.287076693,50.901573,1.39,0.08,-0.12,0.024255000000000002,0.000778,-0.00025699999999999996,0.6505520473201556,0.007213820374144974,-0.008112767263370846,1.7268983818622476,0.05860833609796101,-0.028259233560733066,1184,10386984,1.287,4.7e-06,0.9972578266520591,0.0010079783604778866,0.9999972255516711,4.7e-06,0.9999925255647111
10395381,K00740.01,1,CANDIDATE,1.0,17.671771399999997,30.951159000000004,2.44,0.27,-0.17,0.032562,0.001883,-0.005142,0.7739872581209734,0.014225886649604003,-0.013741636631687482,2.75821641469437,0.1673653035637519,-0.4383055848659033,1185,10395381,17.672,8.7e-06,0.9972577796931673,0.013705390792976694,0.9999617897680826,8.7e-06,0.9999530901005116
10418797,K00741.01,1,FALSE POSITIVE,0.0,23.355341391,1094.4517,21.55,5.8,-1.93,0.218013,0.0038880000000000004,-0.000592,1.3986030550786148,0.07824000975775447,-0.07107731997107193,33.37031600916442,1.95935206763859,-1.6983060704792456,1186,10418797,23.355,0.94,0.9972578266524583,1.0378345319859457e-56,1.0,0.94,0.06000000000000005
10601284,K00749.01,1,CANDIDATE,1.0,5.349553819,48.504196,2.55,0.16,-0.24,0.025706,0.0008449999999999999,-0.000453,0.8734812863785331,0.022480764289334317,-0.021376391815928097,2.457375725298534,0.10259185030460628,-0.07410758625998698,1229,10601284,5.35,1.2e-05,0.9972578266508507,0.0014316693619286604,0.9999960576752647,1.2e-05,0.9999840577225726
10601284,K00749.02,2,CANDIDATE,0.98,3.94105221,22.749151,1.7,0.11,-0.16,0.017105000000000002,0.0007030000000000001,-0.000557,0.8734812863785331,0.022480764289334317,-0.021376391815928097,1.6351595651299862,0.07929305507956542,-0.06660735018129131,1230,10601284,3.941,2.6e-06,0.9972515473546019,0.02788235225060759,0.9999209514110475,2.6e-06,0.9999183516165739
10601284,K00749.03,3,CANDIDATE,0.971,8.10904807,9.776852,1.3,0.09,-0.12,0.013127000000000002,0.0008699999999999999,-0.000503,0.8734812863785331,0.022480764289334317,-0.021376391815928097,1.2548810062239888,0.08921885323781178,-0.05705469242270872,1231,10601284,8.109,0.0014,0.9845937702535086,0.12354528441580895,0.9977943531502161,0.0014,0.9963974410558059
10910878,K00757.01,1,CANDIDATE,1.0,16.06864674,137.44981,5.76,0.22,-0.49,0.062161,0.0009130000000000001,-0.00042800000000000005,0.7357287462993923,0.018295730539043875,-0.01768158618075566,5.005173922465248,0.14455509097409402,-0.1251274600009378,1310,10910878,16.069,2.4e-05,0.9972578266524583,5.086422750878536e-08,0.999999999860138,2.4e-05,0.9999759998601413
10910878,K00757.02,2,CANDIDATE,0.992,41.19725502,37.877567,3.86,0.15,-0.33,0.041693,0.00118,-0.0006129999999999999,0.7357287462993923,0.018295730539043875,-0.01768158618075566,3.357100374018172,0.1264785899943582,-0.09458106868541409,1311,10910878,41.197,0.00075,0.9972578259412971,0.009173603721824885,0.9999745416664237,0.00075,0.9992245607601739
10910878,K00757.03,3,CANDIDATE,1.0,6.252962248999999,35.96252,2.65,0.1,-0.23,0.028604,0.001027,-0.000484,0.7357287462993923,0.018295730539043875,-0.01768158618075566,2.3031803683691696,0.10059110868540003,-0.06769483932677971,1312,10910878,6.253,0.00041,0.9972578240650207,0.006299180900589651,0.9999825692411027,0.00041,0.9995725763877139
10987985,K00758.01,1,CANDIDATE,1.0,16.01308419,31.066507,3.1,0.34,-0.31,0.034369,0.003169,-0.004367,0.7137813656590678,0.013564392423305205,-0.013533110822895657,2.6848223692554907,0.2527576209498123,-0.3449162880168588,1313,10987985,16.013,7.4e-05,0.9972577824362541,0.01314695091923522,0.9999633674603542,7.4e-05,0.9998893701711621
11018648,K00759.01,1,CANDIDATE,1.0,32.62876672,61.372303,3.36,0.76,-0.33,0.03852,0.0009710000000000001,-0.000365,0.7874322357131184,0.015300564043297271,-0.015213968145142975,3.3195783535700265,0.10565386897232198,-0.07143555888376812,1314,11018648,32.629,2.9e-06,0.9972578266524577,0.0005074532979486551,0.9999986039403613,2.9e-06,0.9999957039444098
11018648,K00759.02,2,CANDIDATE,0.978,91.7732862,14.678595000000001,2.12,0.48,-0.21,0.024319999999999998,0.007051000000000001,-0.001216,0.7874322357131184,0.015300564043297271,-0.015213968145142975,2.095850092388968,0.6090045596555507,-0.11234422272088004,1315,11018648,91.773,0.03,0.9967748012945206,0.25134191239148485,0.9989137224075795,0.03,0.9689463107353521
11138155,K00760.01,1,CANDIDATE,1.0,4.959319244,670.4895,12.21,1.96,-1.46,0.103379,0.001245,-7.4e-05,1.0367660039561613,0.033699336368099075,-0.03102522826440146,11.729959983856652,0.40660242219723614,-0.35111952398196533,1316,11138155,4.959,0.071,0.9972578266524583,2.969592836767369e-35,1.0,0.071,0.929
5531576,K00837.01,1,CANDIDATE,1.0,7.953547,31.887648,2.25,0.07,-0.14,0.026448000000000003,0.000736,-0.000874,0.7800745856005048,0.015065762077583478,-0.014215479766046426,2.257940122958355,0.07648417420303452,-0.08520913077606083,1009,5531576,7.954,9.3e-05,0.9972577983462688,0.01041762461987241,0.9999710526574862,9.3e-05,0.9998780553495891
5531576,K00837.02,2,CANDIDATE,1.0,4.14451656,18.548983,1.48,0.05,-0.09,0.017440999999999998,0.0009539999999999999,-0.000583,0.7800745856005048,0.015065762077583478,-0.014215479766046426,1.4889872082772482,0.08637343323025923,-0.05668817608966014,1010,5531576,4.145,0.00034,0.9971833554957237,0.044978070254662786,0.9998669715623781,0.00034,0.9995270167920469
8180063,K00905.01,1,FALSE POSITIVE,0.0,5.795063956,108.88901499999999,4.33,0.98,-0.39,0.047975,0.00088,-0.001151,1.1391847915786817,0.047480364447529684,-0.043516049331967725,5.98125912166095,0.27236877869636794,-0.2698062095860333,722,8180063,5.795,0.79,0.9972578266524583,1.2136930064210308e-06,0.9999999966626879,0.79,0.20999999929916444
8226994,K00906.01,1,CANDIDATE,1.0,7.15681552,38.487896,2.47,0.1,-0.2,0.026979000000000003,0.004494,-0.00075,0.7614242784154981,0.015507606575513531,-0.01502130057829254,2.2482055944891313,0.37728142547021337,-0.07663699171267137,723,8226994,7.157,3.5e-06,0.9972578260703919,0.004765510673517739,0.999986833462719,3.5e-06,0.9999833335088019
8226994,K00906.02,2,CANDIDATE,1.0,17.64830851,19.097145,2.43,0.1,-0.19,0.026581,0.005396,-0.001882,0.7614242784154981,0.015507606575513531,-0.01502130057829254,2.2150395829020937,0.451915131767508,-0.16280431383526492,724,8226994,17.648,0.01,0.9972072052460477,0.052812507575401235,0.9998438455208003,0.01,0.9898454070655923
8226994,K00906.03,3,CANDIDATE,0.957,4.14810719,10.764539,1.08,0.04,-0.09,0.011755,0.000754,-0.000646,0.7614242784154981,0.015507606575513531,-0.01502130057829254,0.9795639854412593,0.06592335640499133,-0.05719579370825808,725,8226994,4.148,0.00024,0.9900080907692396,0.10496234826413565,0.9988164081408204,0.00024,0.9985766922028666
8260218,K01066.01,1,CANDIDATE,1.0,5.714817602999999,529.8256,9.29,2.47,-0.99,0.10104500000000001,0.000109,-0.000195,1.1290023678365648,0.09610430732020124,-0.07490059446765529,12.48513195166159,1.0628598612848426,-0.8286425206126392,1512,8260218,5.715,0.00033,0.9972578266524583,4.396272860237679e-28,1.0,0.00033,0.99967
8222813,K01069.01,1,CANDIDATE,1.0,8.70420525,60.56746,2.86,0.13,-0.24,0.030316000000000003,0.0035689999999999997,-0.00099,0.8624184441608288,0.01611406104233082,-0.01586053453236813,2.8613658529050947,0.3410752270375397,-0.10723962798577068,1515,8222813,8.704,1.2e-05,0.997257826652457,0.0003689992169038165,0.9999989849833172,1.2e-05,0.9999869849954973
8222813,K01069.02,2,CANDIDATE,1.0,2.46697039,24.837725,1.56,0.07,-0.13,0.016558,0.003196,-0.000833,0.8624184441608288,0.01611406104233082,-0.01586053453236813,1.5628214735586012,0.303063495725541,-0.0837111709387057,1516,8222813,2.467,0.00014,0.997255979121265,0.02141913110837882,0.9999397737405443,0.00014,0.9997997821722207
8374494,K01133.01,1,FALSE POSITIVE,0.0,5.251916208,319.5286,37.15,9.62,-3.84,0.390092,0.140584,-0.097941,0.8589394726124878,0.028687290133922568,-0.02661075434871873,36.67018160603117,13.272077659555322,-9.276667271120134,1798,8374494,5.252,1.0,0.9972578266524583,2.244397134038356e-17,1.0,1.0,0.0
10925104,K00156.01,2,CANDIDATE,0.68,8.041347775,59.488434,1.29,0.08,-0.07,0.02196,0.000346,-0.000425,0.7301372558093552,0.005422044960344485,-0.0052508626241728465,1.754770402641241,0.030565028708011383,-0.036229621405314216,334,10925104,8.041,0.00011,0.9972578266524559,0.00041399463803390907,0.999998861161866,0.00011,0.9998888612871382
10925104,K00156.02,3,CANDIDATE,0.992,5.188563677,42.199,1.0,0.07,-0.06,0.017039,0.000381,-0.000301,0.7301372558093552,0.005422044960344485,-0.0052508626241728465,1.3615452135976367,0.0320798341744079,-0.025968920713917678,335,10925104,5.189,9.9e-05,0.997257826586455,0.0029861183719247526,0.9999917644373213,9.9e-05,0.999892765252642
10925104,K00156.03,1,CANDIDATE,1.0,11.776132317,137.93265,2.08,0.13,-0.12,0.035355000000000004,0.00234,-0.001145,0.7301372558093552,0.005422044960344485,-0.0052508626241728465,2.825132403705878,0.18815700852498024,-0.09372286271186932,336,10925104,11.776,1.3e-05,0.9972578266524583,4.462996739388848e-08,0.9999999998772804,1.3e-05,0.9999869998772819
4076098,K01323.01,1,CANDIDATE,1.0,3.9901059080000003,246.02412,7.45,2.18,-0.73,0.074711,0.003166,-0.002293,1.0954250108234262,0.053045307525673824,-0.04789595949727498,8.956754232823227,0.5763517606852354,-0.4784726410145275,1452,4076098,3.99,0.00012,0.9972578266524583,1.217840407494625e-13,0.9999999999999997,0.00012,0.9998799999999997
4282872,K01325.01,1,CANDIDATE,1.0,10.035381809,139.00804,4.42,1.13,-0.38,0.048570999999999996,0.00075,-0.000314,0.8896447190724278,0.027545096381608847,-0.025906149785280164,4.729084844631188,0.16362044306792423,-0.14106215873444353,1454,4282872,10.035,9.2e-05,0.9972578266524583,3.817653385893079e-08,0.9999999998950254,9.2e-05,0.9999079998950351
4274548,K01331.01,1,CANDIDATE,0.999,6.80082032,21.306070000000002,1.88,0.23,-0.12,0.025016,0.009148,-0.001442,0.7400759988347053,0.010080903284063079,-0.009564021277683743,2.026178225473641,0.7414587799586547,-0.11969436792469408,1495,4274548,6.801,0.019,0.997243329623271,0.03445877575120951,0.9999013464490033,0.019,0.9809032208664722
