kepid_x,kepoi_name,koi_tce_plnt_num,koi_pdisposition,koi_score,koi_period,koi_max_mult_ev,koi_prad,koi_prad_err1,koi_prad_err2,koi_ror,koi_ror_err1,koi_ror_err2,TCE_ID,radius,radius_err1,radius_err2,teff,corrected_prad,corrected_prad_err1,corrected_prad_err2,rowid,kepid_y,fpp_koi_period,fpp_prob,fpEffectiveness,obsFpRate,reliability,fpp_prob_use,totalReliability,Disp
10811496,K00753.01,1,FALSE POSITIVE,0.0,19.89913995,187.4491,14.6,3.92,-1.31,0.15404600000000002,5.034292,-0.042179,010811496-01,1.233226758,0.06618012503569999,0.0628433160736,5639.83900248,20.791069047729565,679.4623274546981,-5.790508216632332,1271,10811496,19.899,0.93,0.9977801060957755,3.9732875010449566e-17,1.0,0.93,0.06999999999999995,FP
10854555,K00755.01,1,CANDIDATE,1.0,2.525591777,33.1919,2.75,0.88,-0.35,0.024064,0.003751,-0.001522,010854555-01,0.911743255913,0.0361554691125,0.0338784661687,5659.9825924,2.4011751166387256,0.38620773196135966,-0.1761392449071044,1273,10854555,2.526,0.001,0.9977723919735858,0.00039205405448295723,0.9999991243641361,0.001,0.998999125239772,PC
10872983,K00756.01,1,CANDIDATE,1.0,11.09432054,55.20486500000001,3.9,1.27,-0.42,0.036779,0.005115,-0.001065,010872983-01,1.10607119425,0.0646355264592,0.0585535870234,5850.00301762,4.452115827110377,0.6716123355545771,-0.26864238354387077,1274,10872983,11.094,3.6e-05,0.9977801046348032,6.300994737424372e-06,0.9999999859812426,3.6e-05,0.9999639859817473,PC
10872983,K00756.02,2,CANDIDATE,1.0,4.13443512,33.546658,2.77,0.9,-0.3,0.026133,0.001968,-0.002055,010872983-02,1.10607119425,0.0646355264592,0.0585535870234,5850.00301762,3.1634123524259894,0.3015388213329803,-0.29987617836434244,1275,10872983,4.134,6.3e-06,0.9977734271414733,0.0003793005677314337,0.9999991532538525,6.3e-06,0.999992853259187,PC
10872983,K00756.03,3,CANDIDATE,0.992,2.56658897,12.325094,1.59,0.52,-0.17,0.014983000000000003,0.003935,-0.001417,010872983-03,1.10607119425,0.0646355264592,0.0585535870234,5850.00301762,1.81369943276312,0.4879826331786102,-0.19657257639974532,1276,10872983,2.567,7.8e-05,0.9731809343310365,0.023135790678307136,0.9993473201577102,7.8e-05,0.9992693710667379,PC
5456651,K00835.01,1,CANDIDATE,1.0,11.76307164,39.560696,2.35,0.17,-0.08,0.028519,0.001069,-0.000443,005456651-01,0.7724712986310001,0.0204030936084,0.0178550896582,4925.900873,2.411016046974565,0.11055678499119832,-0.06714400476228656,973,5456651,11.763,4e-05,0.9977794774953742,0.00013842908213433243,0.9999996918883821,4e-05,0.9999596919007065,PC
5456651,K00835.02,2,CANDIDATE,0.878,56.22792710000001,16.481398000000002,2.37,0.17,-0.09,0.028683,0.005581,-0.002562,005456651-02,0.7724712986310001,0.0204030936084,0.0178550896582,4925.900873,2.4248807207605965,0.47614887512552184,-0.22372787350249412,1007,5456651,56.228,0.00072,0.9937468230690372,0.03427665662401667,0.9997766578521593,0.00072,0.9990568186585057,PC
7938496,K00900.01,1,CANDIDATE,1.0,13.81020318,40.226162,4.56,1.33,-0.88,0.036595,0.0001,-0.003401,007938496-01,1.11027279263,0.0561339767794,0.05305743112940002,5626.29961134,4.446670043287083,0.22514609972593966,-0.46468881601767226,680,7938496,13.81,0.046,0.9977796244872377,0.0001272562487123269,0.9999997167785218,0.046,0.9539997298067098,PC
8013419,K00901.01,1,CANDIDATE,1.0,12.732624065,209.49731,4.87,0.97,-0.96,0.08251900000000001,0.000927,-0.001852,008013419-01,0.653705613011,0.014265692924200001,0.014493524119400001,4355.96346842,5.903636729498186,0.14490184281572957,-0.18624737872328084,681,8013419,12.733,0.06,0.9977801060957755,4.430073231140887e-19,1.0,0.06,0.94,PC
8018547,K00902.01,1,CANDIDATE,0.966,83.92494032,121.1208,4.78,0.34,-0.47,0.086015,0.000594,-0.001349,008018547-01,0.669568691822,0.0156952734964,0.015819700752600002,4550.59699221,6.3030795415196526,0.15402798929215017,-0.17874397272721004,682,8018547,83.925,0.0052,0.9977801060957755,7.827432839081812e-11,0.9999999999998258,0.0052,0.9947999999998267,PC
8150320,K00904.01,1,CANDIDATE,1.0,2.211116989,32.73535,1.85,0.13,-0.05,0.026289,0.002509,-0.002111,008150320-01,0.669231239723,0.0172476540153,0.016755359751899998,4454.00045922,1.9254565719374412,0.19034622062541975,-0.16195466951994816,684,8150320,2.211,0.0001,0.9977708860280442,0.0004257827298523342,0.9999990483561549,0.0001,0.9998990484513194,PC
8150320,K00904.02,3,CANDIDATE,0.997,27.9541337,15.262756,1.9,0.13,-0.06,0.026973,0.001433,-0.0006940000000000001,008150320-03,0.669231239723,0.0172476540153,0.016755359751899998,4454.00045922,1.9755540383760741,0.11665329508064615,-0.07092325451571542,685,8150320,27.954,0.019,0.9905490450342533,0.023153540121348206,0.9997738530128613,0.019,0.9807781498056168,PC
8150320,K00904.03,5,CANDIDATE,1.0,42.1406089,13.00283,1.85,0.13,-0.05,0.026274,0.001477,-0.000608,008150320-05,0.669231239723,0.0172476540153,0.016755359751899998,4454.00045922,1.9243579432874713,0.11900516418968346,-0.06560711384970604,719,8150320,42.141,0.00083,0.9815272453733875,0.04850668218008961,0.9990405438525769,0.00083,0.9982113402011793,PC
