kepid_x,kepoi_name,koi_tce_plnt_num,koi_pdisposition,koi_score,koi_period,koi_max_mult_ev,koi_prad,koi_prad_err1,koi_prad_err2,koi_ror,koi_ror_err1,koi_ror_err2,KIC,KOI,koi_disposition,gaia_iso_prad,gaia_iso_prad_errp,gaia_iso_prad_errm,gaia_iso_sma,gaia_iso_sma_errp,gaia_iso_sma_errm,gaia_iso_insol,gaia_iso_insol_errp,gaia_iso_insol_errm,ZAMSFlux,Flag,insolation,TCE_ID,radius,radius_err1,radius_err2,teff,corrected_prad,corrected_prad_err1,corrected_prad_err2,rowid,kepid_y,fpp_koi_period,fpp_prob,fpEffectiveness,obsFpRate,reliability,fpp_prob_use,totalReliability,Disp
11502867,K00195.01,1,CANDIDATE,1.0,3.217518511,1264.7878,11.38,1.51,-0.93,0.115425,0.000279,-0.000341,11502867,195.01,CONFIRMED,11.257950468648543,0.30300103500368863,0.2944470513730865,0.04087685434715247,0.000866393842996136,0.0009448741934209213,427.25406399411173,40.38194832970532,37.38442649389097,302.5060040336415,,427.25406399411173,011502867-01,0.893223395208,0.023943428288599997,0.0232123750591,5609.02503913,11.283489482071685,0.30368840234659294,-0.2951150137360727,501,11502867,3.218,0.00024,0.9975158020069573,1.8391487961580094e-139,1.0,0.00024,0.99976,PC
8651389,K01754.01,1,CANDIDATE,0.992,15.13590453,22.03249,2.57,0.74,-0.75,0.014946,0.000352,-0.000837,8651389,1754.01,CANDIDATE,1.8901337227352528,0.058794469333214174,0.11228442573212444,0.12544086518621467,0.0016825413918599534,0.0025229933396835173,118.87431478185322,10.683830831032477,10.407341650421042,94.38739655720593,,118.87431478185322,008651389-01,1.15815901464,0.023534046352499997,0.0229549056844,6267.97276913,1.8944215503154929,0.05892784642931071,-0.11253914647050108,2107,8651389,15.136,0.0097,0.9975158020069573,0.008891231599410921,0.9999776587727107,0.0097,0.9902778754826154,PC
6705142,K01758.01,1,CANDIDATE,1.0,5.59728249,33.809470000000005,3.28,0.69,-0.3,0.034955,0.00034700000000000003,-0.001703,6705142,1758.01,CANDIDATE,3.5223764906013115,0.208732367185302,0.2511800217588772,0.0598410488778217,0.0012993204036477527,0.001409103903727251,203.94043568036255,30.487456482935034,27.10790257727725,141.3557295374818,,203.94043568036255,006705142-01,0.9228414790710001,0.0539138337196,0.048054020321100004,5543.63030532,3.5303671120492663,0.20920588310120813,-0.2517498315093454,2110,6705142,5.597,0.0057,0.9975158020069573,0.0003864644698968901,0.9999990371827405,0.0057,0.9942990426707988,PC
11601584,K01831.01,1,CANDIDATE,1.0,51.8098276,46.575012,2.6,0.19,-0.16,0.028842000000000007,0.010862,-0.005247,11601584,1831.01,CONFIRMED,2.6558671061745307,1.001567682566442,0.4857818443077468,0.26201319311139765,0.0033886050566055664,0.004526261980323292,7.254468660369454,0.5226961044933492,0.5061585392651429,5.916132771416752,AO,7.254468660369454,011601584-01,0.843299041618,0.0165591923287,0.0160003771554,5274.84237578,2.661892023930525,1.0038397702399908,-0.48688385564427206,2469,11601584,51.81,0.14,0.9975158020069573,3.377192903050051e-05,0.9999999158920675,0.14,0.859999927667178,PC
11601584,K01831.02,2,CANDIDATE,0.95,4.38536428,21.772156,1.15,0.09,-0.07,0.012779,0.000394,-0.000491,11601584,1831.02,CONFIRMED,1.1767327421747569,0.04301408845269139,0.05042512423056862,0.05051094708189559,0.0006532558395685414,0.000872573533287742,195.20049080043216,14.064508476131802,13.619521943558198,159.1890563853174,AO,195.20049080043216,011601584-02,0.843299041618,0.0165591923287,0.0160003771554,5274.84237578,1.179402197275091,0.043111667260258224,-0.05053951520503365,2470,11601584,4.385,1.5e-05,0.9975158020069573,0.00790466939508155,0.9999801574845341,1.5e-05,0.9999651577821718,PC
11601584,K01831.03,4,CANDIDATE,0.85,34.205785079,10.421222,1.1,0.09,-0.06,0.012235,0.0,0.0,11601584,1831.03,CANDIDATE,1.126639416269516,0.02212292183245736,0.02137635013063104,0.1986619848195582,,,12.618925844384071,,,10.29093159308464,AO,12.618925844384071,011601584-04,0.843299041618,0.0165591923287,0.0160003771554,5274.84237578,1.1291952330902837,0.022173108373889704,-0.021424843050762823,2504,11601584,34.206,0.0015,0.9975158020069573,0.19019127146882475,0.9994151095226408,0.0015,0.9979159868583569,PC
11601584,K01831.04,3,CANDIDATE,0.98,13.97945055,11.698665,1.97,0.15,-0.12,0.021836,0.000544,-0.004698,11601584,1831.04,CANDIDATE,2.010731368505203,0.0637829053898063,0.4342863922632607,0.1094061653756147,0.0014149450835823376,0.0018899848383136374,41.60718515249387,2.9978644298492125,2.9030150932451044,33.931310910720434,AO,41.60718515249387,011601584-03,0.843299041618,0.0165591923287,0.0160003771554,5274.84237578,2.015292775623984,0.06392759890941746,-0.43527158455313475,2505,11601584,13.979,0.14,0.9975158020069573,0.10729347201347227,0.9997006832568555,0.14,0.8597425876008957,PC
11709244,K01832.01,1,CANDIDATE,1.0,4.544436472,45.03802,3.0,0.34,-0.25,0.029367,0.003291,-0.002376,11709244,1832.01,CONFIRMED,2.697749810997204,0.3105045577773169,0.22894996197325146,0.05136609996820925,0.0007906569738330058,0.0010045648874732226,200.9363073947361,18.2251111426502,16.44091091378948,160.785148478724,,200.9363073947361,011709244-01,0.841284188685,0.0220826105852,0.021554680873199998,5366.73852271,2.7038697409815464,0.31120894709676744,-0.22946934213648315,2506,11709244,4.544,0.0034,0.9975158020069573,2.214203597179445e-05,0.9999999448565936,0.0034,0.9965999450440812,PC
11709244,K01832.02,2,CANDIDATE,0.9740000000000001,12.76220558,19.995342,3.18,0.35,-0.27,0.03105,0.000725,-0.007999,11709244,1832.02,CONFIRMED,2.8523557609378964,0.10020622857362928,0.7384397746310292,0.10224460284757056,0.0015738085934746393,0.001999593876380343,50.71434463745386,4.599838531892392,4.149523970522009,40.58058764121497,,50.71434463745386,011709244-02,0.841284188685,0.0220826105852,0.021554680873199998,5366.73852271,2.8588264193644912,0.10043354954326318,-0.7401149483999133,2507,11709244,12.762,0.13,0.9975158020069573,0.014217897225466158,0.9999640812790007,0.13,0.8699687507127306,PC
11709244,K01832.03,3,CANDIDATE,0.9990000000000001,38.7149617,18.331856,2.62,0.3,-0.21,0.025654000000000003,0.0072450000000000014,-0.002014,11709244,1832.03,CONFIRMED,2.35666134270856,0.6684182402426632,0.1946162760813573,0.21426066944835606,0.003298025330990313,0.0041902879605638784,11.548529478426369,1.047462436797402,0.9449180578983468,9.24089852637726,,11.548529478426369,011709244-03,0.841284188685,0.0220826105852,0.021554680873199998,5366.73852271,2.362007502814063,0.6699345679665563,-0.19505776920224496,2508,11709244,38.715,0.015,0.9975158020069573,0.03316258825164519,0.9999145796406683,0.015,0.9849158609460583,PC
8766650,K01904.01,1,CANDIDATE,0.9840000000000001,12.43929428,30.03955,1.3,0.06,-0.09,0.015366,0.003871,-0.001112,8766650,1904.01,CONFIRMED,1.2647200941559948,0.31920666737428555,0.09356328726743844,0.09595036240181357,0.0016322928113661089,0.0015108713098939224,30.61571988510775,2.105346328766029,1.9298935955054284,23.188695995555744,,30.61571988510775,008766650-01,0.753761982447,0.0116454774579,0.011576897240000002,4839.92319945,1.267589151321516,0.3199307977020507,-0.09377553851655257,2206,8766650,12.439,0.13,0.9975158020069573,0.0011276087877103403,0.999997188650336,0.13,0.8699975541257924,PC
10328393,K01905.01,1,CANDIDATE,1.0,7.62635494,30.694172,1.21,0.08,-0.05,0.0154,0.00055,-0.000466,10328393,1905.01,CONFIRMED,1.1782042559686396,0.04679796690969147,0.041522192632331374,0.06802022321750924,0.0009717278754630696,0.0010711645993994286,53.269821404981315,3.667581607864829,3.5357496623803777,42.833938434587026,,53.269821404981315,010328393-01,0.700648998452,0.0121789556088,0.0126571769844,4850.91706352,1.1808770492441274,0.0469041295641116,-0.04161638702747889,2207,10328393,7.626,0.00095,0.9975158020069573,0.0008799143598680441,0.999997806744951,0.00095,0.9990478088285433,PC
10328393,K01905.02,2,CANDIDATE,1.0,15.99560373,19.099873,1.04,0.07,-0.04,0.013216,0.0007559999999999999,-0.000356,10328393,1905.02,CONFIRMED,1.0111134705767233,0.06045051085042478,0.03279417192406398,0.11145352305954796,0.0015922102771784724,0.001755140834809848,19.841282656946454,1.3660553350879932,1.3169522067049806,15.954254348436965,,19.841282656946454,010328393-02,0.700648998452,0.0121789556088,0.0126571769844,4850.91706352,1.0134072131695055,0.06058764472859768,-0.03286856653072899,2208,10328393,15.996,0.0007,0.9975158020069573,0.01876484141437057,0.9999523746456713,0.0007,0.9992524079834193,PC
10328393,K01905.03,3,CANDIDATE,0.998,34.211502200000005,13.950242,1.15,0.08,-0.04,0.014665,0.0007480000000000001,-0.000549,10328393,1905.03,CONFIRMED,1.1219717801155908,0.06045896482047638,0.04663680949379997,0.1850155110029744,0.0026431072170986715,0.0029135758244009232,7.200142093799823,0.4957236266470403,0.4779047434171021,5.789590335237361,,7.200142093799823,010328393-03,0.700648998452,0.0121789556088,0.0126571769844,4850.91706352,1.1245170082574758,0.060596117876745306,-0.046742606557572036,2209,10328393,34.212,0.044,0.9975158020069573,0.08776625129466754,0.9997603994359304,0.044,0.9557709418607494,PC
9518318,K01978.01,1,CANDIDATE,1.0,6.51112385,31.28787,3.09,1.03,-0.34,0.028261,0.00072,-0.003896,9518318,1978.01,CONFIRMED,2.7278964495431848,0.11175468830402197,0.3850647071312665,0.0663129948753234,0.001068020957247493,0.0013846246489378807,159.7710318713984,15.303992736850082,14.9245284981355,127.59552909885656,,159.7710318713984,009518318-01,0.8839770597259999,0.0283597715203,0.026824473360099996,5613.04132627,2.734084768121759,0.11200820731644281,-0.3859382384859822,2608,9518318,6.511,0.011,0.9975158020069573,0.0007429007427948432,0.9999981485159608,0.011,0.9889981688822852,PC
9518318,K01978.02,2,CANDIDATE,1.0,23.85163321,23.321205,3.37,1.12,-0.37,0.030835,0.000664,-0.004272,9518318,1978.02,CONFIRMED,2.9763521114491387,0.11500310479963215,0.4221306158777513,0.15758205250589746,0.0025379781999324363,0.0032903354034882052,28.293183670632445,2.7101200546792645,2.6429223200793728,22.595358483077675,,28.293183670632445,009518318-02,0.8839770597259999,0.0283597715203,0.026824473360099996,5613.04132627,2.983104059482483,0.11526399294666738,-0.423088232407975,2609,9518318,23.852,0.014,0.9975158020069573,0.007462772977296236,0.9999812750853057,0.014,0.9859815372341114,PC
11769890,K01980.01,1,CANDIDATE,1.0,122.8799543,28.170069,2.7,0.28,-0.16,0.028739,0.000485,-0.004181,11769890,1980.01,CONFIRMED,2.7324333556320517,0.06931736139910243,0.4006674785213188,0.4720569570655384,0.005608192291120914,0.00728372185478248,2.697538489345965,0.18144734055772047,0.18175592242080088,2.230251771917547,,2.697538489345965,011769890-01,0.870720090152,0.0164921308702,0.015974189164,5441.12860226,2.7386319663242595,0.06947461000560129,-0.4015764052518694,2611,11769890,122.88,0.00028,0.9975158020069573,0.011914039400318398,0.9999699717014036,0.00028,0.9996899801093272,PC
10153855,K01981.01,1,CANDIDATE,1.0,1.06378861,22.85753,1.61,0.41,-0.25,0.014732,0.000477,-0.000852,10153855,1981.01,CONFIRMED,1.2742446294537182,0.04707981471457375,0.07692822601401902,0.019298079072889548,0.0002196552261532339,0.00029534844243254933,991.5093495634708,70.57357310471744,67.91486300686186,852.8753402548591,,991.5093495634708,010153855-01,0.792121389936,0.0140973379565,0.013720963975200002,5049.78018956,1.2771352933260283,0.04718661674957138,-0.07710274010539483,2612,10153855,1.064,0.0045,0.9975158020069573,0.005685921644211943,0.9999857588944819,0.0045,0.9954858229794569,PC
8956206,K02048.01,1,CANDIDATE,1.0,6.17998508,25.766874,2.12,0.14,-0.11,0.024584,0.001065,-0.0006450000000000001,8956206,2048.01,CONFIRMED,2.264395584501676,0.1411377159594021,0.10894678290026802,0.06316383463512919,0.0010932438949664317,0.001147513457618568,123.02156564371471,16.15821556843945,14.25971361506559,95.86877943955866,AO,123.02156564371471,008956206-01,0.843529725141,0.037801226006099996,0.0340194538058,5250.90464689,2.2695324368433987,0.14145789129082106,-0.1091939320912905,2174,8956206,6.18,2.2e-05,0.9975158020069573,0.002980805367419953,0.999992554454491,2.2e-05,0.999970554618293,PC
9649706,K02049.01,1,CANDIDATE,1.0,1.569066598,37.942986,1.68,0.28,-0.34,0.011031,0.000339,-0.000227,9649706,2049.01,CONFIRMED,1.5892191877044335,0.06742698770828329,0.04928437612396715,0.028091026228948816,0.0004881514383856714,0.0005432427258629711,2890.3871939055743,250.67630040915432,227.87045325658863,1933.6097285365304,,2890.3871939055743,009649706-01,1.3193789612,0.038594573245699995,0.030610039259700007,6160.46415994,1.592824381232342,0.06757994794282678,-0.04939617927560527,2175,9649706,1.569,1.3e-08,0.9975158020069573,0.00012672356444311182,0.9999996843695886,1.3e-08,0.9999996713695928,PC
6307083,K02050.02,3,CANDIDATE,0.9390000000000001,3.17796408,7.933509299999999,0.74,0.04,-0.05,0.00811,0.0025670000000000003,-0.007393999999999999,6307083,2050.02,CANDIDATE,0.6860561100411903,0.2174610580178234,0.6255959657743725,0.03926125527746889,0.000601050708611612,0.0007399589600960725,217.39748991087072,14.89257565281719,14.900887510784845,173.69618537265214,AO,217.39748991087072,006307083-03,0.7747104631020001,0.013078683865499999,0.013189791806299998,4983.6784289,0.6876124498254307,0.21795437524241,-0.6270151498267329,2177,6307083,3.178,1.0,0.9975158020069573,0.2055843393320506,0.9993555211732033,1.0,0.0,PC
7265298,K02051.01,1,CANDIDATE,0.862,25.762684600000004,33.93693,2.66,0.43,-0.27,0.022795,0.000463,-0.0007070000000000001,7265298,2051.01,CONFIRMED,2.946162434842924,0.13951069852292838,0.1513749683070507,0.1712971301314704,0.0041530362710718105,0.00396010840902114,51.46591388933793,5.886709232117952,5.374656989011017,27.819293228313974,,51.46591388933793,007265298-01,1.1836348137000001,0.050631147589999995,0.0484853928407,5870.67680478,2.952845896648848,0.13982718291430762,-0.15171836716622022,2178,7265298,25.763,4.4e-05,0.9975158020069573,0.0005288551574139464,0.9999986822503609,4.4e-05,0.9999546823083418,PC
7265298,K02051.02,2,CANDIDATE,0.995,11.0317836,13.435833,1.45,0.24,-0.14,0.012457,0.000281,-0.001042,7265298,2051.02,CONFIRMED,1.6100173481394298,0.07785945201571985,0.14995584579183688,0.0973165039199682,0.0023594034012481245,0.0022497981669860664,159.45820309547105,18.238947504910023,16.652442535222278,86.19325247213672,,159.45820309547105,007265298-02,1.1836348137000001,0.050631147589999995,0.0484853928407,5870.67680478,1.6136697229460277,0.0780360786224619,-0.15029602532711026,2179,7265298,11.032,0.001,0.9975158020069573,0.06857842920712887,0.9998166387064182,0.001,0.9988168220677118,PC
8041216,K00237.01,1,CANDIDATE,1.0,8.508333104,76.45331,2.6,0.37,-0.28,0.023076,0.000538,-0.000256,8041216,237.01,CONFIRMED,2.8480764894881587,0.09903698662820193,0.07799443283129437,0.08306914382154958,0.0016631771583482122,0.0017779070438567247,177.29513114709968,15.476737149489644,14.2959794275109,108.71833530481248,AO,177.29513114709968,008041216-01,1.13029487306,0.0291613147997,0.0282994689883,5704.23692213,2.8545374402533725,0.09926165513584266,-0.07817136564624638,69,8041216,8.508,1.2e-05,0.9975158020069573,8.350457653407244e-09,0.9999999999792042,1.2e-05,0.9999879999792044,PC
3546060,K02126.01,1,CANDIDATE,1.0,9.69310837,27.055878000000003,2.12,0.18,-0.19,0.031409,0.006072,-0.00126,3546060,2126.01,CONFIRMED,2.4222423707427505,0.473537228952648,0.11927349831385395,0.0795762604739895,0.0012847523039222885,0.0011356495548220356,35.58105475079822,3.677783561375791,3.1802700755044664,27.34564846800797,,35.58105475079822,003546060-01,0.7062592133230001,0.020538399881900003,0.0201672043329,4727.025774600002,2.4277373034654306,0.4746114629955366,-0.11954407398239547,2710,3546060,9.693,0.003,0.9975158020069573,0.0022863299933701064,0.9999942931111595,0.003,0.996994310231826,PC
9351920,K02129.01,1,CANDIDATE,1.0,8.79618433,22.175014,1.77,0.48,-0.17,0.015488,0.000601,-0.000365,9351920,2129.01,CONFIRMED,1.4677076567064462,0.06862636353824447,0.049601236637748326,0.08116200583411537,0.0009079454564429232,0.0011461335235977885,123.53885444396956,10.129284786842657,9.739137310514726,106.84898713898815,,123.53885444396956,009351920-01,0.867850382239,0.0226390306162,0.021021308117400002,5877.63650208,1.471037197518537,0.0687820445944425,-0.04971375859739128,2713,9351920,8.796,0.0002,0.9975158020069573,0.007701363095249671,0.999980671790377,0.0002,0.9997806756560189,PC
2161536,K02130.01,1,CANDIDATE,1.0,16.85592593,17.439073999999998,1.7,0.08,-0.1,0.026549,0.001281,-0.000973,2161536,2130.01,CANDIDATE,1.8304958229015167,0.1096222720033108,0.09085178151534357,0.10997096176623697,0.0011904150531110607,0.001021220931199492,8.870383373622943,0.9218143264319912,0.9209139806034689,6.79069254063542,AO,8.870383373622943,002161536-01,0.631424187206,0.0223982979751,0.021133416850700002,4157.81927042,1.8346483600371406,0.10987095356253097,-0.09105788162868991,2714,2161536,16.856,0.00087,0.9975158020069573,0.028699019253180868,0.9999264166339351,0.00087,0.9990564806514636,PC
10549023,K02131.01,1,CANDIDATE,1.0,14.36270451,19.547129,2.31,0.66,-0.29,0.017363,0.000558,-0.000466,10549023,2131.01,CONFIRMED,2.850110251037933,0.16821913683303244,0.1525618858671396,0.12601044958566499,0.0018959762785035472,0.002042905359927609,197.5858897192789,25.52063792902985,19.77472597884748,125.14998865340674,,197.5858897192789,010549023-01,1.50327188153,0.07442011626839999,0.06962237054610003,6265.65898162,2.8565758154549536,0.16860074721634077,-0.15290797728598798,2715,10549023,14.363,0.0021,0.9975158020069573,0.01633401494918501,0.9999586465528667,0.0021,0.9978587333951057,PC
11705004,K02199.01,1,CANDIDATE,0.993,9.03326435,16.5857,1.96,0.33,-0.16,0.022819,0.000939,-0.001147,11705004,2199.01,CANDIDATE,1.8652537900479127,0.10725901436962773,0.11777324925234832,0.07831460452505437,0.0014229352133771195,0.0016298677134926902,58.83045272650271,6.977617597377599,6.402088847239402,48.768709438409616,AO,58.83045272650271,011705004-01,0.7485864502940001,0.0300682206328,0.028604941647799996,5162.55264445,1.8694851767212022,0.10750233480484964,-0.11804042155888123,3111,11705004,9.033,0.99,0.9975158020069573,0.031066854765039377,0.9999201509236179,0.99,0.009999201509236187,PC
11705004,K02199.02,2,CANDIDATE,0.996,3.05293416,8.180584,1.18,0.2,-0.1,0.013736000000000002,0.0008560000000000001,-0.001139,11705004,2199.02,CANDIDATE,1.1227979341819596,0.08324540500152433,0.1025134204642858,0.037997752092384214,0.0006903991918989265,0.0007908015352674381,249.90324695258403,29.63990949176669,27.195146674977888,207.1624179913089,AO,249.90324695258403,011705004-02,0.7485864502940001,0.0300682206328,0.028604941647799996,5162.55264445,1.1253450364802329,0.0834342498113917,-0.10274597537102305,3112,11705004,3.053,0.00024,0.9975158020069573,0.1952333733347154,0.9993958420111668,0.00024,0.9991559870090841,PC
10909127,K02200.01,1,CANDIDATE,1.0,3.17059731,16.098914999999998,1.69,0.18,-0.06,0.018398,0.00263,-0.002133,10909127,2200.01,CONFIRMED,1.5284390423464442,0.2226759055084329,0.18113736818910875,0.03963351655169984,0.0004147073387927101,0.0004549385498279416,300.02134320738185,30.013562462580914,24.693082450452398,270.53894238445025,,300.02134320738185,010909127-01,0.760813390032,0.0213885804064,0.018692856110700002,5480.21388318,1.5319063542099702,0.22318105277796702,-0.18154828398506076,3146,10909127,3.171,0.001,0.9975158020069573,0.03175390871619573,0.9999183271215704,0.001,0.9989184087944488,PC
2439243,K02280.01,1,CANDIDATE,1.0,26.0203329,22.805443,4.53,0.71,-0.87,0.033353,0.005946,-0.002514,2439243,2280.01,CONFIRMED,3.3564315727608967,0.6210551663586292,0.2958737236290333,0.16389246916772396,0.0037650623099771945,0.003126405389505852,22.706940444319788,3.041171348211931,2.6762808593794745,13.414900623766314,,22.706940444319788,002439243-01,0.921602264964,0.04567098123340002,0.042124150599300005,5300.24750542,3.3640457429625954,0.6224640494652223,-0.29654492244273906,2814,2439243,26.02,0.00021,0.9975158020069573,0.00881375251410179,0.9999778551875614,0.00021,0.999767859837972,PC
9221517,K02281.01,1,CANDIDATE,0.995,0.769854899,17.038412,0.93,0.12,-0.07,0.010351,0.002487,-0.0008089999999999999,9221517,2281.01,CONFIRMED,0.8921596441743367,0.21494226472722627,0.0714107037114169,0.01546286758192754,0.00020440330184980289,0.0002632868326802797,1397.153146666301,97.62485346240652,95.7965523575008,1156.704396872855,,1397.153146666301,009221517-01,0.789334172674,0.014033644584600002,0.0136336735656,4933.79311803,0.8941835362843259,0.21542986799030292,-0.0715727011305493,2815,9221517,0.77,0.0013,0.9975158020069573,0.024211558797106222,0.9999382078218393,0.0013,0.9986382881516709,PC
11187837,K00252.01,1,CANDIDATE,1.0,17.60461401,71.954796,2.64,0.15,-0.23,0.046863,0.003419,-0.002963,11187837,252.01,CANDIDATE,3.1843383749960013,0.24896668253656,0.2201060693458768,0.11203885890477182,0.0008396911913330428,0.0008501732467510241,7.060661216983688,0.8009446449162811,0.7356063386791755,5.170458850213709,,7.060661216983688,011187837-01,0.622285616333,0.017491432312200003,0.017381042489700002,3990.38705245,3.1915621463857673,0.24953147125764386,-0.22060538686154646,166,11187837,17.605,0.00012,0.9975158020069573,3.047677856375008e-08,0.999999999924101,0.00012,0.9998799999241101,PC
11824786,K02371.01,1,CANDIDATE,0.996,12.94123564,18.872335,1.7,0.53,-0.17,0.016628999999999998,0.000725,-0.000425,11824786,2371.01,CONFIRMED,2.049958112467105,0.1204583157077763,0.09249548141146753,0.10987091744222464,0.0022199111740341415,0.0024104049984112696,143.1310606517101,15.696335090900615,14.613886688131668,100.88681683328085,,143.1310606517101,011824786-01,1.12896243875,0.044476889866899995,0.0419797308212,6218.6559709,2.054608506683793,0.12073157917170399,-0.09270531030953606,3210,11824786,12.941,0.00052,0.9975158020069573,0.0188602514377592,0.9999521278392509,0.00052,0.9994321527327745,PC
12254909,K02372.01,1,CANDIDATE,0.997,5.3497910000000015,19.153894,1.29,0.21,-0.11,0.00997,0.0006389999999999999,-0.0013460000000000002,12254909,2372.01,CONFIRMED,1.5567491944377048,0.1067477205090809,0.21309310640172874,0.0628819464422441,0.0012462869524369233,0.0014452370534714153,661.4932331457387,64.26245587609101,47.274444310360316,403.60006171906736,,661.4932331457387,012254909-01,1.4299607946500001,0.0348555919829,0.032315476588,6137.92572923,1.5602807287683913,0.10698988105815797,-0.21357651479119782,3211,12254909,5.35,0.0033,0.9975158020069573,0.015471141120647713,0.9999608654522754,0.0033,0.9966609945962829,PC
10798331,K02373.01,1,CANDIDATE,0.99,147.281212,13.011319,2.28,0.35,-0.29,0.0198,0.0005139999999999999,-0.001176,10798331,2373.01,CANDIDATE,2.828056110900852,0.11876064649066588,0.1909228629669608,0.5500199266669821,0.014287334904790587,0.013053687109557987,5.723993267202497,0.5926520789581238,0.5321421782162116,2.6598427229509736,AO,5.723993267202497,010798331-01,1.3080473668500001,0.043176925424699995,0.041979925624699994,5781.51432529,2.8344716448098723,0.1190300587387755,-0.1913559774644597,3245,10798331,147.281,0.0041,0.9975158020069573,0.4584850341733148,0.9978914635030127,0.0041,0.9938001085026503,PC
9364290,K02374.01,1,CANDIDATE,0.9940000000000001,5.26211833,17.530895,1.95,0.31,-0.41,0.013665,0.002076,-0.00111,9364290,2374.01,CONFIRMED,1.6911016483573054,0.26211153652910824,0.14564856054454026,0.0609573612878974,0.0011823889744491196,0.0013505529831826426,384.586550996047,37.768834780080965,36.370848254766,263.349376497773,,384.586550996047,009364290-01,1.1333413022799999,0.034809082781,0.0324449480068,5919.31975926,1.6949379654398464,0.26270614476338827,-0.14597896886825476,3246,9364290,5.262,0.00014,0.9975158020069573,0.023113393716139657,0.9999410768461476,0.00014,0.9998010850953891,PC
9364290,K02374.02,2,CANDIDATE,0.998,12.1628195,13.138888,3.14,0.5,-0.66,0.02198,0.0007059999999999999,-0.006353,9364290,2374.02,CONFIRMED,2.7201181288615857,0.12088566063631527,0.7900576315395711,0.10656352882547084,0.0020670110850581147,0.002360989528701228,125.84304659195317,12.35858410094973,11.901139910561636,86.17224853739546,,125.84304659195317,009364290-02,1.1333413022799999,0.034809082781,0.0324449480068,5919.31975926,2.7262888020759477,0.12115989354560483,-0.7918499020343763,3247,9364290,12.163,0.23,0.9975158020069573,0.07486859636612318,0.9997984593336777,0.23,0.7698448136869319,PC
7604328,K02458.01,2,CANDIDATE,0.998,4.35407371,14.586295000000002,1.63,0.39,-0.25,0.016467,0.002831,-0.001393,7604328,2458.01,CONFIRMED,1.4072966166494854,0.24490885286313666,0.12481574198685358,0.04870968946777675,0.0007868541993091588,0.0010327232943161313,165.90256838869922,14.842597077356064,14.22844473644308,134.27776576070178,,165.90256838869922,007604328-02,0.782657582758,0.0211369251736,0.0208574380191,5161.9171599,1.4104891131241355,0.24546443627044817,-0.12509889040884192,2949,7604328,4.354,2.6e-05,0.9975158020069573,0.04677955929016434,0.9998777836803069,2.6e-05,0.9998517868579312,PC
7604328,K02458.02,1,CANDIDATE,1.0,2.9365879460000004,17.808668,1.77,0.41,-0.28,0.017796,0.002094,-0.002652,7604328,2458.02,CONFIRMED,1.5208751193231458,0.1836097179457484,0.23023973742406306,0.03746107053097182,0.00060514449328864,0.0007942345836401923,280.49392719737733,25.094598467172823,24.056242015448927,227.02540544920433,,280.49392719737733,007604328-01,0.782657582758,0.0211369251736,0.0208574380191,5161.9171599,1.524325272190266,0.18402624234459816,-0.230762043483322,2950,7604328,2.937,0.0003,0.9975158020069573,0.02075163898419671,0.9999472252757943,0.0003,0.9996472411082116,PC
8757824,K02552.01,1,CANDIDATE,0.998,3.65690909,12.475003,1.32,0.23,-0.17,0.009517,0.000539,-0.000517,8757824,2552.01,CONFIRMED,1.2928809270784551,0.08570165204618632,0.08105801249621837,0.04835389786903418,0.0009614259297863377,0.0010336533232573693,839.7874088800363,78.20953558229756,75.09733973551116,554.2597556983146,,839.7874088800363,008757824-01,1.24411090997,0.042852961048900004,0.0389401746561,6116.04166029,1.2958138679759232,0.08589606892944475,-0.08124189513764221,3345,8757824,3.657,0.00081,0.9975158020069573,0.07640942432528382,0.9997939683895021,0.00081,0.9989841352751067,PC
3102384,K00273.01,1,CANDIDATE,1.0,10.573751447000001,77.65751,2.07,0.05,-0.07,0.017524,1.7e-05,-0.001673,3102384,273.01,CONFIRMED,2.0439292311831627,0.03983233951888202,0.19862242334737693,0.09590523063609248,0.001813697606996435,0.0019772715085846,115.7672501790692,8.26841320898085,8.053756019049418,77.55807973592654,,115.7672501790692,003102384-01,1.0681524708499999,0.0207904774697,0.0193739260025,5669.00921667,2.0485659486937333,0.039922700429287555,-0.19907300453887627,297,3102384,10.574,0.042,0.9975158020069573,6.378858519546869e-09,0.9999999999841142,0.042,0.9579999999847814,PC
5374403,K02556.01,1,CANDIDATE,0.983,40.8366307,15.720275,1.5,0.18,-0.13,0.014897,0.000551,-0.00072,5374403,2556.01,CONFIRMED,1.3891832918253917,0.05987693727522876,0.07285996672303363,0.22081449701310485,0.004231163110216917,0.0049464389068733326,12.666238802732547,1.0354492726993665,0.9995240174643012,9.478524261141716,AO,12.666238802732547,005374403-01,0.854006886389,0.018899297217400003,0.017393844342900002,5530.23101918,1.3923346976550692,0.06001276998377254,-0.07302525184072273,3350,5374403,40.837,0.0025,0.9975158020069573,0.06444190043704925,0.9998284605556694,0.0025,0.9973288894042803,PC
