kepid_x,kepoi_name,koi_tce_plnt_num,koi_pdisposition,koi_score,koi_period,koi_max_mult_ev,koi_prad,koi_prad_err1,koi_prad_err2,koi_ror,koi_ror_err1,koi_ror_err2,KIC,KOI,koi_disposition,gaia_iso_prad,gaia_iso_prad_errp,gaia_iso_prad_errm,gaia_iso_sma,gaia_iso_sma_errp,gaia_iso_sma_errm,gaia_iso_insol,gaia_iso_insol_errp,gaia_iso_insol_errm,ZAMSFlux,Flag,insolation,TCE_ID,radius,radius_err1,radius_err2,teff,corrected_prad,corrected_prad_err1,corrected_prad_err2,rowid,kepid_y,fpp_koi_period,fpp_prob,fpEffectiveness,obsFpRate,reliability,fpp_prob_use,totalReliability,Disp
8013419,K00901.01,1,CANDIDATE,1.0,12.732624065,209.49731,4.87,0.97,-0.96,0.08251900000000001,0.000927,-0.001852,8013419,901.01,CANDIDATE,5.890274457311064,0.14457387245562175,0.18582582701157005,0.0929054269245368,0.0010894105002866683,0.000939675729731782,16.118759435553454,1.3052083395755234,1.1658233759737733,13.162842224565972,,16.118759435553454,008013419-01,0.653705613011,0.014265692924200001,0.014493524119400001,4355.96346842,5.903636729498186,0.14490184281572957,-0.18624737872328084,681,8013419,12.733,0.06,0.9975158020069573,2.1352771162686763e-23,1.0,0.06,0.94,PC
8018547,K00902.01,1,CANDIDATE,0.966,83.92494032,121.1208,4.78,0.34,-0.47,0.086015,0.000594,-0.001349,8018547,902.01,CANDIDATE,6.288813171769964,0.15367936284176695,0.17833940420024524,0.3278122448551972,0.004122022106513561,0.0031960880547898065,1.6182368282195247,0.14023599790528954,0.12565877491866198,1.2339396896996024,,1.6182368282195247,008018547-01,0.669568691822,0.0156952734964,0.015819700752600002,4550.59699221,6.3030795415196526,0.15402798929215017,-0.17874397272721004,682,8018547,83.925,0.0052,0.9975158020069573,3.750741360306494e-13,0.9999999999999991,0.0052,0.9947999999999991,PC
8150320,K00904.01,1,CANDIDATE,1.0,2.211116989,32.73535,1.85,0.13,-0.05,0.026289,0.002509,-0.002111,8150320,904.01,CONFIRMED,1.921098499790123,0.18991539160826867,0.16158810184729855,0.029232146596170294,0.0003984418648703754,0.00035391357163257886,186.4723584187573,17.140026342741592,15.323580525521429,152.79156106529717,AO,186.4723584187573,008150320-01,0.669231239723,0.0172476540153,0.016755359751899998,4454.00045922,1.9254565719374412,0.19034622062541975,-0.16195466951994816,684,8150320,2.211,0.0001,0.9975158020069573,0.0004785141715864238,0.9999988077451647,0.0001,0.9998988078643902,PC
8150320,K00904.02,3,CANDIDATE,0.997,27.9541337,15.262756,1.9,0.13,-0.06,0.026973,0.001433,-0.0006940000000000001,8150320,904.02,CONFIRMED,1.9710825757860322,0.116389262391676,0.07076272705194038,0.1586415406848116,0.002162326118676886,0.0019206730922351528,6.331433380668763,0.5819679456571417,0.5202928227102372,5.187844451673982,AO,6.331433380668763,008150320-03,0.669231239723,0.0172476540153,0.016755359751899998,4454.00045922,1.9755540383760741,0.11665329508064615,-0.07092325451571542,685,8150320,27.954,0.019,0.9975158020069573,0.058379237317010724,0.9998455994606091,0.019,0.9808485330708575,PC
8150320,K00904.03,5,CANDIDATE,1.0,42.1406089,13.00283,1.85,0.13,-0.05,0.026274,0.001477,-0.000608,8150320,904.03,CONFIRMED,1.9200023577726693,0.11873580828781535,0.06545861892143734,0.2085707636939028,0.0028428746808617737,0.002525166249190117,3.662933353833681,0.3366867618687572,0.3010057634443522,3.0013311890095973,AO,3.662933353833681,008150320-05,0.669231239723,0.0172476540153,0.016755359751899998,4454.00045922,1.9243579432874713,0.11900516418968346,-0.06560711384970604,719,8150320,42.141,0.00083,0.9975158020069573,0.1228672908540397,0.9996511510675901,0.00083,0.998821440612204,PC
8150320,K00904.04,2,CANDIDATE,1.0,4.617490562,18.39992,1.62,0.11,-0.05,0.023024,0.002805,-0.001614,8150320,904.04,CONFIRMED,1.6825049206576057,0.20951486692731214,0.1252416121219184,0.0477591847304862,0.0006509702812181987,0.0005782204074541095,69.85895266421764,6.421242802073167,5.740739785980512,57.24096870155114,AO,69.85895266421764,008150320-02,0.669231239723,0.0172476540153,0.016755359751899998,4454.00045922,1.686321735793969,0.20999015796840387,-0.12552572664365344,720,8150320,4.617,1.0,0.9975158020069573,0.01843416896876796,0.9999532296570547,1.0,0.0,PC
8150320,K00904.05,4,CANDIDATE,0.996,10.19849255,14.958939,1.75,0.11,-0.06,0.024778,0.005158,-0.002447,8150320,904.05,CONFIRMED,1.8106804605652431,0.3798044293317866,0.1844742651380353,0.08099848246450993,0.001104030681889178,0.0009806485647051405,24.28746092800845,2.232436614275024,1.9958500384272704,19.900638898818897,AO,24.28746092800845,008150320-04,0.669231239723,0.0172476540153,0.016755359751899998,4454.00045922,1.8147880459304624,0.3806660275814754,-0.18489275078928266,721,8150320,10.198,1.0,0.9975158020069573,0.04704724273485055,0.9998770498034081,1.0,0.0,PC
5880320,K01060.02,2,CANDIDATE,0.758,4.75796103,16.059935,1.7,0.27,-0.39,0.010702,0.002047,-0.000458,5880320,1060.02,CONFIRMED,1.8232810533707864,0.3557091659153553,0.10150351412411546,0.05874635465120567,0.0009613139989899614,0.0014305684241282706,985.9737674245296,105.15336573974207,100.46848273690004,613.4304663350769,,985.9737674245296,005880320-02,1.56023246933,0.059942268584400014,0.0555530984318,6266.00559526,1.8274172235756438,0.35651610330492217,-0.10173377802667305,1471,5880320,4.758,8.6e-06,0.9975158020069573,0.03291467113600771,0.9999152399610323,8.6e-06,0.9999066406899686,PC
5880320,K01060.03,3,CANDIDATE,1.0,20.4972755,10.584614,2.96,0.46,-0.69,0.018577,8.9e-05,-0.004021,5880320,1060.03,CONFIRMED,3.1649310529311436,0.1225346330647072,0.6942574731411111,0.15553606047629395,0.002545162497315713,0.0037875540705683453,140.6581874294284,15.001090862575461,14.33274940990192,87.51147379312548,,140.6581874294284,005880320-03,1.56023246933,0.059942268584400014,0.0555530984318,6266.00559526,3.1721107982026475,0.12281260671962363,-0.6958324179745459,1472,5880320,20.497,0.0041,0.9975158020069573,0.15121125365333454,0.9995563393373341,0.0041,0.9954581583460511,PC
5880320,K01060.04,4,CANDIDATE,0.884,8.19345065,9.742977,1.74,0.27,-0.4,0.010952,0.001407,-0.001158,5880320,1060.04,CONFIRMED,1.865873116848893,0.25019726919109914,0.2081721212473716,0.08440047624233069,0.0013811131144921508,0.002055287651826948,477.6803886629245,50.94425669627578,48.67454445495088,297.19219035819606,,477.6803886629245,005880320-04,1.56023246933,0.059942268584400014,0.0555530984318,6266.00559526,1.8701059084844376,0.2507648495365713,-0.20864436622781146,1473,5880320,8.193,6.4e-05,0.9975158020069573,0.1514492550554617,0.9995555163967016,6.4e-05,0.9994915448436522,PC
5880320,K01060.01,1,CANDIDATE,1.0,12.10968709,21.105242,2.98,0.46,-0.69,0.0187,8.6e-05,-0.002829,5880320,1060.01,CONFIRMED,3.1858863481623723,0.12327177088744334,0.4951408233738205,0.10951046336013973,0.0017920080286667863,0.002666756267629917,283.73700018985437,30.26033904745963,28.912154444364948,176.52895654376613,,283.73700018985437,005880320-01,1.56023246933,0.059942268584400014,0.0555530984318,6266.00559526,3.1931136311777744,0.12355141676261,-0.4962640658476351,1470,5880320,12.11,0.00015,0.9975158020069573,0.010654902409033532,0.9999731794244958,0.00015,0.9998231834475821,PC
