kepid,tm_designation,teff,teff_err1,teff_err2,logg,logg_err1,logg_err2,feh,feh_err1,feh_err2,mass,mass_err1,mass_err2,radius,radius_err1,radius_err2,dens,dens_err1,dens_err2,prov_sec,kepmag,limbdark_coeff1,limbdark_coeff2,limbdark_coeff3,limbdark_coeff4,dist,dist_err1,dist_err2,nconfp,nkoi,ntce,datalink_dvr,st_delivname,st_vet_date_str,ra,dec,st_quarters,teff_prov,logg_prov,feh_prov,jmag,jmag_err,hmag,hmag_err,kmag,kmag_err,dutycycle,dataspan,mesthres01p5,mesthres02p0,mesthres02p5,mesthres03p0,mesthres03p5,mesthres04p5,mesthres05p0,mesthres06p0,mesthres07p5,mesthres09p0,mesthres10p5,mesthres12p0,mesthres12p5,mesthres15p0,rrmscdpp01p5,rrmscdpp02p0,rrmscdpp02p5,rrmscdpp03p0,rrmscdpp03p5,rrmscdpp04p5,rrmscdpp05p0,rrmscdpp06p0,rrmscdpp07p5,rrmscdpp09p0,rrmscdpp10p5,rrmscdpp12p0,rrmscdpp12p5,rrmscdpp15p0,av,av_err1,av_err2,dutycycle_post,dataspan_post,timeout01p5,timeout02p0,timeout02p5,timeout03p0,timeout03p5,timeout04p5,timeout05p0,timeout06p0,timeout07p5,timeout09p0,timeout10p5,timeout12p0,timeout12p5,timeout15p0,timeoutsumry,cdppslplong,cdppslpshrt,KIC,D,e_D,KsMag,e_KsMag,SpType,Teff,R*,e_R*,M*,e_M*,teff_DR25,teff_DR25_err1,teff_DR25_err2,logg_DR25,logg_DR25_err1,logg_DR25_err2,mass_DR25,mass_DR25_err1,mass_DR25_err2
10057939,2MASS J18544245+4704318,3241,0,0,4.928719732202661,0,0,-0.1,0.25,-0.3,0.27,0.007,-0.007,0.295,0.009,-0.009,11.37,8.755,-3.571,DSEP,16.62,0.4458,0.7661,-0.5011,0.1043,126.91,32.51,-35.76,0,0,0,,q1_q17_dr25_stellar,2017-03-23,283.6769700000001,47.075638,111100000000,PHO54,PHO54,PHO54,12.894,0.023,12.347999999999999,0.018000000000000002,12.118,0.022000000000000002,0.8787,365.6880000000001,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,386.07199999999995,339.343,314.408,289.08099999999996,272.849,244.21200000000002,233.019,216.12,196.976,179.85,168.82,160.408,157.35399999999996,143.89700000000005,0.055,0.022000000000000002,-0.027000000000000003,0.8787,365.6880000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.44203000000000003,-0.7053699999999999,10057939,98.997,0.415,7.139,0.024,M4V,3241,0.295,0.009,0.27,0.007,3500,110.0,-122.0,4.896,0.12,-0.08,0.37,0.08900000000000001,-0.119
10066002,2MASS J19111998+4703333,3241,0,0,4.880959512574745,0,0,-0.58,0.3,-0.25,0.327,0.009,-0.009,0.343,0.011,-0.011,30.69,19.76,-13.81,DSEP,16.289,0.4607,1.1141,-1.1573,0.3929,62.09,30.59,-16.47,0,0,0,,q1_q17_dr25_stellar,2017-03-23,287.83325,47.059166,111100000000,PHO54,PHO54,PHO54,12.645999999999999,0.021,12.07,0.02,11.825999999999999,0.013000000000000001,0.8787,365.6880000000001,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,447.866,371.539,335.214,304.193,288.133,251.93599999999998,237.007,214.148,190.09400000000002,173.699,163.113,155.39600000000004,152.565,139.991,0.009000000000000001,0.021,-0.006999999999999999,0.8787,365.6880000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.43053,-0.75265,10066002,104.355,1.565,6.732,0.035,M4V,3241,0.343,0.011,0.327,0.009,3415,125.0,-83.0,5.0889999999999995,0.10400000000000001,-0.127,0.189,0.102,-0.047
10017286,2MASS J19363979+4656591,3241,0,0,4.9678690272209405,0,0,0.0,0.0,0.0,0.226,0.075,-0.075,0.258,0.053,-0.053,31.51,0.0,0.0,BTSL,18.142,0.4293,0.779,-0.4878,0.0943,0.0,0.0,0.0,0,0,0,,q1_q17_dr25_stellar,2017-03-23,294.16582999999997,46.949902,111100000000,PHO54,PHO54,PHO54,14.876,0.032,14.311,0.045,14.007,0.054000000000000006,0.8791,365.6880000000001,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,1447.389,1257.733,1152.735,1049.473,979.818,865.23,820.06,747.2639999999999,670.9119999999998,615.602,576.5269999999998,542.762,533.239,487.204,0.0,0.0,0.0,0.8791,365.6880000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.45623,-0.77712,10017286,,,,,M4V,3241,0.258,0.053,0.226,0.075,3245,0.0,0.0,5.087,0.0,0.0,0.177,0.0,0.0
10004407,2MASS J19144573+4654501,3410,0,0,4.886890176577229,0,0,-0.1,0.1,-0.1,0.32,0.008,-0.008,0.337,0.01,-0.01,27.65,10.11,-7.4110000000000005,DSEP,15.599,0.4356,0.8188,-0.574,0.132,70.03,15.25,-12.71,0,0,0,,q1_q17_dr25_stellar,2017-03-23,288.6905799999999,46.913928999999996,11111111111111111,PHO2,PHO2,PHO2,12.892000000000001,0.023,12.319,0.022000000000000002,12.047,0.017,0.8735,1458.931,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,305.496,266.115,245.84400000000002,225.419,211.915,189.699,180.317,166.44,151.804,140.894,132.576,125.527,123.84200000000001,114.406,0.013999999999999999,0.011000000000000001,-0.009000000000000001,0.8735,1458.931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.40524,-0.71772,10004407,112.784,0.452,6.785,0.019,M3V,3410,0.337,0.01,0.32,0.008,3295,52.0,-46.0,5.063,0.06,-0.055,0.195,0.046,-0.038
10186824,2MASS J18452961+4716542,3410,0,0,4.877996274419877,0,0,0.02,0.1,-0.1,0.321,0.093,-0.093,0.341,0.064,-0.064,25.44,6.603,-5.245,DSEP,14.744000000000002,0.4345,0.7447,-0.4394,0.0757,44.79,7.42,-5.7,0,0,0,,q1_q17_dr25_stellar,2017-03-23,281.37338,47.281719,11111111111111111,PHO2,PHO2,PHO2,11.842,0.021,11.187000000000001,0.023,10.977,0.011000000000000001,0.8736,1458.931,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,259.08799999999997,232.051,218.648,203.734,194.077,177.054,169.77,158.748,146.995,138.597,132.384,127.21,126.12,119.566,0.0,0.005,-0.005,0.8736,1458.931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.29685,-0.6099600000000001,10186824,,,,,M3V,3410,0.341,0.064,0.321,0.093,3274,42.0,-32.0,5.044,0.044000000000000004,-0.044000000000000004,0.202,0.042,-0.026
10251759,2MASS J18412820+4721343,3241,0,0,4.613879347502948,0,0,-0.1,0.1,-0.1,0.631,0.126,-0.126,0.648,0.137,-0.137,43.18,14.46,-15.25,DSEP,16.424,0.4356,0.8188,-0.574,0.132,75.7,19.47,-11.98,0,0,0,,q1_q17_dr25_stellar,2017-03-23,280.36749,47.359539,1000000000,PHO2,PHO2,PHO2,13.622,0.028999999999999998,13.025,0.031,12.842,0.026000000000000002,0.9336,66.13600000000001,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,637.703,559.743,521.932,478.08,447.975,404.249,384.529,350.07,314.289,286.353,266.615,252.196,248.418,229.507,0.018000000000000002,0.015,-0.006999999999999999,0.9336,66.13600000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.4502600000000001,-0.7074699999999999,10251759,405.98,130.481,4.793,0.847,M4V,3241,0.648,0.137,0.631,0.126,3245,42.0,-22.0,5.152,0.063,-0.077,0.15,0.044,-0.024
10158029,2MASS J19501259+4707019,3241,0,0,4.789614816902953,0,0,0.56,0.05,-0.3,0.442,0.023,-0.023,0.443,0.023,-0.023,3.676,1.25,-0.2445,DSEP,15.805,0.6974,-0.5698,1.0596,-0.3322,267.1,22.55,-45.1,0,0,0,,q1_q17_dr25_stellar,2017-03-23,297.55249,47.11721,11111101110111011,KIC0,KIC0,KIC0,12.972999999999999,0.022000000000000002,12.419,0.021,12.149000000000001,0.021,0.6975,1458.931,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,399.31,349.76300000000015,325.324,300.144,283.801,256.3,244.65200000000002,226.343,207.565,193.377,182.235,173.28900000000004,170.933,159.381,0.154,0.013000000000000001,-0.031,0.6975,1458.931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.38035,-0.67172,10158029,168.795,9.6,6.01,0.126,M4V,3241,0.443,0.023,0.442,0.023,3856,120.0,-147.0,4.645,0.07200000000000001,-0.018000000000000002,0.615,0.035,-0.06
10274090,2MASS J19273118+4722410,3241,0,0,4.804533180000264,0,0,0.0,0.1,-0.1,0.425,0.01,-0.01,0.427,0.013,-0.013,23.93,5.8020000000000005,-5.075,DSEP,15.39,0.4293,0.779,-0.4878,0.0943,65.99,11.62,-7.75,0,0,0,,q1_q17_dr25_stellar,2017-03-23,291.87997,47.37807100000001,11111111111111111,PHO2,PHO2,PHO2,12.599,0.021,12.023,0.018000000000000002,11.807,0.019,0.8735,1458.931,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,297.878,261.378,242.572,223.042,210.21900000000002,189.382,180.90099999999998,168.574,156.121,147.139,142.08700000000005,137.856,136.80700000000002,132.935,0.011000000000000001,0.008,-0.006,0.8735,1458.931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.23198000000000002,-0.6948300000000001,10274090,137.271,0.831,6.116,0.023,M4V,3241,0.427,0.013,0.425,0.01,3288,44.0,-34.0,5.033,0.044000000000000004,-0.044000000000000004,0.21,0.041,-0.027000000000000003
10318386,2MASS J18432784+4727325,3241,0,0,4.82098471996135,0,0,0.02,0.1,-0.1,0.403,0.01,-0.01,0.408,0.013,-0.013,27.63,7.155,-5.683,DSEP,16.366,0.4345,0.7447,-0.4394,0.0757,91.17,15.12,-11.63,0,0,0,,q1_q17_dr25_stellar,2017-03-23,280.86602999999997,47.459049,1000000000,PHO2,PHO2,PHO2,13.505999999999998,0.025,12.927,0.02,12.683,0.021,0.9187,65.891,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,1125.0810000000001,1043.174,1023.742,990.8810000000001,971.378,920.806,903.45,885.082,866.9680000000003,850.61,836.342,818.832,817.69,801.694,0.028999999999999998,0.011000000000000001,-0.008,0.9187,65.891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.11581,-0.31119,10318386,193.184,2.005,6.25,0.03,M4Ve,3241,0.408,0.013,0.403,0.01,3260,44.0,-29.0,5.06,0.044000000000000004,-0.044000000000000004,0.191,0.039,-0.024
10322878,2MASS J18544900+4729219,3073,0,0,4.979063820696525,0,0,0.04,0.25,-0.2,0.223,0.005,-0.005,0.253,0.008,-0.008,50.05,11.5,-21.98,DSEP,15.765999999999998,0.4398,0.7104,-0.3911,0.0571,42.12,17.26,-4.31,0,0,0,,q1_q17_dr25_stellar,2017-03-23,283.70416,47.489422,11111111111111111,PHO2,PHO2,PHO2,12.562000000000001,0.023,11.998,0.021,11.710999999999999,0.017,0.8736,1458.931,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,375.685,329.13699999999994,305.402,281.436,265.695,238.99400000000003,228.02599999999998,212.09,195.78400000000002,183.00599999999997,173.188,164.791,162.845,153.435,0.0,0.01,-0.005,0.8736,1458.931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.35378000000000004,-0.6876800000000001,10322878,68.535,0.294,7.53,0.02,M5V,3073,0.253,0.008,0.223,0.005,3204,70.0,-44.0,5.182,0.051,-0.11900000000000001,0.135,0.058,-0.015
10330511,2MASS J19113280+4726541,3241,0,0,4.9721283078550895,0,0,0.02,0.1,-0.1,0.23,0.006,-0.006,0.259,0.008,-0.008,22.84,5.907,-4.692,DSEP,16.217,0.4345,0.7447,-0.4394,0.0757,96.21,14.44,-13.0,0,0,0,,q1_q17_dr25_stellar,2017-03-23,287.88666,47.448372,111100000000,PHO2,PHO2,PHO2,13.365,0.021,12.8,0.02,12.487,0.02,0.8789,365.6880000000001,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,531.977,461.965,426.81199999999995,393.226,369.158,332.186,316.836,292.752,267.672,247.19,231.317,218.25599999999997,214.84799999999998,197.04,0.033,0.011000000000000001,-0.009000000000000001,0.8789,365.6880000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.43877,-0.6998800000000001,10330511,100.701,0.534,7.471,0.023,M4V,3241,0.259,0.008,0.23,0.006,3291,44.0,-34.0,5.023,0.045,-0.040999999999999995,0.217,0.041,-0.027000000000000003
10345684,2MASS J19364724+4725041,3073,0,0,4.9875682457088475,0,0,0.0,0.0,0.0,0.215,0.007,-0.007,0.246,0.009,-0.009,42.9,0.0,0.0,BTSL,18.323,0.4293,0.779,-0.4878,0.0943,0.0,0.0,0.0,0,0,0,,q1_q17_dr25_stellar,2017-03-23,294.19678,47.417828,111100000000,PHO54,PHO54,PHO54,14.436,0.028999999999999998,13.87,0.033,13.522,0.040999999999999995,0.8787,365.6880000000001,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,1614.082,1410.474,1301.482,1193.934,1121.213,987.296,932.8510000000001,856.1010000000001,772.571,706.695,657.183,621.5459999999998,610.442,559.293,0.0,0.0,0.0,0.8787,365.6880000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.4614,-0.74778,10345684,151.964,2.231,7.61,0.053,M5V,3073,0.246,0.009,0.215,0.007,3127,0.0,0.0,5.142,0.0,0.0,0.14,0.0,0.0
10275253,2MASS J19292317+4719299,3073,0,0,4.799507954108181,0,0,0.0,0.1,-0.1,0.432,0.012,-0.012,0.433,0.014,-0.014,28.3,10.35,-8.222000000000001,DSEP,16.432000000000002,0.4293,0.779,-0.4878,0.0943,95.35,21.67,-15.76,0,0,0,,q1_q17_dr25_stellar,2017-03-23,292.34656,47.324982,1000000000,PHO2,PHO2,PHO2,13.630999999999998,0.025,12.945,0.025,12.724,0.028999999999999998,0.9295,66.13600000000001,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,559.177,494.587,463.908,431.85,416.24199999999996,384.11800000000005,368.94,347.014,317.9190000000001,296.015,282.619,278.237,276.744,269.485,0.032,0.016,-0.011000000000000001,0.9295,66.13600000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.23351,-0.56447,10275253,213.549,2.694,6.073,0.039,M5V,3073,0.433,0.014,0.432,0.012,3261,52.0,-39.0,5.065,0.06,-0.06,0.189,0.051,-0.034
10324321,2MASS J18575480+4724502,3241,0,0,4.876285745613158,0,0,0.0,0.1,-0.1,0.333,0.009,-0.009,0.348,0.011,-0.011,32.34,12.21,-8.081,DSEP,16.081,0.4293,0.779,-0.4878,0.0943,73.33,15.71,-12.85,0,0,0,,q1_q17_dr25_stellar,2017-03-23,284.47836,47.413971000000004,1000000000,PHO2,PHO2,PHO2,13.237,0.023,12.633,0.021,12.415,0.025,0.9342,66.13600000000001,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,400.985,349.334,321.863,293.77,273.58299999999997,243.84900000000002,231.02900000000002,210.243,189.738,172.72400000000005,159.717,149.472,146.51,132.502,0.017,0.011000000000000001,-0.009000000000000001,0.9342,66.13600000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.51394,-0.75832,10324321,139.247,1.106,6.695,0.031,M4V,3241,0.348,0.011,0.333,0.009,3241,45.0,-28.0,5.091,0.065,-0.057999999999999996,0.173,0.043,-0.032
10285569,2MASS J19443810+4720294,3073,0,0,5.075392450503576,0,0,0.0,0.0,0.0,0.157,0.004,-0.004,0.19,0.006,-0.006,40.62,0.0,0.0,BTSL,16.087,0.4293,0.779,-0.4878,0.0943,0.0,0.0,0.0,0,0,0,,q1_q17_dr25_stellar,2017-03-23,296.15897,47.341685999999996,101100000000,SPE17,SPE17,SPE17,11.814,0.021,11.280999999999999,0.017,11.002,0.015,0.6513,365.6880000000001,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,730.6569999999997,626.45,571.16,528.116,499.31199999999995,459.566,450.228,424.039,387.185,366.51599999999996,352.62,337.686,336.57,325.592,0.0,0.0,0.0,0.6513,365.6880000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.25597,-0.65133,10285569,35.329,0.061,8.261,0.015,M5Ve,3073,0.19,0.006,0.157,0.004,3150,0.0,0.0,5.1320000000000014,0.0,0.0,0.146,0.0,0.0
10320084,2MASS J18481436+4725220,3410,0,0,4.9992571690355465,0,0,-0.1,0.1,-0.1,0.205,0.006,-0.006,0.237,0.008,-0.008,58.64,9.993,-22.15,DSEP,16.531,0.4356,0.8188,-0.574,0.132,66.81,18.5,-4.62,0,0,0,,q1_q17_dr25_stellar,2017-03-23,282.05984,47.422798,111100000000,PHO2,PHO2,PHO2,13.709000000000001,0.024,13.175999999999998,0.035,12.945,0.032,0.8788,365.6880000000001,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,827.54,720.063,667.957,613.578,574.8430000000002,516.871,494.108,458.44800000000004,419.55400000000003,390.711,368.909,349.865,343.869,315.993,0.012,0.013000000000000001,-0.004,0.8788,365.6880000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.40349,-0.708,10320084,111.81,0.683,7.701,0.035,M3V,3410,0.237,0.008,0.205,0.006,3232,32.0,-16.0,5.218,0.032,-0.09699999999999999,0.126,0.038,-0.009000000000000001
10396501,2MASS J19124786+4732335,3241,0,0,4.883374602993879,0,0,0.02,0.1,-0.1,0.325,0.008,-0.008,0.341,0.01,-0.01,32.35,7.82,-6.909,DSEP,14.815,0.4345,0.7447,-0.4394,0.0757,40.71,7.25,-4.84,0,0,0,,q1_q17_dr25_stellar,2017-03-23,288.1994,47.542640999999996,11111111111111111,PHO2,PHO2,PHO2,11.962,0.023,11.419,0.019,11.18,0.013000000000000001,0.8737,1458.931,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,239.828,209.05200000000002,194.769,178.683,168.233,150.88299999999995,143.447,132.00799999999998,120.069,111.355,105.539,99.37700000000001,97.2,87.074,0.0,0.005,-0.005,0.8737,1458.931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.44974,-0.69914,10396501,76.959,0.22,6.748,0.014,M4V,3241,0.341,0.01,0.325,0.008,3236,42.0,-25.0,5.09,0.045,-0.045,0.172,0.034,-0.022
10339105,2MASS J19264242+4724107,3241,0,0,4.845692988530659,0,0,0.36,0.1,-0.25,0.372,0.01,-0.01,0.381,0.012,-0.012,1.381e-06,6.125e-06,-5.152000000000001e-07,DSEP,13.456,0.8365,-0.7537,0.8314,0.0458,17948.58,2655.9,-10623.6,0,0,0,,q1_q17_dr25_stellar,2017-03-23,291.67676,47.402988,1111,KIC0,KIC0,KIC0,10.468,0.023,9.875,0.017,9.627,0.015,0.7955,316.066,7.279,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,173.488,162.995,158.872,153.334,149.589,141.53,137.344,131.485,122.79299999999999,114.807,109.012,106.081,104.649,98.72,0.39299999999999996,0.05,-0.05,0.7955,316.066,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.30671,-0.35422,10339105,43.328,0.648,6.443,0.036,M4V,3241,0.381,0.012,0.372,0.01,3560,117.0,-106.0,0.623,0.371,-0.159,3.734,0.075,-2.523
10384327,2MASS J18452231+4732550,3325,0,0,4.720990280979203,0,0,-0.2,0.1,-0.1,0.524,0.014,-0.014,0.522,0.017,-0.017,35.22,9.562999999999999,-7.508999999999999,DSEP,16.343,0.4974,0.7694,-0.6054,0.1574,86.01,13.81,-11.3,0,0,0,,q1_q17_dr25_stellar,2017-03-23,281.34296,47.548618,1000000000,PHO2,PHO2,PHO2,13.614,0.025,13.014000000000001,0.026000000000000002,12.822000000000001,0.024,0.9342,66.13600000000001,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,644.786,568.982,532.85,493.145,470.024,420.392,400.116,369.96,336.05199999999996,314.651,292.658,276.039,271.53,249.735,0.026000000000000002,0.01,-0.008,0.9342,66.13600000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.43196,-0.6569,10384327,290.039,4.988,5.507,0.045,M3.5V,3325,0.522,0.017,0.524,0.014,3288,39.0,-29.0,5.114,0.045,-0.045,0.173,0.03,-0.024
10273058,2MASS J19254758+4720461,3241,0,0,4.911088809862071,0,0,0.02,0.1,-0.1,0.29,0.007,-0.007,0.312,0.009,-0.009,22.84,5.907,-4.692,DSEP,15.573,0.4345,0.7447,-0.4394,0.0757,73.04,10.96,-9.87,0,0,0,,q1_q17_dr25_stellar,2017-03-23,291.4482700000001,47.346142,1100000000000000,PHO2,PHO2,PHO2,12.762,0.022000000000000002,12.206,0.018000000000000002,11.989,0.017,0.9076,178.93,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,328.26099999999997,291.774,273.289,253.845,242.255,222.36700000000002,213.03400000000002,198.84599999999998,184.795,173.263,167.38400000000001,160.968,159.615,152.91899999999995,0.016,0.008,-0.006999999999999999,0.9076,178.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.27034,-0.60739,10273058,99.972,0.452,6.989,0.02,M4V,3241,0.312,0.009,0.29,0.007,3291,44.0,-34.0,5.023,0.045,-0.040999999999999995,0.217,0.041,-0.027000000000000003
10267155,2MASS J19154196+4723366,3241,0,0,4.861339896180019,0,0,0.02,0.2,-0.15,0.352,0.01,-0.01,0.364,0.012,-0.012,77.65,3.551,-44.37,DSEP,16.707,0.4345,0.7447,-0.4394,0.0757,58.44,31.97,-1.68,0,0,0,,q1_q17_dr25_stellar,2017-03-23,288.92484,47.39352,1000000000,PHO2,PHO2,PHO2,13.745,0.025,13.162,0.021,12.937999999999999,0.026000000000000002,0.9323,66.13600000000001,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,645.672,567.47,522.399,478.923,452.037,403.083,384.469,356.44,323.186,295.83799999999997,277.361,261.454,257.097,234.74900000000002,0.006,0.02,-0.005,0.9323,66.13600000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.45401,-0.72645,10267155,187.4,2.037,6.571,0.035,M4V,3241,0.364,0.012,0.352,0.01,3208,41.0,-32.0,5.277,0.009000000000000001,-0.18,0.109,0.062,-0.003
10351279,2MASS J19443529+4726146,3073,0,0,5.011164917361611,0,0,0.0,0.0,0.0,0.195,0.005,-0.005,0.228,0.007,-0.007,44.11,0.0,0.0,BTSL,17.83,0.4293,0.779,-0.4878,0.0943,0.0,0.0,0.0,0,0,0,,q1_q17_dr25_stellar,2017-03-23,296.14716,47.437508,101100000000,PHO54,PHO54,PHO54,13.886,0.024,13.296,0.024,13.069,0.025,0.6508,365.6880000000001,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,910.194,795.166,731.9780000000003,670.304,627.475,560.299,534.877,486.81,428.727,391.101,363.67800000000005,344.589,339.504,309.12,0.0,0.0,0.0,0.6508,365.6880000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.4631,-0.74052,10351279,113.057,0.79,7.801,0.029,M5V,3073,0.228,0.007,0.195,0.005,3115,0.0,0.0,5.147,0.0,0.0,0.13699999999999998,0.0,0.0
10538002,2MASS J19321796+4747027,3073,0,0,5.064184228911941,0,0,0.0,0.0,0.0,0.153,0.052,-0.052,0.19,0.04,-0.04,55.56,0.0,0.0,BTSL,16.114,0.4293,0.779,-0.4878,0.0943,0.0,0.0,0.0,0,0,0,,q1_q17_dr25_stellar,2017-03-23,293.07486,47.784119,111100000000,SPE17,SPE17,SPE17,11.519,0.02,10.936,0.017,10.633,0.021,0.8455,365.647,7.5,8.512,7.63,7.1,7.1,7.947999999999999,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,536.144,503.78,494.5,482.413,478.069,468.894,461.981,454.305,452.43699999999995,450.525,456.926,465.39,468.86300000000006,485.96,0.0,0.0,0.0,0.8455,365.647,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10425999999999999,-0.18854,10538002,,,,,M5Ve,3073,0.19,0.04,0.153,0.052,3000,0.0,0.0,5.191,0.0,0.0,0.117,0.0,0.0
10448377,2MASS J18431242+4739523,3073,0,0,4.66984413391782,0,0,0.48,0.05,-0.3,0.585,0.015,-0.015,0.585,0.017,-0.017,3.74,1.107,-0.3309,DSEP,15.655999999999999,0.6855,-0.5491,1.0549,-0.3383,235.91,20.0,-40.0,0,0,1,010/010448/010448377/dv/kplr010448377-20160209194854_dvr.pdf,q1_q17_dr25_stellar,2017-03-23,280.80176,47.664551,11111111111111,KIC0,KIC0,KIC0,12.705,0.024,12.133,0.023,11.934000000000001,0.018000000000000002,0.8528,1238.002,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,692.909,644.263,628.513,605.006,593.547,569.145,559.856,549.631,542.25,533.998,529.122,523.188,521.591,512.492,0.126,0.01,-0.023,0.8515,1238.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.07926,-0.31385,10448377,230.593,3.718,5.117,0.039,M5Ve,3073,0.585,0.017,0.585,0.015,3874,120.0,-147.0,4.65,0.064,-0.02,0.614,0.035,-0.06
