kepid,tm_designation,teff,teff_err1,teff_err2,logg,logg_err1,logg_err2,feh,feh_err1,feh_err2,mass,mass_err1,mass_err2,radius,radius_err1,radius_err2,dens,dens_err1,dens_err2,prov_sec,kepmag,limbdark_coeff1,limbdark_coeff2,limbdark_coeff3,limbdark_coeff4,dist,dist_err1,dist_err2,nconfp,nkoi,ntce,datalink_dvr,st_delivname,st_vet_date_str,ra,dec,st_quarters,teff_prov,logg_prov,feh_prov,jmag,jmag_err,hmag,hmag_err,kmag,kmag_err,dutycycle,dataspan,mesthres01p5,mesthres02p0,mesthres02p5,mesthres03p0,mesthres03p5,mesthres04p5,mesthres05p0,mesthres06p0,mesthres07p5,mesthres09p0,mesthres10p5,mesthres12p0,mesthres12p5,mesthres15p0,rrmscdpp01p5,rrmscdpp02p0,rrmscdpp02p5,rrmscdpp03p0,rrmscdpp03p5,rrmscdpp04p5,rrmscdpp05p0,rrmscdpp06p0,rrmscdpp07p5,rrmscdpp09p0,rrmscdpp10p5,rrmscdpp12p0,rrmscdpp12p5,rrmscdpp15p0,av,av_err1,av_err2,dutycycle_post,dataspan_post,timeout01p5,timeout02p0,timeout02p5,timeout03p0,timeout03p5,timeout04p5,timeout05p0,timeout06p0,timeout07p5,timeout09p0,timeout10p5,timeout12p0,timeout12p5,timeout15p0,timeoutsumry,cdppslplong,cdppslpshrt,KIC,D,e_D,KsMag,e_KsMag,SpType,Teff,R*,e_R*,M*,e_M*,teff_DR25,teff_DR25_err1,teff_DR25_err2,logg_DR25,logg_DR25_err1,logg_DR25_err2,mass_DR25,mass_DR25_err1,mass_DR25_err2
2834637,2MASS J19063586+3804086,3241,0,0,4.839069869799403,0,0,0.02,0.1,-0.1,0.378,0.009,-0.009,0.387,0.011,-0.011,32.35,7.82,-6.909,DSEP,15.619000000000002,0.4345,0.7447,-0.4394,0.0757,58.23,10.38,-6.92,0,0,1,002/002834/002834637/dv/kplr002834637-20160209194854_dvr.pdf,q1_q17_dr25_stellar,2017-03-23,286.64943999999997,38.069069,1101111111111111,PHO2,PHO2,PHO2,12.74,0.022000000000000002,12.154000000000002,0.023,11.892999999999999,0.02,0.7959,1420.672,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,517.942,472.589,454.26599999999996,429.82099999999997,416.83099999999996,390.277,379.814,363.315,346.91,334.833,324.305,316.816,313.505,302.313,0.006,0.01,-0.005,0.7933,1420.672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.19797,-0.45824,2834637,125.012,0.7,6.406,0.023,M4Ve,3241,0.387,0.011,0.378,0.009,3236,42.0,-25.0,5.09,0.045,-0.045,0.172,0.034,-0.022
2983661,2MASS J19200062+3806208,3410,0,0,4.892888349995011,0,0,0.0,0.1,-0.1,0.313,0.008,-0.008,0.331,0.01,-0.01,28.3,6.515,-6.331,DSEP,16.319000000000006,0.4293,0.779,-0.4878,0.0943,89.4,16.17,-10.39,0,0,0,,q1_q17_dr25_stellar,2017-03-23,290.00259,38.105801,111100000000,PHO2,PHO2,PHO2,13.491,0.022000000000000002,12.936,0.02,12.696,0.023,0.8788,365.6880000000001,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,691.6469999999997,601.135,556.175,510.417,480.401,429.525,409.37,391.092,358.478,331.417,315.738,299.827,295.608,270.11,0.027999999999999997,0.011000000000000001,-0.008,0.8788,365.6880000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.39495,-0.71139,2983661,148.672,1.211,6.832,0.029,M3V,3410,0.331,0.01,0.313,0.008,3261,42.0,-32.0,5.065,0.044000000000000004,-0.044000000000000004,0.189,0.039,-0.026
3101838,2MASS J19091099+3816088,3410,0,0,4.767681136566836,0,0,0.0,0.1,-0.1,0.469,0.012,-0.012,0.468,0.014,-0.014,23.93,6.87,-5.332999999999998,DSEP,16.025,0.4293,0.779,-0.4878,0.0943,88.95,16.76,-12.19,0,0,0,,q1_q17_dr25_stellar,2017-03-23,287.29581,38.269112,100000000000,PHO2,PHO2,PHO2,13.252,0.024,12.589,0.023,12.376,0.021,0.9527,89.005,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,623.587,545.2819999999998,506.92199999999997,466.961,442.663,399.786,382.884,356.74199999999996,323.755,299.45799999999997,281.9240000000001,267.507,263.612,245.09,0.027999999999999997,0.012,-0.009000000000000001,0.9527,89.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.39932,-0.66903,3101838,201.853,2.262,5.846,0.032,M3V,3410,0.468,0.014,0.469,0.012,3288,49.0,-39.0,5.033,0.05,-0.045,0.21,0.046,-0.031
2971472,2MASS J19052040+3810274,3073,0,0,4.911294176355522,0,0,0.0,0.0,0.0,0.292,0.007,-0.007,0.313,0.009,-0.009,36.41,0.0,0.0,BTSL,14.969000000000001,0.4293,0.779,-0.4878,0.0943,0.0,0.0,0.0,0,0,0,,q1_q17_dr25_stellar,2017-03-23,286.33505,38.174313,111100000000,PHO54,PHO54,PHO54,10.889000000000001,0.022000000000000002,10.292,0.021,10.027999999999999,0.019,0.8781,365.6880000000001,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,148.731,133.371,125.79,117.962,112.90799999999999,105.227,101.765,95.913,90.012,84.67399999999998,81.58800000000002,78.82300000000002,78.396,75.681,0.0,0.0,0.0,0.8781,365.6880000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.24966999999999998,-0.5454399999999999,2971472,40.706,0.059,6.979,0.019,M5V,3073,0.313,0.009,0.292,0.007,3193,0.0,0.0,5.113,0.0,0.0,0.159,0.0,0.0
2831828,2MASS J19030079+3803248,3073,0,0,5.172023530602616,0,0,0.0,0.0,0.0,0.119,0.004,-0.004,0.148,0.005,-0.005,65.84,0.0,0.0,BTSL,18.81,0.4293,0.779,-0.4878,0.0943,0.0,0.0,0.0,0,0,0,,q1_q17_dr25_stellar,2017-03-23,285.7532,38.056946,111100000000,PHO54,PHO54,PHO54,14.845,0.033,14.343,0.039,14.062000000000001,0.046,0.8791,365.6880000000001,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7177.834,6147.985,5579.2109999999975,5030.572,4738.611,4194.94,4011.8070000000002,3744.994,3454.671,3177.034,2916.397,2690.1,2621.531,2321.778,0.0,0.0,0.0,0.8791,365.6880000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.57334,-0.77683,2831828,106.525,1.537,8.923,0.056,M5V,3073,0.148,0.005,0.119,0.004,2891,0.0,0.0,5.226,0.0,0.0,0.106,0.0,0.0
2832720,2MASS J19041125+3805181,3241,0,0,4.823821160524379,0,0,0.02,0.1,-0.1,0.386,0.022,-0.022,0.398,0.02,-0.02,43.32,15.61,-13.53,DSEP,15.208,0.4345,0.7447,-0.4394,0.0757,41.45,11.02,-5.93,0,0,1,002/002832/002832720/dv/kplr002832720-20160209194854_dvr.pdf,q1_q17_dr25_stellar,2017-03-23,286.04691,38.088390000000004,11111111111111111,PHO2,PHO2,PHO2,12.357999999999999,0.022000000000000002,11.727,0.025,11.479000000000001,0.018000000000000002,0.8649,1458.931,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,416.07099999999997,380.048,364.164,344.01800000000014,332.68300000000005,309.932,300.166,286.811,270.022,260.243,253.69099999999997,247.687,246.271,239.713,0.0,0.005,-0.005,0.8626,1458.931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.17197,-0.48488000000000003,2832720,106.036,5.989,6.352,0.125,M4Ve,3241,0.398,0.02,0.386,0.022,3211,38.0,-19.0,5.151,0.063,-0.077,0.146,0.044,-0.022
3232191,2MASS J19224072+3818063,3241,0,0,4.9678690272209405,0,0,0.0,0.0,0.0,0.226,0.075,-0.075,0.258,0.053,-0.053,85.2,0.0,0.0,BTSL,17.646,0.4293,0.779,-0.4878,0.0943,0.0,0.0,0.0,0,0,0,,q1_q17_dr25_stellar,2017-03-23,290.66967999999997,38.301632,111100000000,PHO54,PHO54,PHO54,13.514000000000001,0.023,12.997,0.023,12.715,0.027000000000000003,0.8789,365.6880000000001,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,1758.9260000000006,1511.715,1386.374,1258.296,1175.396,1044.068,991.2410000000001,911.488,830.581,771.811,713.171,666.334,651.078,586.577,0.0,0.0,0.0,0.8789,365.6880000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.50279,-0.76468,3232191,,,,,M4V,3241,0.258,0.053,0.226,0.075,2661,0.0,0.0,5.2829999999999995,0.0,0.0,0.094,0.0,0.0
3219046,2MASS J19061079+3819367,3073,0,0,5.1238886222846975,0,0,0.0,0.0,0.0,0.134,0.003,-0.003,0.166,0.005,-0.005,55.56,0.0,0.0,BTSL,17.664,0.4293,0.779,-0.4878,0.0943,0.0,0.0,0.0,0,0,0,,q1_q17_dr25_stellar,2017-03-23,286.54498,38.326881,111100000000,SPE17,SPE17,SPE17,13.453,0.024,12.956,0.024,12.625,0.024,0.8685,365.6880000000001,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,1484.3829999999994,1351.273,1277.155,1197.58,1139.67,1026.3310000000001,986.872,907.2760000000001,826.743,768.421,722.7460000000003,690.063,681.034,615.604,0.0,0.0,0.0,0.8685,365.6880000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.41125,-0.62412,3219046,63.177,0.308,8.621,0.026,M5Ve,3073,0.166,0.005,0.134,0.003,3000,0.0,0.0,5.191,0.0,0.0,0.117,0.0,0.0
3228276,2MASS J19183018+3820141,3410,0,0,4.896455211179872,0,0,-0.1,0.1,-0.1,0.308,0.008,-0.008,0.327,0.01,-0.01,37.6,13.84,-10.14,DSEP,15.725,0.4356,0.8188,-0.574,0.132,59.07,13.09,-8.73,0,0,0,,q1_q17_dr25_stellar,2017-03-23,289.62579,38.337261,11111111111111,PHO2,PHO2,PHO2,12.927999999999999,0.022000000000000002,12.344000000000001,0.021,12.112,0.022000000000000002,0.8724,1238.002,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,418.57300000000004,364.14,335.714,306.468,287.373,255.695,243.428,223.672,201.702,185.368,172.808,163.467,160.905,149.086,0.006,0.01,-0.005,0.8724,1238.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.43568999999999997,-0.7438899999999999,3228276,111.97,0.562,6.865,0.025,M3V,3410,0.327,0.01,0.308,0.008,3249,38.0,-24.0,5.124,0.065,-0.059000000000000004,0.16,0.039,-0.026
3340246,2MASS J19234730+3824313,3241,0,0,4.963420255096491,0,0,-0.26,0.3,-0.35,0.236,0.006,-0.006,0.265,0.008,-0.008,5.473,3.221,-0.9813,DSEP,17.206,0.6638,0.4376,-0.4148,0.1418,264.46,39.2,-61.6,0,0,0,,q1_q17_dr25_stellar,2017-03-23,290.94705,38.408768,111100000000,PHO54,PHO54,PHO54,13.463,0.023,12.887,0.021,12.679,0.023,0.8791,365.6880000000001,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,855.372,750.925,694.27,630.149,591.111,523.45,497.25,459.037,416.12699999999995,383.535,359.923,339.185,331.884,301.147,0.154,0.03,-0.040999999999999995,0.8791,365.6880000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.45898,-0.76588,3340246,112.936,0.784,7.414,0.027,M4V,3241,0.265,0.008,0.236,0.006,3870,122.0,-163.0,4.7330000000000005,0.105,-0.037000000000000005,0.509,0.065,-0.087
3443923,2MASS J19260382+3833183,3241,0,0,4.730275564842391,0,0,0.56,0.05,-0.3,0.513,0.013,-0.013,0.511,0.015,-0.015,4.498,1.732,-0.3737,DSEP,15.124,0.6229,-0.2111,0.625,-0.1894,161.9,16.45,-32.9,0,0,0,,q1_q17_dr25_stellar,2017-03-23,291.51592999999997,38.555092,1111,KIC0,KIC0,KIC0,12.232000000000001,0.023,11.589,0.021,11.37,0.022000000000000002,0.8205,316.066,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,375.108,338.473,320.137,297.38,285.6090000000001,260.181,249.453,232.78099999999998,216.325,203.35299999999998,193.59,187.168,185.636,177.688,0.08,0.012,-0.023,0.8205,316.066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.28403,-0.59888,3443923,144.103,0.963,5.575,0.026,M4V,3241,0.511,0.015,0.513,0.013,3673,117.0,-147.0,4.691,0.08,-0.02,0.561,0.036000000000000004,-0.07200000000000001
3453233,2MASS J19351723+3831192,3241,0,0,5.016584851635424,0,0,-0.1,0.3,-0.3,0.194,0.01,-0.01,0.226,0.011,-0.011,2.178,0.5702,-0.7626,DSEP,18.395,0.5548,-0.1978,0.8307,-0.4119,1209.09,280.95,-140.47,0,0,0,,q1_q17_dr25_stellar,2017-03-23,293.82178,38.522083,11100000000,PHO54,PHO54,PHO54,14.850999999999999,0.044000000000000004,14.424000000000001,0.044000000000000004,14.25,0.077,0.8608,274.946,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,14579.39,12953.101999999999,12163.341,11226.317,10613.663,9613.35,9256.809000000001,8733.296,8236.353000000001,7852.431,7522.579000000002,7281.51,7217.9919999999975,6961.288000000001,0.585,0.036000000000000004,-0.032,0.8608,274.946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.24664,-0.66219,3453233,193.017,4.811,7.819,0.094,M4V,3241,0.226,0.011,0.194,0.01,5372,185.0,-185.0,4.54,0.051,-0.11900000000000001,0.843,0.096,-0.078
3556888,2MASS J19380144+3841311,3241,0,0,4.876393953118486,0,0,-0.1,0.25,-0.3,0.335,0.01,-0.01,0.349,0.011,-0.011,6.5729999999999995,4.546,-1.32,DSEP,16.995,0.5043,0.6779,-0.4945,0.1292,254.43,44.87,-67.3,0,0,0,,q1_q17_dr25_stellar,2017-03-23,294.5061,38.692054999999996,11100000000,PHO54,PHO54,PHO54,13.686,0.025,13.097999999999999,0.033,12.872,0.034,0.8607,274.946,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,1230.522,1072.357,974.6469999999999,880.2669999999997,820.681,736.703,698.687,650.96,592.474,553.016,518.661,489.07099999999997,479.754,433.56300000000016,0.147,0.032,-0.048,0.8607,274.946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.44432,-0.78614,3556888,172.661,1.983,6.683,0.042,M4V,3241,0.349,0.011,0.335,0.01,3692,114.0,-139.0,4.777,0.11900000000000001,-0.051,0.477,0.068,-0.111
3561148,2MASS J19414473+3839404,3241,0,0,4.830519922873082,0,0,0.56,0.05,-0.3,0.392,0.009,-0.009,0.398,0.012,-0.012,4.498,1.869,-0.3737,DSEP,13.812999999999999,0.6229,-0.2111,0.625,-0.1894,92.84,9.43,-18.86,0,0,0,,q1_q17_dr25_stellar,2017-03-23,295.4364,38.66124,11111011101110111,KIC0,KIC0,KIC0,11.009,0.021,10.386,0.019,10.187000000000001,0.013999999999999999,0.6979,1458.931,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,144.899,127.86200000000001,119.791,110.885,105.49,96.287,92.87200000000001,86.95700000000002,80.717,76.232,73.116,70.405,69.652,66.062,0.03,0.006999999999999999,-0.013000000000000001,0.6979,1458.931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.28641,-0.62736,3561148,59.378,0.128,6.319,0.015,M4V,3241,0.398,0.012,0.392,0.009,3673,115.0,-141.0,4.691,0.08,-0.02,0.561,0.036000000000000004,-0.07200000000000001
3629762,2MASS J19051335+3845050,3241,0,0,4.862493866393599,0,0,0.0,0.25,-0.15,0.351,0.008,-0.008,0.363,0.011,-0.011,4.919e-07,4.978e-07,-7.882999999999999e-08,DSEP,12.35,0.8823,-0.9373,1.0618,-0.0436,9107.78,343.15,-1715.75,0,0,0,,q1_q17_dr25_stellar,2017-03-23,286.30563,38.7514,111100000000,KIC0,KIC0,KIC0,9.349,0.021,8.777000000000001,0.024,8.479,0.017,0.8781,365.6880000000001,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,78.89699999999998,71.102,67.622,63.797,61.166000000000004,56.056000000000004,54.027,50.847,47.76,45.265,43.812,42.699,42.352,40.929,0.396,0.05,-0.05,0.8781,365.6880000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.21936,-0.54481,3629762,23.997,0.023,6.578,0.017,M4V,3241,0.363,0.011,0.351,0.008,3279,117.0,-88.0,0.163,0.221,-0.052000000000000005,1.225,0.202,-0.166
3735000,2MASS J19105973+3851450,3073,0,0,4.940610044064232,0,0,0.0,0.0,0.0,0.259,0.007,-0.007,0.285,0.009,-0.009,47.32,0.0,0.0,BTSL,17.361,0.4293,0.779,-0.4878,0.0943,0.0,0.0,0.0,0,0,0,,q1_q17_dr25_stellar,2017-03-23,287.74896,38.862549,111100000000,PHO54,PHO54,PHO54,13.284,0.024,12.708,0.024,12.437999999999999,0.024,0.879,365.6880000000001,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,702.905,608.284,557.721,508.35699999999997,476.899,426.87800000000004,409.79,382.033,351.004,322.32,304.05,287.858,284.512,268.251,0.0,0.0,0.0,0.879,365.6880000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.38906999999999997,-0.74069,3735000,110.168,0.877,7.226,0.03,M5V,3073,0.285,0.009,0.259,0.007,3083,0.0,0.0,5.1610000000000005,0.0,0.0,0.131,0.0,0.0
3631048,2MASS J19071510+3847166,3241,0,0,4.939241281712732,0,0,0.56,0.05,-0.25,0.26,0.082,-0.082,0.286,0.054,-0.054,4.449,1.735,-0.4344,DSEP,15.922,0.6261,-0.2278,0.6441,-0.1949,237.92,24.11,-48.21,0,0,2,003/003631/003631048/dv/kplr003631048-20160209194854_dvr.pdf,q1_q17_dr25_stellar,2017-03-23,286.81293,38.787949,1111,KIC0,KIC0,KIC0,13.062000000000001,0.023,12.401,0.023,12.186,0.018000000000000002,0.7944,316.066,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,718.0239999999999,672.163,658.0269999999998,637.9780000000002,628.816,611.123,603.573,597.488,595.6659999999998,597.7130000000002,600.712,605.245,606.919,623.434,0.134,0.015,-0.032,0.7748,316.066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.06001,-0.24709,3631048,351.484,4.55,4.449,0.033,M4Ve,3241,0.286,0.054,0.26,0.082,3683,117.0,-147.0,4.688,0.075,-0.02,0.564,0.036000000000000004,-0.07200000000000001
3731321,2MASS J19052083+3853470,3325,0,0,4.966426329030619,0,0,0.12,0.2,-0.3,0.227,0.006,-0.006,0.259,0.007,-0.007,8.642000000000001,6.704,-2.309,DSEP,16.583,0.4834,0.4699,-0.0668,-0.062,151.82,31.08,-46.62,0,0,0,,q1_q17_dr25_stellar,2017-03-23,286.33676,38.896316999999996,111100000000,PHO54,PHO54,PHO54,12.987,0.021,12.408,0.024,12.177999999999999,0.02,0.8787,365.6880000000001,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,523.694,456.00300000000004,421.601,387.42199999999997,364.631,324.745,309.939,287.177,261.665,243.153,227.285,213.705,209.91099999999997,196.778,0.073,0.022000000000000002,-0.033,0.8787,365.6880000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.4199,-0.7167600000000001,3731321,86.438,0.375,7.493,0.022,M3.5V,3325,0.259,0.007,0.227,0.006,3488,109.0,-121.0,4.837,0.11699999999999999,-0.063,0.42,0.068,-0.127
3642851,2MASS J19224186+3846244,3241,0,0,4.829410613248491,0,0,0.0,0.1,-0.1,0.391,0.011,-0.011,0.398,0.013,-0.013,41.73,15.18,-14.13,DSEP,16.465,0.4293,0.779,-0.4878,0.0943,76.0,19.76,-12.16,0,0,0,,q1_q17_dr25_stellar,2017-03-23,290.67444,38.77346,100000000000,PHO2,PHO2,PHO2,13.630999999999998,0.024,13.023,0.025,12.838,0.027999999999999997,0.9532,89.005,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,1268.608,1104.212,1030.237,950.206,893.7260000000001,808.2489999999997,769.0010000000003,712.654,645.499,596.188,561.471,531.927,523.006,477.759,0.019,0.015,-0.006999999999999999,0.9532,89.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.42563,-0.6735,3642851,200.723,2.401,6.322,0.038,M4V,3241,0.398,0.013,0.391,0.011,3217,41.0,-19.0,5.144,0.063,-0.077,0.149,0.045,-0.024
3545104,2MASS J19261564+3840197,3073,0,0,4.970665283950509,0,0,0.44,0.05,-0.3,0.231,0.006,-0.006,0.26,0.008,-0.008,3.87,1.148,-0.3434,DSEP,14.589,0.6674,-0.4658,0.9762,-0.3282,138.69,12.04,-24.07,0,0,0,,q1_q17_dr25_stellar,2017-03-23,291.56519,38.672138000000004,11111111111111111,KIC0,KIC0,KIC0,11.587,0.021,11.023,0.016,10.755,0.019,0.8725,1458.931,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,230.511,204.236,190.735,177.074,168.512,153.355,147.204,137.654,128.474,120.765,115.75,111.51299999999999,110.463,105.266,0.064,0.009000000000000001,-0.017,0.8725,1458.931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.28526999999999997,-0.6318199999999999,3545104,45.524,0.073,7.464,0.019,M5V,3073,0.26,0.008,0.231,0.006,3857,120.0,-147.0,4.658,0.064,-0.02,0.606,0.04,-0.06
3629595,2MASS J19045739+3846269,3241,0,0,4.915174455088002,0,0,0.56,0.05,-0.3,0.289,0.007,-0.007,0.31,0.009,-0.009,4.4,1.72,-0.4307,DSEP,15.937999999999999,0.6293,-0.2448,0.6641,-0.2009,246.37,24.62,-49.23,0,0,0,,q1_q17_dr25_stellar,2017-03-23,286.23913999999996,38.774151,1111,KIC0,KIC0,KIC0,13.117,0.024,12.572000000000001,0.022000000000000002,12.329,0.024,0.8194,316.066,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,506.026,446.32199999999995,416.415,384.07300000000004,367.749,328.26599999999996,313.829,295.4240000000001,276.126,263.559,250.916,245.445,243.669,233.05,0.14,0.015,-0.032,0.8194,316.066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.24322,-0.66257,3629595,116.233,0.59,7.001,0.027,M4V,3241,0.31,0.009,0.289,0.007,3694,117.0,-147.0,4.686,0.075,-0.02,0.5670000000000001,0.036000000000000004,-0.07200000000000001
3940072,2MASS J19074772+3901525,3073,0,0,4.730241119857907,0,0,0.56,0.05,-0.3,0.519,0.021,-0.021,0.514,0.023,-0.023,4.449,1.735,-0.4344,DSEP,14.244000000000002,0.6261,-0.2278,0.6441,-0.1949,117.75,11.87,-22.05,0,0,0,,q1_q17_dr25_stellar,2017-03-23,286.94885,39.031261,11111111111111111,KIC0,KIC0,KIC0,11.509,0.022000000000000002,10.950999999999999,0.022000000000000002,10.707,0.018000000000000002,0.8734,1458.931,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,171.155,152.558,143.561,133.335,127.041,116.12,111.98299999999999,105.654,97.845,92.34200000000001,87.764,84.883,84.225,80.007,0.049,0.009000000000000001,-0.017,0.8734,1458.931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.28905,-0.6131300000000001,3940072,107.897,5.365,5.541,0.11,M5V,3073,0.514,0.023,0.519,0.021,3683,132.0,-132.0,4.688,0.075,-0.02,0.564,0.036000000000000004,-0.07200000000000001
3941669,2MASS J19102061+3904531,3157,0,0,4.901749095918607,0,0,0.56,0.05,-0.3,0.293,0.008,-0.008,0.317,0.009,-0.009,4.449,1.735,-0.4344,DSEP,16.0,0.6261,-0.2278,0.6441,-0.1949,241.91,24.51,-49.02,0,0,0,,q1_q17_dr25_stellar,2017-03-23,287.58591,39.081429,1111,KIC0,KIC0,KIC0,13.097999999999999,0.023,12.526,0.022000000000000002,12.315,0.023,0.8209,316.066,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,500.066,436.027,402.901,368.526,344.88,308.754,294.473,276.247,248.044,234.858,225.065,216.21599999999998,212.87,204.90099999999998,0.13699999999999998,0.016,-0.034,0.8209,316.066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.28101,-0.73326,3941669,117.196,0.621,6.969,0.026,M4.5V,3157,0.317,0.009,0.293,0.008,3683,117.0,-147.0,4.688,0.075,-0.02,0.564,0.036000000000000004,-0.07200000000000001
