kepid_x,kepoi_name,koi_tce_plnt_num,koi_pdisposition,koi_score,koi_period,koi_max_mult_ev,koi_prad,koi_prad_err1,koi_prad_err2,koi_ror,koi_ror_err1,koi_ror_err2,radius,radius_err1,radius_err2,teff,rowid,kepid_y,fpp_koi_period,fpp_prob,fpEffectiveness,obsFpRate,reliability,fpp_prob_use,totalReliability
10910878,K00757.03,3,CANDIDATE,1.0,6.2529622489999985,35.96252,2.65,0.1,-0.23,0.028604,0.001027,-0.000484,0.836,0.033,-0.066,5028,1312,10910878,6.253,0.00041,0.9987323412582103,0.00025007014827127603,0.9999996825146344,0.00041,0.9995896826448034
10987985,K00758.01,1,CANDIDATE,1.0,16.01308419,31.066507,3.1,0.34,-0.31,0.034369,0.003169,-0.004367,0.826,0.091,-0.08199999999999999,5015,1313,10987985,16.013,7.4e-05,0.9986044537862601,0.0008975413066446212,0.999998744562372,7.4e-05,0.9999247446552744
11018648,K00759.01,1,CANDIDATE,1.0,32.62876672,61.372303,3.36,0.76,-0.33,0.03852,0.000971,-0.000365,0.7979999999999999,0.181,-0.077,5586,1314,11018648,32.629,2.9e-06,0.9987726410010668,1.9058090671486344e-06,0.9999999976580092,2.9e-06,0.9999970976580159
11018648,K00759.02,2,CANDIDATE,0.978,91.7732862,14.678595,2.12,0.48,-0.21,0.02432,0.007051000000000002,-0.001216,0.7979999999999999,0.181,-0.077,5586,1315,11018648,91.773,0.03,0.9854661905335205,0.14743305968919596,0.9974496245229892,0.03,0.9675261357872995
11138155,K00760.01,1,CANDIDATE,1.0,4.959319244,670.4895,12.21,1.96,-1.46,0.103379,0.001245,-7.4e-05,1.086,0.154,-0.138,5714,1316,11138155,4.959,0.071,0.9987726529282833,9.169687717928679e-64,1.0,0.071,0.929
5481416,K00836.01,1,FALSE POSITIVE,0.0,2.384052875,44.634888,17.06,1.32,-1.6,0.222925,5.665153,-0.106073,0.701,0.054000000000000006,-0.066,4794,1008,5481416,2.384,1.0,0.9987698173951547,3.528871523473476e-05,0.9999999565334325,1.0,0.0
5531576,K00837.01,1,CANDIDATE,1.0,7.953547,31.887648,2.25,0.07,-0.14,0.026448000000000003,0.000736,-0.000874,0.7829999999999999,0.022,-0.048,4756,1009,5531576,7.954,9.3e-05,0.9986322010118466,0.0006256991058966806,0.9999991424606268,9.3e-05,0.999906142540378
5531576,K00837.02,2,CANDIDATE,1.0,4.14451656,18.548983,1.48,0.05,-0.09,0.017440999999999998,0.000954,-0.000583,0.7829999999999999,0.022,-0.048,4756,1010,5531576,4.145,0.00034,0.9897387821557453,0.01008197852007094,0.9998944094974714,0.00034,0.9995544453982423
5649215,K00839.01,1,FALSE POSITIVE,0.0,2.446737317,98.78201,26.25,6.9,-2.47,0.278526,1.282784,-0.128954,0.863,0.227,-0.081,5764,1012,5649215,2.447,1.0,0.9987726529281397,3.0021630177737796e-10,0.9999999999996311,1.0,0.0
5651104,K00840.01,1,CANDIDATE,1.0,3.04033046,653.3606599999998,8.99,0.8,-0.99,0.104023,0.00047,-0.001431,0.7909999999999999,0.071,-0.087,5035,1013,5651104,3.04,0.00019,0.9987726529282833,3.5272096075020465e-62,1.0,0.00019,0.99981
8180063,K00905.01,1,FALSE POSITIVE,0.0,5.795063956,108.889015,4.33,0.98,-0.39,0.047975,0.00088,-0.001151,0.8270000000000001,0.18600000000000005,-0.07400000000000001,5865,722,8180063,5.795,0.79,0.9987726529282773,3.665381228132472e-11,0.9999999999999549,0.79,0.2099999999999905
8226994,K00906.01,1,CANDIDATE,1.0,7.15681552,38.487896,2.47,0.1,-0.2,0.026979000000000003,0.004494,-0.00075,0.807,0.032,-0.06,5035,723,8226994,7.157,3.5e-06,0.9987543886435714,0.0001481047728737645,0.9999998152615741,3.5e-06,0.9999963152622207
8226994,K00906.02,2,CANDIDATE,1.0,17.64830851,19.097145,2.43,0.1,-0.19,0.026581,0.005396,-0.001882,0.807,0.032,-0.06,5035,724,8226994,17.648,0.01,0.9920291189980167,0.012166538661427794,0.9999010387407846,0.01,0.9899020283533768
8226994,K00906.03,3,CANDIDATE,0.9570000000000001,4.14810719,10.764539,1.08,0.04,-0.09,0.011755,0.000754,-0.000646,0.807,0.032,-0.06,5035,725,8226994,4.148,0.00024,0.9062414918908557,0.05170794381636649,0.9943586648516481,0.00024,0.9941200187720838
8260218,K01066.01,1,CANDIDATE,1.0,5.714817602999999,529.8256,9.29,2.47,-0.99,0.101045,0.000109,-0.000195,0.8420000000000001,0.224,-0.09,5695,1512,8260218,5.715,0.00033,0.9987726529282833,1.3896887294652294e-50,1.0,0.00033,0.99967
8222813,K01069.01,1,CANDIDATE,1.0,8.70420525,60.56746,2.86,0.13,-0.24,0.030316000000000006,0.003569,-0.00099,0.8740000000000001,0.039,-0.077,5073,1515,8222813,8.704,1.2e-05,0.9987726338345688,1.3129289312705393e-06,0.999999998386573,1.2e-05,0.9999879983865924
8222813,K01069.02,2,CANDIDATE,1.0,2.46697039,24.837725,1.56,0.07,-0.13,0.016558,0.003196,-0.000833,0.8740000000000001,0.039,-0.077,5073,1516,8222813,2.467,0.00014,0.9974581338430863,0.0025196868381324815,0.9999935627520572,0.00014,0.9998535636532718
8279765,K01130.01,1,FALSE POSITIVE,0.0,2.757794163,2389.9970000000008,20.05,5.85,-1.96,0.206038,0.0034950000000000003,-0.003004,0.8909999999999999,0.26,-0.087,5747,1795,8279765,2.758,0.41,0.9987726529282833,8.12635659602745e-225,1.0,0.41,0.5900000000000001
8435247,K01131.01,1,CANDIDATE,0.9740000000000001,0.696125302,41.593784,28.44,3.25,-2.66,0.386422,0.17588900000000002,-0.083861,0.674,0.077,-0.063,5245,1796,8435247,0.696,1.0,0.9987652553079831,6.541599254868048e-05,0.9999999191228036,1.0,0.0
8374494,K01133.01,1,FALSE POSITIVE,0.0,5.251916208,319.5286,37.15,9.62,-3.84,0.390092,0.140584,-0.097941,0.872,0.226,-0.09,5542,1798,8374494,5.252,1.0,0.9987726529282833,6.799695261026172e-31,1.0,1.0,0.0
8414907,K01134.01,1,FALSE POSITIVE,0.0,100.3039228,118.214294,29.55,3.1,-2.53,0.35047,66.70348,-0.100939,0.772,0.081,-0.066,5055,1799,8414907,100.304,1.0,0.9987726529282831,4.244889393399393e-11,0.9999999999999478,1.0,0.0
3442055,K01218.01,1,CANDIDATE,0.9990000000000001,29.6193891,36.15261,1.74,0.24,-0.19,0.016028,0.000563,-0.000241,0.996,0.133,-0.109,5618,1528,3442055,29.619,0.012,0.9987420234343387,0.00040913545816128433,0.9999994844579805,0.012,0.9879994906444847
10925104,K00156.01,2,CANDIDATE,0.68,8.041347775,59.488434,1.29,0.08,-0.07,0.02196,0.000346,-0.000425,0.54,0.033,-0.033,3980,334,10925104,8.041,0.00011,0.9987726260802545,1.6319951556506864e-06,0.9999999979944669,0.00011,0.9998899979946875
10925104,K00156.02,3,CANDIDATE,0.992,5.188563677,42.199,1.0,0.07,-0.06,0.017039,0.000381,-0.000301,0.54,0.033,-0.033,3980,335,10925104,5.189,9.9e-05,0.998766770631344,6.361347229265875e-05,0.9999999214481344,9.9e-05,0.9999009214559111
10925104,K00156.03,1,CANDIDATE,1.0,11.776132317,137.93265,2.08,0.13,-0.12,0.035355000000000004,0.00234,-0.001145,0.54,0.033,-0.033,3980,336,10925104,11.776,1.3e-05,0.9987726529282833,8.007665577163042e-14,0.9999999999999999,1.3e-05,0.9999869999999998
8972058,K00159.01,1,CANDIDATE,1.0,8.99088621,72.13723,2.78,0.46,-0.39,0.021706,5.2e-05,-0.0017170000000000002,1.171,0.196,-0.161,5881,366,8972058,8.991,2.5e-06,0.9987726524021643,1.0903944040030463e-07,0.9999999998660062,2.5e-06,0.9999974998660065
8972058,K00159.02,2,CANDIDATE,1.0,2.403640701,15.105959,1.24,0.2,-0.17,0.009671,0.000943,-0.001849,1.171,0.196,-0.161,5881,367,8972058,2.404,0.0066,0.9725261148563505,0.0201463379266831,0.9994191637665266,0.0066,0.9928229972856675
4076098,K01323.01,1,CANDIDATE,1.0,3.990105908,246.02412,7.45,2.18,-0.73,0.074711,0.003166,-0.002293,0.913,0.267,-0.08900000000000001,5926,1452,4076098,3.99,0.00012,0.9987726529282833,5.0538213944119565e-24,1.0,0.00012,0.99988
4282872,K01325.01,1,CANDIDATE,1.0,10.035381809,139.00804,4.42,1.13,-0.38,0.048571,0.00075,-0.000314,0.833,0.213,-0.071,5813,1454,4282872,10.035,9.2e-05,0.9987726529282833,6.102909618922735e-14,0.9999999999999999,9.2e-05,0.9999079999999999
4274548,K01331.01,1,CANDIDATE,0.9990000000000001,6.80082032,21.30607,1.88,0.23,-0.12,0.025016,0.009148,-0.001442,0.688,0.083,-0.045,4805,1495,4274548,6.801,0.019,0.9950047586589456,0.005936550809749466,0.9999700186350038,0.019,0.9809705882809387
5084942,K00161.01,1,CANDIDATE,1.0,3.105507835,177.66933999999995,2.68,0.17,-0.1,0.030988,5e-05,-0.003153,0.7909999999999999,0.052000000000000005,-0.028,4989,369,5084942,3.106,4e-07,0.9987726529282833,1.2480290885064342e-17,1.0,4e-07,0.9999996
