kepid_x,kepoi_name,koi_tce_plnt_num,koi_pdisposition,koi_score,koi_period,koi_max_mult_ev,koi_prad,koi_prad_err1,koi_prad_err2,koi_ror,koi_ror_err1,koi_ror_err2,radius,radius_err1,radius_err2,teff,corrected_prad,corrected_prad_err1,corrected_prad_err2,rowid,kepid_y,fpp_koi_period,fpp_prob,fpEffectiveness,obsFpRate,reliability,fpp_prob_use,totalReliability
11176127,K01430.02,3,CANDIDATE,1.0,22.92886314,16.82331,2.08,0.14,-0.06,0.03117,0.006004,-0.004079,0.657491159146,0.0145439477271,0.014329584710600004,4543.03503495,2.242901366073351,0.43486961402168534,-0.2975555085500155,1957,11176127,22.929,0.00057,0.9963684351074645,0.016276491062181816,0.9999396938529798,0.00057,0.9993697282274836
11176127,K01430.03,2,CANDIDATE,0.996,77.47409909999998,21.88943,2.63,0.18,-0.08,0.039418,0.006055,-0.004531,0.657491159146,0.0145439477271,0.014329584710600004,4543.03503495,2.8364031455848364,0.4401943323692742,-0.3318460487861717,1958,11176127,77.474,0.0001,0.9967443185187379,0.01913456611878829,0.9999362812380046,0.0001,0.9998362876098809
12020218,K01507.01,1,CANDIDATE,1.0,21.3588236,26.81022,2.52,0.8,-0.27,0.023225,0.00074,-0.0005110000000000001,1.02060262964,0.045274321211900004,0.042583273658099996,5761.92381075,2.5941546404254856,0.14168559918183257,-0.12236488164825159,1602,12020218,21.359,0.0023,0.9967563660103007,0.0017605749389316139,0.9999942606511615,0.0023,0.9976942738516639
11870545,K01510.01,1,CANDIDATE,1.0,0.8399614559999999,27.5152,1.63,0.19,-0.1,0.020846,0.004824,-0.000932,0.667704769851,0.023194361337599997,0.021853051620099997,4848.91160235,1.5233183293482275,0.35646261197945045,-0.08440393986741629,1638,11870545,0.84,0.0017,0.9967566148032037,0.0009313226999620216,0.999996966707795,0.0017,0.9982969718643917
7901948,K01511.01,1,CANDIDATE,1.0,2.578852119,32.87804000000001,1.63,0.47,-0.14,0.017525,0.002717,-0.0008539999999999999,0.869762856751,0.0273851033955,0.0267909121808,5674.38824894,1.6681778081291336,0.2639066097766477,-0.09616936413452126,1639,7901948,2.579,6.5e-05,0.996757350413038,0.00029756217033488993,0.9999990316830385,6.5e-05,0.9999340317459792
12506770,K01577.01,1,CANDIDATE,1.0,2.806243488,17.98488,1.41,0.06,-0.08,0.022156,0.000981,-0.000681,0.617850522693,0.0164247146355,0.0160342053179,4327.54471476,1.498160114046831,0.07737148798780225,-0.060266709008165414,2006,12506770,2.806,0.00034,0.9965343405766482,0.007919493419575546,0.9999722384251813,0.00034,0.9996322478641168
4918309,K01582.01,1,CANDIDATE,1.0,186.4361811,59.845184,11.32,1.8,-3.35,0.075675,0.006964,-0.00613,1.08083806346,0.045303498861499994,0.0434738621954,5488.5545444,8.951514426864117,0.9051880496410101,-0.8095819295801469,2012,4918309,186.436,0.9,0.9967573812863776,5.857392413621399e-05,0.999999809438052,0.9,0.09999998094380518
11502867,K00195.01,1,CANDIDATE,1.0,3.217518511,1264.7878,11.38,1.51,-0.93,0.115425,0.000279,-0.000341,0.893223395208,0.023943428288599997,0.0232123750591,5609.02503913,11.283489482071685,0.30368840234659294,-0.2951150137360727,501,11502867,3.218,0.00024,0.9967573812863785,3.2484424345445843e-122,1.0,0.00024,0.99976
6705142,K01758.01,1,CANDIDATE,1.0,5.59728249,33.809470000000005,3.28,0.69,-0.3,0.034955,0.00034700000000000003,-0.001703,0.9228414790710001,0.0539138337196,0.048054020321100004,5543.63030532,3.5303671120492663,0.20920588310120813,-0.2517498315093454,2110,6705142,5.597,0.0057,0.9967573639368995,0.00026013895761593466,0.9999991534996484,0.0057,0.9942991583247004
11601584,K01831.01,1,CANDIDATE,1.0,51.8098276,46.575012,2.6,0.19,-0.16,0.028842000000000007,0.010862,-0.005247,0.843299041618,0.0165591923287,0.0160003771554,5274.84237578,2.661892023930525,1.0038397702399908,-0.48688385564427206,2469,11601584,51.81,0.14,0.9967573812801473,4.61848178589382e-05,0.999999849746112,0.14,0.8599998707816563
11601584,K01831.02,2,CANDIDATE,0.95,4.38536428,21.772156,1.15,0.09,-0.07,0.012779,0.000394,-0.000491,0.843299041618,0.0165591923287,0.0160003771554,5274.84237578,1.179402197275091,0.043111667260258224,-0.05053951520503365,2470,11601584,4.385,1.5e-05,0.996734349262917,0.003581530418915808,0.9999882234742812,1.5e-05,0.9999732236509291
11601584,K01831.03,4,CANDIDATE,0.85,34.205785079,10.421222,1.1,0.09,-0.06,0.012235,0.0,0.0,0.843299041618,0.0165591923287,0.0160003771554,5274.84237578,1.1291952330902837,0.022173108373889704,-0.021424843050762823,2504,11601584,34.206,0.0015,0.9805860233288899,0.08119664355806767,0.9982503776867762,0.0015,0.9967530021202461
11601584,K01831.04,3,CANDIDATE,0.98,13.97945055,11.698665,1.97,0.15,-0.12,0.021836,0.000544,-0.004698,0.843299041618,0.0165591923287,0.0160003771554,5274.84237578,2.015292775623984,0.06392759890941746,-0.43527158455313475,2505,11601584,13.979,0.14,0.9880330445245891,0.039833952186555076,0.9994975194470734,0.14,0.8595678667244832
11709244,K01832.01,1,CANDIDATE,1.0,4.544436472,45.03802,3.0,0.34,-0.25,0.029367,0.003291,-0.002376,0.841284188685,0.0220826105852,0.021554680873199998,5366.73852271,2.7038697409815464,0.31120894709676744,-0.22946934213648315,2506,11709244,4.544,0.0034,0.9967573812648748,2.134576970833481e-05,0.9999999305571531,0.0034,0.9965999307932588
11709244,K01832.02,2,CANDIDATE,0.9740000000000001,12.76220558,19.995342,3.18,0.35,-0.27,0.03105,0.000725,-0.007999,0.841284188685,0.0220826105852,0.021554680873199998,5366.73852271,2.8588264193644912,0.10043354954326318,-0.7401149483999133,2507,11709244,12.762,0.13,0.9966945709489217,0.006433451348457932,0.999978526007016,0.13,0.8699813176261039
11709244,K01832.03,3,CANDIDATE,0.9990000000000001,38.7149617,18.331856,2.62,0.3,-0.21,0.025654000000000003,0.0072450000000000014,-0.002014,0.841284188685,0.0220826105852,0.021554680873199998,5366.73852271,2.362007502814063,0.6699345679665563,-0.19505776920224496,2508,11709244,38.715,0.015,0.9966153371255273,0.016901703024881847,0.9999416122991528,0.015,0.9849424881146654
