# Description of IPAC file format: http://exoplanetarchive.ipac.caltech.edu/docs/ddgen/ipac_tbl.html
# Astropy Python tool to read IPAC format: http://docs.astropy.org/en/stable/api/astropy.io.ascii.Ipac.html
# IDL tool to read IPAC format: https://irsa.ipac.caltech.edu/tools/pro/read_ipac_table.pro
# The accompanying documentation for this file is: KSCI-19114
# Column Definitions
# TCE_ID
# The Threshold Crossing Event (TCE) identifier, consisting of the Kepler Input Catalog (KIC) ID, followed by a dash, and then the planet number
# KIC
# The KIC ID of the TCE.
# Disp
# The Robovetter Disposition Value (PC or FP)
# Score
# The Robovetter Disposition Score
# NTL
# The Robovetter Not Transit-Like Flag
# SS
# The Robovetter Stellar Eclipse Flag
# CO
# The Robovetter Centroid Offset Flag
# EM
# The Robovetter Ephemeris Match Flag
# period
# The period of the TCE in days from DV
# epoch
# The epoch of the TCE in Barycentric Kepler Julian Date (BKJD)
# Expected_MES
# The expected value for the Multiple Event Statistic (MES) based on the injection parameters. (Note this value only exists for INJ1, INJ2, and INJ3, and is "null" for OBS, INV, and SCR1.)
# MES
# The Multiple Event Statistic (MES) of the TCE
# NTran
# The number of transits identified by TPS with SES != 0 (i.e., those used in calculating the MES.)
# depth
# The depth of the TCE in parts per million (ppm)
# duration
# The duration of the TCE in hours (hrs)
# Rp
# The modeled radius of the planet in units of Earth radii (R_earth)
# Rs
# The assumed size of the target star in solar radii (R_sun)
# Ts
# The assumed temperatue of the target star in Kelvin (K)
# logg
# The assumed surface gravity of the star in cm/s**2 (cgs)
# a
# The modeled semi-major axis of the orbit in Astronomical Units (AU)
# Rp/Rs
# The modeled ratio of the planet radius to stellar radius
# a/Rs
# The modeled ratio of the semi-major axis to the stellar radius
# impact
# The modeled impact parameter
# SNR_DV
# The modeled Signal-to-Noise Ratio (SNR) of the signal
# Sp
# The modeled insolation flux of the planet in units of Earth's insolation flux (S_earth)
# Fit_Prov
# A flag indicating if the fit information comes from supplemental fits (1) or original fits (0)
TCE_ID KIC Disp Score NTL SS CO EM period epoch Expected_MES MES NTran depth duration Rp Rs Ts logg a Rp/Rs a/Rs impact SNR_DV Sp Fit_Prov skygroup
004768846-02 4768846 FP 0.0 1 0 0 0 509.35161129 551.63925768 "" 14.5495 3 139.4 10.0046 3.247 2.572 6168 3.75 1.38215 0.011569 284.36 0.6991 1.9 4.491 1 76
004768919-01 4768919 FP 0.0 1 0 0 0 1.58148589 131.64077506 "" 9.3809 840 29.1 5.629 6.895 12.643 6734 2.745 0.0 0.004998 2.19 0.2345 8.9 0.0 1 76
004768919-02 4768919 FP 0.0 1 0 0 0 441.19267991 246.59336544 "" 9.9345 4 260.4 6.8713 21.176 12.643 6734 2.745 1.67887 0.015349 425.92 0.5263 5.9 104.484 1 76
004768919-03 4768919 FP 0.0 1 0 0 0 0.5271636 131.62598787 "" 8.1269 1662 27.3 2.3473 6.692 12.643 6734 2.745 0.0 0.004851 1.79 0.2444 9.1 0.0 1 76
004769007-01 4769007 FP 0.0 1 0 0 0 1.38604614 132.62890198 "" 7.8822 947 23.1 5.6738 1.166 2.38 6072 3.724 0.02508 0.00449 1.84 0.4071 6.4 10970.145 1 76
004769007-02 4769007 FP 0.0 1 0 0 0 32.70646255 149.69400393 "" 14.9463 3 92.4 1.3955 2.306 2.38 6072 3.724 0.20631 0.008877 179.07 0.1329 3.1 162.081 1 76
004769007-03 4769007 FP 0.0 1 0 0 0 19.63894452 149.47298608 "" 12.1634 3 0.0 2.3531 0.026 2.38 6072 3.724 0.14682 0.0001 26.79 0.9076 0.0 320.056 1 76
004769007-04 4769007 FP 0.0 1 0 1 0 28.00154018 139.66891394 "" 11.3248 4 93.1 1.5496 2.641 2.38 6072 3.724 0.18601 0.010168 70.59 0.8712 3.1 199.393 1 76
004769505-01 4769505 FP 0.0 1 0 0 0 1.27953622 132.14924271 "" 9.8065 1023 210.5 9.6724 7.386 3.837 6658 3.485 0.02721 0.017641 1.03 0.9812 11.6 35010.277 1 76
004769935-01 4769935 FP 0.0 1 0 0 0 0.77632378 131.94940419 "" 8.2079 1697 37.2 2.7839 0.587 0.938 6153 4.448 0.01597 0.005731 2.04 0.4469 8.7 4432.098 1 76
004770092-01 4770092 FP 0.0 1 0 0 0 1.35220804 131.92306838 "" 11.9908 973 23.0 5.043 1.608 3.143 6829 3.669 0.02846 0.00469 1.72 0.6815 13.2 23759.871 1 76
004770092-02 4770092 FP 0.0 1 0 0 0 442.21904335 426.16399383 "" 8.3413 3 136.4 4.7683 3.944 3.143 6829 3.669 1.351 0.011498 509.17 0.7117 4.8 10.546 1 76
004772953-01 4772953 FP 0.0 1 0 0 0 398.27902719 346.006447 "" 8.0185 4 126.2 5.0429 2.393 1.977 9610 4.196 1.38621 0.011092 432.23 0.7135 8.1 15.543 1 76
004772953-02 4772953 FP 0.0 1 0 0 0 458.42798079 250.87693279 "" 8.3738 3 86.5 15.6204 2.045 1.977 9610 4.196 1.52256 0.00948 128.13 0.8322 7.6 12.884 1 76
004773318-01 4773318 FP 0.0 1 0 0 0 4.70694275 133.64472789 "" 7.8409 279 48.2 18.5419 0.703 0.952 6279 4.489 0.05533 0.006766 1.66 0.6777 9.3 412.268 1 76
004773851-01 4773851 FP 0.0 1 0 0 0 0.92686002 131.84909473 "" 10.0722 1427 29.6 3.8577 1.435 2.273 8009 3.99 0.02281 0.005786 1.25 0.8991 8.6 36608.412 1 76
004773851-02 4773851 FP 0.0 1 0 0 0 1.2039212 132.07872241 "" 8.0443 505 43.6 4.8605 1.537 2.273 8009 3.99 0.02715 0.006196 1.9 0.3626 8.0 25830.632 1 76
004773992-01 4773992 FP 0.0 0 1 1 0 372.74129405 345.17081609 "" 12.4662 4 1089.9 29.2106 2.704 0.697 4986 4.632 0.92496 0.035553 55.2 0.8671 13.9 0.314 1 76
004774194-01 4774194 FP 0.0 1 0 0 0 0.83029826 131.84486098 "" 8.6054 1592 5.8 3.0027 0.498 1.979 9888 4.209 0.02286 0.002306 1.97 0.4999 3.2 64172.587 1 76
004774208-01 4774208 FP 0.0 1 0 0 0 0.85233013 132.12363498 "" 9.4455 1554 26.6 2.5003 0.726 1.381 7033 4.276 0.01927 0.004821 2.58 0.2983 1.8 11257.452 1 76
004774208-02 4774208 FP 0.0 1 0 0 0 0.85233085 131.6931717 "" 11.0353 1553 34.3 3.0177 0.819 1.381 7033 4.276 0.01927 0.005431 2.25 0.0108 2.1 11257.599 1 76
004774321-01 4774321 FP 0.0 1 0 0 0 1.60825522 131.86248677 "" 8.1275 812 39.3 6.4388 0.765 1.201 6293 4.303 0.02737 0.005837 1.91 0.3618 8.1 2705.494 1 76
004774321-02 4774321 FP 0.0 1 0 0 0 333.41439851 343.67264729 "" 10.6267 3 422.6 9.0397 2.543 1.201 6293 4.303 0.95878 0.019403 250.69 0.4976 5.6 2.205 1 76
004774321-03 4774321 FP 0.0 1 0 0 0 238.9634351 138.93760847 "" 9.3979 3 206.8 5.0316 2.024 1.201 6293 4.303 0.76786 0.015444 170.81 0.8997 2.8 3.438 0 76
004774321-04 4774321 FP 0.0 1 0 1 0 238.95239911 139.68900109 "" 9.3087 3 264.7 11.96 2.015 1.201 6293 4.303 0.76786 0.015374 134.38 0.1 3.6 3.437 1 76
004774326-01 4774326 FP 0.0 1 0 0 0 351.02431411 216.18736995 "" 8.8258 3 184.6 2.9031 68.817 45.573 3894 1.257 1.0816 0.013838 614.52 0.765 4.5 365.721 1 76
004813497-01 4813497 FP 0.262 1 0 0 0 208.76968915 258.73341766 "" 7.2832 3 627.6 4.9588 2.205 0.872 6003 4.536 0.67788 0.023171 313.32 0.3129 7.5 1.925 1 51
004814685-01 4814685 FP 0.025 1 0 0 0 419.93136167 212.59491842 "" 7.3916 3 1000.0 11.0384 2.482 0.808 5088 4.509 1.0056 0.028146 297.12 0.1092 6.8 0.388 1 51
004818496-01 4818496 FP 0.0 1 0 0 0 430.0821081 463.92136473 "" 11.8583 3 55.0 14.3614 3.081 3.448 8941 3.687 1.43029 0.008188 78.08 0.9487 9.0 33.275 1 69
004819916-01 4819916 FP 0.0 1 0 0 0 1.02358495 132.45652876 "" 8.595 1287 18.0 2.9833 1.121 2.377 6202 3.816 0.02197 0.004323 1.78 0.8129 8.3 15518.626 1 69
004819916-02 4819916 FP 0.0 1 0 0 0 188.18952153 219.03356442 "" 8.6283 3 163.2 3.6393 3.137 2.377 6202 3.816 0.71033 0.012096 341.91 0.5247 5.1 14.844 1 69
004819916-03 4819916 FP 0.0 1 0 0 0 276.27292844 298.81871859 "" 8.7354 3 180.4 3.286 3.195 2.377 6202 3.816 0.91749 0.012318 649.23 0.0554 5.5 8.897 1 69
004819916-04 4819916 FP 0.0 1 0 0 0 40.45126458 134.82358751 "" 7.9143 10 51.0 17.5367 1.813 2.377 6202 3.816 0.2549 0.006989 12.84 0.6964 4.2 115.276 1 69
004819916-05 4819916 FP 0.0 1 0 0 0 174.81848026 217.05597883 "" 8.1003 4 142.7 3.4848 3.501 2.377 6202 3.816 0.67625 0.013497 141.68 0.9437 4.1 16.378 1 69
004820232-01 4820232 FP 0.002 1 0 0 0 373.86279817 176.71715431 "" 7.558 4 352.0 20.3547 2.155 0.993 5573 4.374 0.96264 0.019888 75.88 0.8647 8.1 0.92 1 69
004820356-01 4820356 FP 0.0 1 0 0 0 382.81834038 494.1121992 "" 7.7679 3 456.0 7.982 1.988 0.933 6000 4.486 1.02238 0.019523 372.88 0.0608 7.7 0.967 1 69
004820550-01 4820550 FP 0.0 1 0 0 0 202.12004337 291.69858531 "" 13.7573 7 543.8 12.9851 2.127 0.917 5536 4.498 0.66632 0.021251 114.96 0.3293 12.0 1.594 1 69
004820642-01 4820642 FP 0.0 1 0 1 0 0.96154284 131.54884991 "" 8.1028 1368 20.7 1.5011 0.637 1.386 6647 4.245 0.02044 0.00421 4.93 0.0999 5.6 8039.853 1 69
004824268-01 4824268 FP 0.0 1 0 0 0 527.37730037 334.90382523 "" 10.4302 3 524.0 15.1963 2.268 0.989 6217 4.472 1.30192 0.021011 269.59 0.0923 10.2 0.772 1 65
004825832-01 4825832 FP 0.0 1 0 0 0 277.31286079 185.86665989 "" 12.3804 5 957.1 3.8801 321.718 113.372 3429 0.395 0.87564 0.026005 560.15 0.0043 5.0 2076.436 1 68
004825832-02 4825832 FP 0.0 1 0 1 0 282.0310956 163.96077472 "" 21.3803 3 9434.1 4.3158 2179.573 113.372 3429 0.395 0.88559 0.176177 309.11 1.0 18.5 2030.049 1 68
004825832-03 4825832 FP 0.0 1 0 0 0 539.32338262 485.0149874 "" 15.2927 3 5349.7 7.9718 1028.83 113.372 3429 0.395 1.36441 0.083161 332.68 0.8712 11.0 855.229 1 68
004825872-01 4825872 FP 0.0 1 0 0 0 3.86287722 135.11871784 "" 8.0066 338 22.1 11.5358 1.855 3.659 6388 3.531 0.05705 0.004645 1.96 0.7285 6.8 6137.132 1 68
004825872-02 4825872 FP 0.0 1 0 1 0 194.92479109 196.64480919 "" 20.0158 3 75.4 10.3014 3.189 3.659 6388 3.531 0.77902 0.007986 145.15 0.0896 2.7 32.914 1 68
004825872-03 4825872 FP 0.0 1 0 0 0 390.32673424 198.33069924 "" 10.6191 4 154.9 11.1242 4.835 3.659 6388 3.531 1.23759 0.01211 204.04 0.6671 5.3 13.041 1 68
004825872-04 4825872 FP 0.0 1 0 0 0 652.84317556 248.62514122 "" 10.2438 3 113.9 16.85 4.121 3.659 6388 3.531 1.7437 0.01032 231.85 0.6381 4.2 6.569 1 68
004825872-05 4825872 FP 0.0 1 0 1 0 45.0194708 157.59878702 "" 8.3123 13 107.8 3.79 3.858 3.659 6388 3.531 0.29324 0.009661 86.38 0.3368 6.4 232.296 1 68
004825872-06 4825872 FP 0.0 1 0 0 0 94.9488916 207.51105891 "" 8.2352 6 125.2 5.4025 4.22 3.659 6388 3.531 0.48224 0.010569 118.59 0.491 5.6 85.89 1 68
004825872-07 4825872 FP 0.0 1 0 0 0 45.30266726 141.80304182 "" 7.8509 13 100.6 4.7303 3.686 3.659 6388 3.531 0.29446 0.009231 73.48 0.0997 6.1 230.371 1 68
004825872-08 4825872 FP 0.0 1 0 0 0 56.37995086 185.54493166 "" 8.6048 7 76.6 10.3498 3.432 3.659 6388 3.531 0.34069 0.008596 29.95 0.707 4.9 172.087 1 68
004825872-09 4825872 FP 0.0 1 0 0 0 151.34465291 279.44552909 "" 7.8088 5 203.5 2.2123 5.926 3.659 6388 3.531 0.65803 0.014843 286.38 0.8542 6.3 46.13 1 68
004825872-10 4825872 FP 0.0 1 0 0 0 174.83189537 264.63628893 "" 7.6674 3 246.2 2.966 6.718 3.659 6388 3.531 0.72446 0.016826 213.76 0.8992 5.6 38.058 1 68
004826031-01 4826031 FP 0.0 1 0 0 0 0.54517279 131.98898495 "" 11.7384 2420 10.4 1.501 4.134 11.948 6980 2.794 0.0 0.003171 2.16 0.6997 3.3 0.0 1 68
004826145-01 4826145 FP 0.008 1 0 0 0 240.48740673 249.32964644 "" 8.8022 4 1146.6 14.4061 2.705 0.805 5662 4.575 0.72773 0.030792 129.83 0.1619 9.9 1.127 1 68
004826145-02 4826145 FP 0.0 1 0 0 0 374.73491966 258.75616383 "" 12.9216 3 2202.8 15.2555 3.739 0.805 5662 4.575 0.97811 0.04256 195.55 0.0326 11.7 0.624 1 68
004826185-01 4826185 FP 0.0 1 0 0 0 480.85182203 270.17238083 "" 9.1134 3 1163.2 5.1561 2.401 0.69 5118 4.632 1.08877 0.031891 628.13 0.5362 7.5 0.247 1 68
004826257-01 4826257 FP 0.0 1 0 0 1 366.46628037 179.02225821 "" 53.452 3 14966.6 26.0 13.49 1.029 6195 4.394 0.98775 0.120139 94.25 0.7497 38.6 1.432 1 68
004826257-02 4826257 FP 0.0 1 0 0 0 361.08643466 202.53481016 "" 28.8448 3 860.1 3.8424 4.048 1.029 6195 4.394 0.9781 0.036054 259.6 0.9709 4.1 1.461 0 68
004826257-04 4826257 FP 0.0 1 0 0 0 366.4963391 174.66885321 "" 19.6707 4 8088.8 8.4261 16.508 1.029 6195 4.394 0.98785 0.147011 186.72 0.0087 27.4 1.432 1 68
004826439-01 4826439 FP 0.0 1 0 0 0 224.77813253 310.97541052 "" 105.4665 3 27969.0 7.1374 41.028 1.449 6064 4.16 0.74859 0.259473 187.24 0.9902 131.9 4.539 0 68
004826652-01 4826652 FP 0.0 1 0 0 0 48.89760506 145.38287213 "" 9.0657 26 29.3 1.3997 7.283 10.621 4758 2.679 0.32784 0.006284 108.46 0.9206 3.1 481.928 1 68
004826652-02 4826652 FP 0.0 1 0 0 0 43.89508421 133.20988162 "" 8.3277 28 35.8 5.1097 7.794 10.621 4758 2.679 0.30511 0.006725 29.57 0.9004 4.1 556.43 1 68
004827662-01 4827662 FP 0.0 1 0 0 0 1.35732059 132.82214725 "" 12.827 967 40.6 5.1173 0.792 1.164 6395 4.357 0.02495 0.006234 1.69 0.6923 11.7 3260.648 1 68
004827662-02 4827662 FP 0.0 1 0 0 0 2.71416519 132.16187608 "" 10.0849 489 43.2 8.6392 0.895 1.164 6395 4.357 0.03961 0.007048 1.43 0.9 7.6 1293.926 1 68
004827662-03 4827662 FP 0.0 1 0 0 0 2.71465875 133.56087339 "" 12.752 485 54.3 7.3081 0.868 1.164 6395 4.357 0.03961 0.006831 2.8 0.3 11.3 1294.092 1 68
004827723-01 4827723 FP 0.0 1 0 1 0 7.23852655 135.51718735 "" 18.9048 185 119.2 21.2081 1.025 0.831 5411 4.561 0.07115 0.011299 1.77 0.8231 18.6 104.762 0 68
004828345-01 4828345 FP 0.0 1 0 0 0 374.64215394 149.64037528 "" 11.624 3 156.6 1.7009 5.891 4.534 11617 3.666 1.54086 0.011906 1651.32 0.2467 2.2 141.287 0 68
004829054-01 4829054 FP 0.0 1 0 0 0 448.19179257 306.70417799 "" 8.1477 3 350.7 8.6626 2.892 1.537 6263 4.093 1.17158 0.017242 397.05 0.1599 7.4 2.373 1 68
004829243-01 4829243 FP 0.0 1 0 0 0 0.58673018 131.97630748 "" 9.9563 2255 13.6 1.9987 0.843 2.331 5110 3.627 0.01294 0.003313 2.32 0.1 3.1 19816.235 1 68
004829243-02 4829243 FP 0.0 1 0 0 0 217.02540593 212.91987133 "" 7.9588 5 358.1 2.363 4.534 2.331 5110 3.627 0.66692 0.017825 596.45 0.5598 3.2 7.463 1 68
004831616-01 4831616 FP 0.0 1 0 0 0 1.04552725 131.94087657 "" 13.5088 735 64.9 3.9616 3.945 4.662 11287 3.642 0.03055 0.007755 1.91 0.5 12.5 338687.617 1 67
004831616-02 4831616 FP 0.0 1 0 0 0 2.0911717 132.52605012 "" 12.3129 365 76.5 4.7914 4.29 4.662 11287 3.642 0.04849 0.008434 2.97 0.5197 11.9 134400.508 1 67
004831769-01 4831769 FP 0.0 1 0 0 0 1.32162865 132.15880794 "" 8.8629 1002 2.9 5.1922 0.495 2.85 8707 3.821 0.02951 0.001592 1.96 0.3036 10.3 48021.321 1 67
004832197-01 4832197 FP 0.0 1 0 0 0 36.96071619 154.12578243 "" 14.3015 3 1672.7 1.9374 9.788 1.269 6302 4.183 0.20933 0.070687 55.77 1.0 53.1 51.934 1 67
004832197-02 4832197 FP 0.0 1 0 0 0 59.70713102 184.70752933 "" 11.796 3 178.1 1.6128 1.74 1.269 6302 4.183 0.2882 0.012568 261.38 0.4137 7.5 27.4 0 67
004832197-03 4832197 FP 0.0 1 0 0 0 0.94772741 132.27577722 "" 9.8838 712 130.0 2.0 1.458 1.269 6302 4.183 0.0182 0.010526 3.69 0.1 -1.0 6868.646 0 67
004832197-04 4832197 FP 0.0 1 0 0 0 0.9477274 131.53703549 "" 92.7129 519 323.8 2.5 2.299 1.269 6302 4.183 0.0182 0.016599 2.99 0.1 -1.0 6868.646 0 67
004832225-01 4832225 FP 0.0 1 0 0 0 0.98793 132.19055408 "" 13.5184 1321 15.2 2.7763 0.878 2.184 9464 4.116 0.02553 0.003686 2.68 0.2978 12.5 52610.378 1 67
004832225-02 4832225 FP 0.0 1 0 0 0 77.57143741 171.8073622 "" 17.2679 4 28.7 1.5156 1.217 2.184 9464 4.116 0.46809 0.005106 356.45 0.4233 1.9 156.473 1 67
004832225-03 4832225 FP 0.0 1 0 0 0 212.5884142 286.96933898 "" 15.7221 3 194.7 2.6448 3.12 2.184 9464 4.116 0.91673 0.013093 619.3 0.0965 4.4 40.796 1 67
004832225-04 4832225 FP 0.0 1 0 0 0 117.13643282 165.51864258 "" 15.5936 3 79.1 3.1791 2.017 2.184 9464 4.116 0.61612 0.008461 257.62 0.4235 2.6 90.317 1 67
004832225-05 4832225 FP 0.0 1 0 0 0 0.98797407 131.84966138 "" 15.4352 1308 15.8 2.912 0.907 2.184 9464 4.116 0.02553 0.003807 2.37 0.5002 9.6 52608.683 1 67
004833050-01 4833050 FP 0.0 1 0 0 0 1.19194075 132.09678722 "" 10.2359 1102 0.0 1.3076 0.018 2.532 6684 3.798 0.02501 6.5e-05 4.93 0.7156 0.0 18323.553 0 67
004833050-02 4833050 FP 0.0 1 0 0 0 1.19190938 131.85735918 "" 10.1434 1098 25.5 4.0652 1.317 2.532 6684 3.798 0.02501 0.004765 2.12 0.1 10.4 18323.596 1 67
004833050-03 4833050 FP 0.0 1 0 0 0 0.89278028 131.85676647 "" 9.3151 677 23.4 3.9354 1.389 2.532 6684 3.798 0.02063 0.005025 1.28 0.8596 9.0 26934.779 1 67
004833421-01 4833421 FP 0.0 1 0 0 0 12.4659459 134.22434028 "" 35.2937 94 383.1 4.6654 2.326 1.191 6038 4.284 0.10506 0.017894 20.76 0.0554 39.0 153.028 1 67
004833728-01 4833728 FP 0.0 1 0 0 0 503.32760217 140.33638813 "" 8.2579 3 312.4 9.5855 6.001 3.05 5627 3.633 1.40431 0.018031 249.77 0.8054 7.0 4.237 1 67
004839180-01 4839180 FP 0.0 1 0 0 0 415.97953295 240.99473668 "" 185.0077 4 24534.3 25.7109 33.281 1.226 6228 4.277 1.10427 0.248762 92.45 1.0 276.2 1.662 1 77
004839180-02 4839180 FP 0.0 1 0 0 0 103.96810846 213.88140296 "" 34.4387 3 9934.3 13.5549 12.233 1.226 6228 4.277 0.43815 0.091438 63.94 0.0198 258.4 10.554 1 77
004839180-03 4839180 FP 0.0 1 0 0 0 175.97359351 223.25998573 "" 16.4707 3 348.0 0.6163 2.981 1.226 6228 4.277 0.62228 0.022279 840.02 0.947 3.4 5.232 0 77
004839180-04 4839180 FP 0.0 1 0 0 0 277.71384677 271.99732186 "" 14.6776 3 11837.8 21.9787 23.566 1.226 6228 4.277 0.84353 0.176149 59.78 1.0 114.0 2.847 1 77
004839180-05 4839180 FP 0.0 1 0 0 0 422.03474822 278.22395461 "" 9.4762 3 526.7 3.5 2.82 1.226 6228 4.277 1.11495 0.02108 936.07 0.1 -1.0 1.63 0 77
004839180-06 4839180 FP 0.0 1 0 0 0 263.78363722 331.87907758 "" 15.4962 3 1044.4 6.8322 4.108 1.226 6228 4.277 0.81511 0.030703 257.74 0.5467 7.3 3.05 1 77
004839790-01 4839790 FP 0.098 1 0 1 0 22.69807516 149.4715167 "" 7.3017 48 82.4 16.8635 0.939 1.037 5951 4.346 0.14982 0.008302 10.38 0.0101 7.7 53.838 1 77
004840263-01 4840263 FP 0.0 1 0 0 0 149.42103004 169.96014255 "" 34.631 4 29120.8 7.458 60.233 2.033 5908 3.865 0.5698 0.271507 120.2 1.0 123.4 13.896 1 77
004840263-02 4840263 FP 0.0 1 0 0 0 0.95783582 131.52661882 "" 17.0855 4 1254.9 1.5 7.209 2.033 5908 3.865 0.01966 0.032495 5.05 0.1 -1.0 11668.807 0 77
004840513-01 4840513 FP 0.0 1 0 0 0 2.37928475 132.03369051 "" 18.8669 447 635.1 9.5006 4.562 1.162 6392 4.399 0.03742 0.035976 1.17 0.9858 22.0 1442.061 0 77
004840513-02 4840513 FP 0.0 1 0 0 0 168.16819879 138.18936235 "" 8.9211 3 4025.9 5.5807 13.459 1.162 6392 4.399 0.63966 0.106141 108.83 1.0 12.7 4.936 1 77
004840519-01 4840519 FP 0.0 1 0 0 0 1.77661605 133.08191713 "" 8.969 592 23.3 5.4219 0.814 1.651 6781 4.125 0.03157 0.004519 2.44 0.3554 7.8 5181.346 1 77
004840675-01 4840675 FP 0.0 1 0 0 0 0.9969905 131.68258913 "" 11.5353 1063 25.3 8.1305 0.766 1.502 7307 4.247 0.02213 0.004671 1.15 0.0072 21.7 11767.194 1 77
004841314-01 4841314 FP 0.0 1 0 0 0 2.16115291 133.31036629 "" 8.9662 492 46.2 3.4718 1.614 2.346 6894 3.857 0.03699 0.006303 4.76 0.1636 8.2 8142.07 1 77
004841314-02 4841314 FP 0.0 1 0 0 0 2.16064078 132.9709645 "" 8.6718 490 59.0 3.6737 1.835 2.346 6894 3.857 0.03698 0.007169 4.37 0.2998 11.2 8144.9 1 77
004841314-03 4841314 FP 0.0 1 0 0 0 39.09202115 136.29212354 "" 8.5931 9 77.0 5.6306 2.206 2.346 6894 3.857 0.25486 0.008618 38.43 0.7018 3.0 171.487 1 77
004841314-04 4841314 FP 0.0 1 0 0 0 115.48856547 201.3500329 "" 7.895 4 295.9 5.1777 4.448 2.346 6894 3.857 0.52474 0.017375 107.58 0.7978 6.8 40.452 1 77
004842061-01 4842061 FP 0.0 1 0 0 0 0.6734029 132.15973396 "" 8.9349 1560 34.8 2.4283 0.762 1.281 6630 4.322 0.01623 0.005449 2.2 0.1 9.6 10787.759 1 77
004842061-02 4842061 FP 0.0 1 0 0 0 440.98079825 223.59030212 "" 10.5355 3 2749.0 8.6863 12.286 1.281 6630 4.322 1.22374 0.087894 166.16 1.0 10.8 1.897 1 77
004842061-03 4842061 FP 0.0 1 0 1 0 198.19279245 157.36399795 "" 7.95 3 2117.3 11.3363 10.862 1.281 6630 4.322 0.71802 0.077704 53.68 1.0 6.4 5.51 1 77
004842166-01 4842166 FP 0.0 1 0 0 0 0.51230415 131.95825167 "" 10.7529 2052 13.3 1.5052 0.647 1.739 7503 4.163 0.01468 0.003411 2.66 0.1 1.9 39871.978 1 77
004842904-01 4842904 FP 0.0 1 0 0 0 308.6076476 405.33380925 "" 9.8403 3 47.3 2.1122 57.349 84.373 3735 0.852 1.09653 0.006229 973.88 0.5008 2.8 1032.323 1 77
004843037-01 4843037 FP 0.0 1 0 0 0 0.98146093 131.6832866 "" 10.9125 1069 65.2 2.9686 3.086 3.567 6851 3.57 0.02318 0.007929 2.01 0.7 12.0 46740.885 1 77
004844169-01 4844169 FP 0.0 1 0 0 0 189.13724498 233.63363104 "" 7.1459 5 302.4 3.0177 4.361 2.579 4867 3.718 0.69799 0.015494 466.72 0.2848 8.3 6.863 1 77
004844275-01 4844275 FP 0.0 1 0 0 0 660.27489079 207.7258629 "" 7.8621 3 483.5 15.774 1.766 0.806 5644 4.575 1.42797 0.020074 315.54 0.2584 7.7 0.29 1 77
004844470-01 4844470 PC 0.974 0 0 0 0 60.53287804 134.80441023 "" 9.5108 17 348.6 5.0989 1.825 0.847 5631 4.557 0.29599 0.019746 49.47 0.8616 9.8 7.376 1 77
004845003-01 4845003 FP 0.0 1 0 0 0 4.34969487 135.86250294 "" 10.0274 243 57.8 15.9843 0.76 0.929 6002 4.503 0.0522 0.007499 1.68 0.7258 11.0 368.205 1 77
004845555-01 4845555 FP 0.0 1 0 0 0 1.24478764 132.75958182 "" 11.3481 844 25.9 4.2993 1.697 3.288 6429 3.607 0.02647 0.004729 2.2 0.3205 9.9 23619.66 1 78
004845555-02 4845555 FP 0.0 1 0 0 0 168.3652969 173.30424666 "" 7.899 4 286.1 2.3289 5.594 3.288 6429 3.607 0.69741 0.015592 558.47 0.0944 6.9 34.021 1 78
004845665-01 4845665 FP 0.0 1 0 0 0 27.29610268 143.94797401 "" 9.5262 39 59.7 14.918 1.706 2.199 6343 3.853 0.19154 0.00711 14.02 0.0985 9.2 191.156 1 78
004846150-01 4846150 FP 0.0 1 0 0 0 1.70754113 133.02040656 "" 7.527 616 63.3 20.4902 1.478 0.838 5018 4.492 0.02591 0.016158 1.01 0.9998 9.7 594.328 1 78
004846539-01 4846539 FP 0.0 1 0 0 0 2.49341601 133.04136491 "" 11.1142 426 50.3 8.4822 0.859 1.207 6434 4.315 0.03713 0.006525 2.34 0.016 9.9 1622.638 1 78
004846539-02 4846539 FP 0.0 1 0 0 0 508.46957871 203.50329076 "" 8.8552 3 281.7 16.3845 2.05 1.207 6434 4.315 1.28626 0.015562 231.52 0.2786 5.4 1.352 1 78
004846824-01 4846824 FP 0.129 1 0 0 0 279.30187968 333.12645362 "" 7.5243 4 680.3 3.142 2.712 1.002 5750 4.418 0.82475 0.024801 571.64 0.5845 8.6 1.446 1 78
004846926-01 4846926 FP 0.0 1 0 0 0 1.0632298 131.90418397 "" 8.8092 990 75.8 4.1794 1.019 1.146 6549 4.387 0.02147 0.00815 1.93 0.3879 10.4 4694.071 1 78
004847343-01 4847343 FP 0.0 1 0 0 0 11.41739252 139.58385359 "" 24.3088 92 260.0 36.7089 2.755 0.816 5209 4.495 0.09055 0.030942 1.17 0.9999 35.8 53.573 1 78
004847369-01 4847369 FP 0.0 1 0 0 0 12.35763577 143.77758228 "" 9.2924 86 70.8 19.7139 1.35 1.586 6384 4.069 0.1072 0.007801 4.68 0.2817 11.6 325.715 1 78
004847371-01 4847371 FP 0.0 1 0 0 0 0.50829827 131.53488769 "" 15.1652 2074 3.7 1.5798 0.236 1.05 6817 4.33 0.01186 0.002061 1.44 0.8983 1.7 15178.563 1 78
004847411-01 4847411 FP 0.0 1 0 0 0 1.51699191 132.4644044 "" 10.0839 690 73.1 7.0949 0.783 0.904 7296 4.514 0.02561 0.007937 1.75 0.0686 10.3 3162.275 1 78
