# Description of IPAC file format: http://exoplanetarchive.ipac.caltech.edu/docs/ddgen/ipac_tbl.html
# Astropy Python tool to read IPAC format: http://docs.astropy.org/en/stable/api/astropy.io.ascii.Ipac.html
# IDL tool to read IPAC format: https://irsa.ipac.caltech.edu/tools/pro/read_ipac_table.pro
# The accompanying documentation for this file is: KSCI-19114
# Column Definitions
# TCE_ID
# The Threshold Crossing Event (TCE) identifier, consisting of the Kepler Input Catalog (KIC) ID, followed by a dash, and then the planet number
# KIC
# The KIC ID of the TCE.
# Disp
# The Robovetter Disposition Value (PC or FP)
# Score
# The Robovetter Disposition Score
# NTL
# The Robovetter Not Transit-Like Flag
# SS
# The Robovetter Stellar Eclipse Flag
# CO
# The Robovetter Centroid Offset Flag
# EM
# The Robovetter Ephemeris Match Flag
# period
# The period of the TCE in days from DV
# epoch
# The epoch of the TCE in Barycentric Kepler Julian Date (BKJD)
# Expected_MES
# The expected value for the Multiple Event Statistic (MES) based on the injection parameters. (Note this value only exists for INJ1, INJ2, and INJ3, and is "null" for OBS, INV, and SCR1.)
# MES
# The Multiple Event Statistic (MES) of the TCE
# NTran
# The number of transits identified by TPS with SES != 0 (i.e., those used in calculating the MES.)
# depth
# The depth of the TCE in parts per million (ppm)
# duration
# The duration of the TCE in hours (hrs)
# Rp
# The modeled radius of the planet in units of Earth radii (R_earth)
# Rs
# The assumed size of the target star in solar radii (R_sun)
# Ts
# The assumed temperatue of the target star in Kelvin (K)
# logg
# The assumed surface gravity of the star in cm/s**2 (cgs)
# a
# The modeled semi-major axis of the orbit in Astronomical Units (AU)
# Rp/Rs
# The modeled ratio of the planet radius to stellar radius
# a/Rs
# The modeled ratio of the semi-major axis to the stellar radius
# impact
# The modeled impact parameter
# SNR_DV
# The modeled Signal-to-Noise Ratio (SNR) of the signal
# Sp
# The modeled insolation flux of the planet in units of Earth's insolation flux (S_earth)
# Fit_Prov
# A flag indicating if the fit information comes from supplemental fits (1) or original fits (0)
TCE_ID KIC Disp Score NTL SS CO EM period epoch Expected_MES MES NTran depth duration Rp Rs Ts logg a Rp/Rs a/Rs impact SNR_DV Sp Fit_Prov skygroup
001026032-05 1026032 FP 0.0 0 1 0 0 196.45275233 138.04403617 "" 536.3106 4 61860.3 4.7259 18.962 0.702 5951 4.638 0.6092 0.247526 325.93 0.7092 290.8 1.492 1 84
001026474-02 1026474 FP 0.0 1 0 0 0 1.56185434 131.9668613 "" 8.8666 676 343.7 3.6711 1.53 0.69 4276 4.599 0.02328 0.020319 1.97 0.8679 9.8 263.108 1 84
001026474-03 1026474 FP 0.0 1 0 0 0 1.56352384 131.77474185 "" 8.6648 421 347.7 4.5317 1.221 0.69 4276 4.599 0.0233 0.016213 2.74 0.0053 8.2 262.722 1 84
001028018-01 1028018 FP 0.0 1 0 0 0 0.61427462 131.50605052 "" 10.0244 2126 12.9 2.0033 0.506 1.378 5543 4.129 0.01382 0.003364 2.16 0.5 0.9 8411.816 1 84
001028018-02 1028018 FP 0.0 1 0 0 0 0.61876923 131.98312276 "" 8.2375 1159 109.2 1.6718 1.436 1.378 5543 4.129 0.01388 0.009552 2.8 0.3 4.6 8332.32 1 84
001028246-01 1028246 FP 0.0 1 0 0 0 64.28793469 143.04862678 "" 14.7206 2 1687.8 4.7431 37.403 9.096 5443 2.759 0.37729 0.037683 106.32 0.1497 6.1 457.072 1 84
001292493-01 1292493 FP 0.0 1 0 0 0 444.72012064 515.34600077 "" 7.6879 3 163.3 7.5032 3.248 2.508 6398 3.814 1.30409 0.011866 435.36 0.3153 7.6 5.553 1 84
001293814-01 1293814 FP 0.0 1 0 0 0 1.18485064 132.49560283 "" 7.9504 1111 10.7 4.1541 0.686 2.042 7870 4.042 0.02603 0.00308 2.06 0.4674 7.1 21148.408 1 84
001294229-01 1294229 FP 0.0 1 0 0 0 404.8135221 174.01573695 "" 7.8701 4 371.0 5.8324 2.0 1.031 6119 4.444 1.09826 0.017776 515.6 0.3005 7.6 1.107 1 84
001294578-01 1294578 FP 0.058 1 0 0 0 184.97089248 249.89165377 "" 7.3461 6 1016.4 2.8158 27.865 7.57 4694 2.623 0.60836 0.033732 303.87 0.8378 8.4 67.348 1 84
001294670-01 1294670 FP 0.0 1 0 0 0 0.7159725 131.67887941 "" 7.3105 1849 34.7 4.0341 1.329 1.954 7277 4.053 0.01822 0.006235 1.13 0.8948 5.0 28896.467 1 84
001294756-01 1294756 FP 0.0 1 0 0 0 434.50006257 204.32713161 "" 12.2204 3 42.1 4.7642 1.984 3.003 8615 3.784 1.4149 0.006054 688.84 0.1861 3.7 22.231 1 84
001294756-02 1294756 FP 0.0 1 0 0 0 271.1182786 235.95586841 "" 11.3616 3 93.9 3.2374 3.114 3.003 8615 3.784 1.03317 0.009503 473.53 0.6865 7.8 41.694 1 84
001294924-01 1294924 FP 0.0 1 0 0 0 622.80830672 240.69480626 "" 8.6134 3 1390.2 3.6173 14.11 3.877 5191 3.453 1.65423 0.033352 1359.08 0.0134 7.7 3.573 1 84
001430590-01 1430590 FP 0.0 1 0 0 0 457.36889638 228.33056166 "" 12.4915 3 316.9 16.8486 6.523 3.331 6809 3.669 1.43641 0.017945 132.57 0.7922 11.7 10.357 1 84
001430590-02 1430590 FP 0.0 1 0 0 0 0.69318144 132.0269809 "" 7.7148 1891 18.4 2.2925 1.452 3.331 6809 3.669 0.01895 0.003995 2.32 0.2773 8.0 59493.344 1 84
001430741-01 1430741 FP 0.0 1 0 0 0 1.74947072 132.35875355 "" 7.5385 760 60.6 2.624 1.615 2.051 6935 3.989 0.0325 0.007217 5.13 0.118 6.5 8251.071 1 84
001432214-01 1432214 FP 0.0 1 0 0 0 669.03577693 167.75995378 "" 405.925 2 17516.7 5.6157 15.941 1.212 6018 4.327 1.56313 0.120534 1019.82 0.005 26.9 0.706 1 84
001432214-02 1432214 FP 0.0 1 0 0 0 411.19715122 202.22775632 "" 296.0954 3 47758.0 4.8534 26.364 1.212 6018 4.327 1.12994 0.19934 776.24 0.001 31.0 1.352 1 84
001433067-01 1433067 FP 0.0 1 0 0 0 462.69015446 550.39573819 "" 7.1574 3 688.3 6.6768 4.019 1.533 5288 4.061 1.16569 0.024024 492.06 0.4298 7.4 1.212 1 84
001433962-01 1433962 FP 0.0 1 0 0 1 1.59047716 132.74352159 "" 11.1914 818 123.2 5.4995 0.769 0.651 4506 4.626 0.02314 0.010829 1.82 0.6955 11.4 292.233 1 84
001433962-02 1433962 FP 0.0 1 0 0 0 415.1442894 260.99285634 "" 9.0678 3 1003.5 30.7863 2.066 0.651 4506 4.626 0.94541 0.029084 92.76 0.4987 4.7 0.175 1 84
001433980-01 1433980 FP 0.0 1 0 0 0 1.59040511 132.74041301 "" 2854.5232 315 55006.7 6.0 41.844 1.768 6574 4.061 0.0292 0.216889 2.56 0.1 -1.0 6135.608 0 84
001434660-01 1434660 FP 0.0 1 0 0 0 1.08738468 132.301066 "" 8.3004 1213 20.3 3.3432 1.217 2.657 7526 3.878 0.02584 0.004199 2.52 0.1931 6.9 30402.337 1 84
001434660-02 1434660 FP 0.0 1 0 0 0 1.90301903 131.99270655 "" 8.2749 522 47.5 1.1513 1.888 2.657 7526 3.878 0.03752 0.006513 11.91 0.3554 8.1 14415.192 1 84
001434976-01 1434976 FP 0.0 1 0 0 0 501.74795703 419.08194663 "" 7.5639 3 919.8 5.5274 2.363 0.715 4613 4.623 1.13909 0.030291 494.91 0.7431 7.8 0.16 1 84
001435448-01 1435448 FP 0.0 1 0 0 0 299.7339337 165.95544569 "" 8.902 4 851.2 3.9962 4.478 1.425 6047 4.173 0.90587 0.028799 418.26 0.725 8.6 2.964 1 84
001436265-01 1436265 FP 0.0 1 0 0 0 135.74582515 172.19544876 "" 11.275 3 1087.5 3.657 4.78 1.433 5936 4.108 0.51012 0.030571 273.51 0.363 6.9 8.778 1 84
001571511-01 1571511 FP 0.0 1 0 0 0 14.01174318 143.00827691 "" 465.0356 90 13716.9 7.5 12.284 1.05 6061 4.401 0.11424 0.107211 15.75 0.1 -1.0 102.143 0 84
001571511-02 1571511 FP 0.0 0 1 0 0 398.19616719 197.18712397 "" 469.8676 4 20022.0 7.8047 14.877 1.05 6061 4.401 1.06387 0.129838 435.22 0.1723 467.9 1.178 1 84
001571511-03 1571511 FP 0.0 0 1 0 0 440.90165959 243.11306881 "" 441.8724 3 19946.7 8.0995 14.878 1.05 6061 4.401 1.13863 0.129848 460.98 0.2186 439.6 1.028 1 84
001571511-04 1571511 FP 0.0 1 0 0 0 685.05482506 155.12375161 "" 425.3899 3 20227.5 8.0813 14.959 1.05 6061 4.401 1.52747 0.130554 723.63 0.172 439.4 0.571 1 84
001571511-05 1571511 FP 0.0 1 0 0 0 685.0543155 169.14670575 "" 438.2967 3 20223.8 8.122 15.066 1.05 6061 4.401 1.52747 0.131488 701.15 0.3102 430.3 0.571 1 84
001571511-06 1571511 PC 0.091 0 0 0 0 485.02568934 313.22515724 "" 428.3925 3 20298.7 8.1042 15.02 1.05 6061 4.401 1.21339 0.131091 506.02 0.2333 386.2 0.905 1 84
001571511-07 1571511 FP 0.0 0 1 0 0 513.07013126 299.20345585 "" 404.7999 3 20389.2 8.0911 15.017 1.05 6061 4.401 1.25972 0.131066 540.91 0.1803 371.5 0.84 1 84
001572433-01 1572433 FP 0.0 1 0 0 0 453.69543521 527.91219736 "" 7.2817 3 578.6 7.9662 1.752 0.696 4678 4.608 1.03422 0.023066 343.46 0.6508 4.7 0.194 1 84
001573138-01 1573138 FP 0.0 1 0 0 0 542.16188245 354.5964364 "" 21.764 3 970.2 3.7882 8.639 2.871 4838 3.486 1.26612 0.027574 1113.02 0.1399 6.8 2.524 1 84
001573138-02 1573138 FP 0.0 1 0 0 0 333.44201066 359.44047657 "" 18.8724 3 1289.5 13.95 11.729 2.871 4838 3.486 0.91568 0.037439 115.89 0.8207 6.0 4.825 1 84
001573138-03 1573138 FP 0.0 1 0 0 0 374.94488916 361.52331524 "" 19.9332 3 817.8 5.8706 8.019 2.871 4838 3.486 0.99014 0.025596 478.42 0.3007 5.1 4.127 1 84
001573138-04 1573138 FP 0.0 1 0 0 0 528.13590132 328.85905373 "" 22.0123 3 1183.6 6.6029 9.507 2.871 4838 3.486 1.24418 0.030345 629.58 0.0 5.8 2.614 1 84
001573138-05 1573138 FP 0.0 1 0 0 0 497.49094779 247.10229714 "" 34.6909 3 1311.3 5.2253 10.03 2.871 4838 3.486 1.19558 0.032014 747.31 0.097 8.1 2.83 1 84
001573174-01 1573174 FP 0.0 1 0 0 0 0.63406687 132.03399965 "" 9.1572 2066 19.8 2.234 0.924 1.96 7159 4.035 0.01662 0.004322 1.85 0.6434 0.6 32731.167 1 84
001573174-02 1573174 FP 0.0 1 0 0 0 0.63481907 132.10474382 "" 7.4688 1543 17.3 1.4989 0.848 1.96 7159 4.035 0.01662 0.003967 2.91 0.4957 0.4 32730.993 1 84
001576115-01 1576115 FP 0.0 1 0 0 0 0.97006742 132.43117364 "" 9.4671 1359 153.9 3.4779 2.878 1.996 8254 4.083 0.02316 0.013212 1.37 0.8977 7.2 30900.193 1 84
001576115-02 1576115 FP 0.0 1 0 0 0 0.96998042 132.23184464 "" 10.4357 807 125.9 3.0319 2.266 1.996 8254 4.083 0.02316 0.010403 2.53 0.1 5.2 30901.195 0 84
001576115-03 1576115 FP 0.0 1 0 0 0 78.35661175 194.8886553 "" 10.0985 4 1986.8 1.1458 9.154 1.996 8254 4.083 0.43271 0.042026 510.47 0.362 5.3 88.486 1 84
001576144-01 1576144 FP 0.0 1 0 0 0 294.35880286 419.10605785 "" 20.3315 4 692.1 8.026 9.758 2.507 9181 4.003 1.14473 0.035669 88.88 0.9859 17.4 30.531 1 84
001576144-02 1576144 FP 0.0 1 0 0 0 572.52976681 157.57184669 "" 7.8249 3 348.7 14.7744 5.291 2.507 9181 4.003 1.78374 0.019339 159.21 0.8659 8.0 12.575 1 84
001576144-03 1576144 FP 0.0 1 0 0 0 403.99674335 495.62926368 "" 7.8416 3 184.3 7.5655 3.666 2.507 9181 4.003 1.41379 0.013399 293.33 0.7141 5.9 20.016 1 84
001717672-01 1717672 FP 0.0 1 0 0 0 272.5558089 241.6636709 "" 8.2647 2 528.8 16.4193 2.439 0.946 5851 4.473 0.81463 0.023622 77.37 0.822 8.1 1.416 1 84
001717717-01 1717717 FP 0.0 1 0 0 0 395.11064914 284.75215088 "" 121.7298 3 1081.1 33.3207 4.655 0.696 4828 4.587 0.92809 0.061287 32.21 1.0 9.0 0.274 1 84
001717722-01 1717722 FP 0.0 1 0 0 0 387.47377347 284.74948072 "" 44.5372 3 1004.6 21.4773 2.3 0.688 4805 4.633 0.94171 0.030632 107.69 0.6721 5.5 0.255 1 84
001717722-02 1717722 FP 0.0 1 0 0 0 345.24810464 470.26709827 "" 7.1541 3 872.0 7.3309 1.956 0.688 4805 4.633 0.87201 0.026056 367.61 0.0942 7.3 0.297 1 84
001718360-01 1718360 FP 0.0 1 0 0 0 484.59362137 544.71478045 "" 10.1694 3 550.4 3.6923 2.382 1.004 5908 4.436 1.20903 0.021743 946.16 0.3917 6.8 0.753 1 84
001718594-01 1718594 FP 0.0 1 0 0 0 275.58957617 399.81449411 "" 23.1849 3 126.1 14.8688 2.707 2.355 7796 3.972 1.02623 0.010533 134.73 0.3407 6.5 17.429 1 84
001720673-01 1720673 FP 0.0 1 0 0 0 363.02233749 427.72890729 "" 32.6605 3 14461.4 4.1339 6.636 0.569 4348 4.672 0.81858 0.106881 742.31 0.0293 26.2 0.155 1 84
001720673-02 1720673 FP 0.0 1 0 0 0 383.99999214 455.0560682 "" 27.3491 3 13506.1 9.4019 6.408 0.569 4348 4.672 0.84979 0.10321 344.09 0.0286 22.3 0.144 1 84
001720673-03 1720673 FP 0.0 1 0 0 0 321.82887922 238.74558042 "" 22.2762 3 1420.2 16.5526 2.076 0.569 4348 4.672 0.75542 0.033438 153.48 0.0166 5.2 0.182 1 84
001720673-04 1720673 FP 0.0 1 0 0 0 383.67150249 456.75702704 "" 31.3436 3 28100.1 4.3541 12.609 0.569 4348 4.672 0.8493 0.203079 546.4 0.888 26.9 0.144 1 84
001721614-01 1721614 FP 0.0 1 0 0 0 369.79528864 197.90469484 "" 14.0076 4 918.6 3.0127 3.417 1.122 6221 4.275 0.96087 0.027905 963.86 0.0015 5.0 1.83 1 84
001721614-02 1721614 FP 0.0 1 0 0 0 482.15083866 195.45902866 "" 16.2691 3 1213.6 7.5158 3.924 1.122 6221 4.275 1.14681 0.03205 505.81 0.0006 5.4 1.285 1 84
001721614-03 1721614 FP 0.0 1 0 0 0 577.55918718 355.26918165 "" 14.1171 3 687.0 2.9408 3.071 1.122 6221 4.275 1.29345 0.025082 1273.95 0.5742 4.1 1.01 1 84
001722506-01 1722506 FP 0.0 1 0 0 0 375.4150422 482.9007669 "" 14.8347 3 896.6 13.1839 1.861 0.502 4335 4.737 0.80935 0.033976 97.38 0.932 6.5 0.122 1 84
001722506-02 1722506 FP 0.0 1 0 0 0 601.30092073 277.42985577 "" 11.8741 3 1353.1 15.3488 1.852 0.502 4335 4.737 1.10805 0.033802 288.9 0.37 11.1 0.065 1 84
001722506-03 1722506 FP 0.0 1 0 0 0 436.44282777 294.54929046 "" 10.5633 3 575.2 16.2591 1.234 0.502 4335 4.737 0.89492 0.022531 179.52 0.5284 5.0 0.1 1 84
001722506-04 1722506 FP 0.0 1 0 0 0 427.44334521 292.99305791 "" 15.2661 3 598.8 10.2789 1.251 0.502 4335 4.737 0.88256 0.022846 285.15 0.4904 6.9 0.102 1 84
001722506-05 1722506 FP 0.0 1 0 0 0 508.26374151 169.67466364 "" 11.3088 3 678.7 6.152 1.304 0.502 4335 4.737 0.99059 0.023801 617.9 0.2995 6.3 0.081 1 84
001722506-06 1722506 FP 0.0 1 0 0 0 394.7853876 153.44031958 "" 11.9552 3 913.7 12.5463 1.497 0.502 4335 4.737 0.83703 0.027336 244.73 0.1377 8.9 0.114 1 84
001723078-01 1723078 FP 0.0 1 0 0 0 430.85516584 398.42743409 "" 7.7993 3 370.7 4.9675 7.842 3.466 6126 3.578 1.32171 0.020733 321.57 0.898 8.0 8.677 1 84
001724041-01 1724041 FP 0.0 1 0 0 0 403.62369949 466.19962951 "" 7.2195 3 107.7 5.2677 1.791 1.698 6711 4.097 1.17123 0.009663 565.25 0.2949 7.1 3.82 1 84
001724842-02 1724842 FP 0.0 1 0 0 0 499.31522154 181.77926992 "" 7.4598 3 277.1 9.7386 2.07 1.152 5631 4.317 1.23381 0.016465 275.9 0.7328 7.4 0.785 1 84
001725193-01 1725193 FP 0.0 1 0 0 0 2.96721342 132.47016217 "" 854.9524 206 13133.3 6.3219 23.597 1.158 6095 4.371 0.04234 0.186737 2.53 1.0 443.1 924.972 1 83
001725193-02 1725193 FP 0.0 1 0 0 0 2.95995645 134.25866765 "" 337.7655 162 451.7 16.8097 3.793 1.158 6095 4.371 0.04227 0.030018 1.08 0.9856 16.9 927.994 1 83
001849235-01 1849235 FP 0.0 1 0 0 0 0.6240574 132.07994371 "" 9.3764 2107 6.9 2.0096 0.443 1.667 6477 4.08 0.01527 0.002437 2.36 0.2978 0.2 18795.481 1 71
001849235-02 1849235 FP 0.0 1 0 0 0 0.60466533 131.54224456 "" 8.9129 1229 7.0 1.5117 0.455 1.667 6477 4.08 0.01495 0.002503 2.75 0.5 0.2 19603.289 1 71
001849235-03 1849235 FP 0.0 1 0 0 0 0.75581945 131.85161765 "" 8.1066 741 24.4 0.6841 0.995 1.667 6477 4.08 0.01734 0.005472 3.58 0.9186 0.3 14576.059 1 71
001849341-01 1849341 FP 0.0 1 0 0 0 309.83030201 146.32489391 "" 8.4074 3 476.5 16.4194 1.316 0.581 4894 4.711 0.76954 0.020758 117.37 0.6157 7.7 0.293 1 71
001849689-01 1849689 FP 0.06 1 0 0 0 155.40463635 235.94416504 "" 7.1038 7 212.9 3.7063 1.207 0.761 4893 4.542 0.51081 0.014531 221.6 0.7421 6.5 1.14 1 71
001866366-01 1866366 FP 0.0 1 0 0 0 221.27528834 162.2822359 "" 24.1411 4 51.5 2.6608 70.444 94.821 3617 0.712 0.85294 0.006808 498.79 0.6303 3.5 1895.177 1 84
001869151-01 1869151 FP 0.0 1 0 0 0 398.17163966 329.92743851 "" 7.4972 4 196.8 3.5581 2.843 2.011 6501 3.887 1.10582 0.012957 859.29 0.1257 7.3 5.293 1 84
001870849-01 1870849 FP 0.0 1 0 0 0 0.53107154 131.53191513 "" 9.4584 2472 7.2 2.1544 0.514 1.892 6835 4.065 0.01475 0.002492 1.96 0.1501 1.5 32181.219 1 84
001871056-01 1871056 PC 0.548 0 0 0 0 426.77004098 543.99977203 "" 9.4786 3 327.6 15.1275 4.901 2.097 6207 3.963 1.26248 0.021418 72.33 0.9647 9.4 3.669 1 84
001871056-02 1871056 FP 0.0 1 0 0 0 482.00137912 161.7497061 "" 8.7371 3 268.2 15.1372 3.423 2.097 6207 3.963 1.36918 0.01496 246.89 0.0089 8.8 3.12 1 84
001871056-03 1871056 FP 0.0 1 0 0 0 485.37424773 486.76011943 "" 8.2344 3 269.5 13.345 3.499 2.097 6207 3.963 1.37556 0.015293 257.56 0.4142 8.3 3.091 1 84
001871056-04 1871056 FP 0.0 1 0 0 0 493.71136342 202.55316634 "" 8.1614 3 256.9 12.6086 3.388 2.097 6207 3.963 1.39127 0.014806 288.06 0.3202 8.6 3.021 1 84
001871665-01 1871665 FP 0.0 1 0 0 0 392.21985656 192.95584966 "" 8.4324 3 558.9 15.6346 2.258 0.777 5078 4.526 0.94839 0.026627 90.6 0.9113 7.0 0.4 1 84
001872324-01 1872324 FP 0.0 1 0 0 0 538.04293914 226.06233923 "" 7.5308 3 42.9 11.4018 1.482 2.064 9534 4.16 1.69582 0.006578 226.33 0.7868 6.8 10.966 1 83
001872340-01 1872340 FP 0.0 1 0 0 0 530.63234846 324.20266584 "" 17.1031 3 559.9 7.2468 7.297 2.799 5059 3.466 1.2084 0.023892 372.82 0.7772 5.5 3.149 1 83
001872340-02 1872340 FP 0.0 1 0 0 0 510.39327962 323.73410205 "" 15.7119 3 967.7 7.3275 10.021 2.799 5059 3.466 1.17752 0.032809 313.78 0.8479 8.4 3.316 1 83
001872340-03 1872340 FP 0.0 1 0 0 0 401.17670945 355.54653532 "" 14.8848 3 788.0 6.8494 8.07 2.799 5059 3.466 1.00291 0.02642 382.78 0.5672 7.1 4.571 1 83
001872340-04 1872340 FP 0.0 1 0 0 0 373.04772615 143.82708384 "" 20.8415 3 1215.2 6.3776 9.615 2.799 5059 3.466 0.95545 0.031481 445.42 0.2653 10.4 5.037 1 83
001872340-05 1872340 FP 0.0 1 0 0 0 436.61284573 287.50865996 "" 15.0611 3 754.3 6.6994 7.752 2.799 5059 3.466 1.06112 0.025381 453.84 0.4696 7.8 4.083 1 83
001872340-06 1872340 FP 0.0 1 0 0 0 382.93400249 487.10702704 "" 15.4856 3 941.2 2.4551 9.451 2.799 5059 3.466 0.97229 0.030942 815.21 0.7713 11.6 4.864 1 83
001872885-01 1872885 FP 0.0 1 0 0 0 538.14089593 271.74689228 "" 15.145 3 4696.1 6.3599 4.022 0.614 3847 4.648 1.09919 0.060033 681.5 0.1102 6.9 0.061 1 83
001872885-02 1872885 FP 0.0 1 0 0 0 352.52829717 284.63315635 "" 11.1671 4 3862.8 2.8871 3.708 0.614 3847 4.648 0.8291 0.055349 943.12 0.3025 6.8 0.108 1 83
001872885-03 1872885 FP 0.0 1 0 0 0 382.32315046 269.8194377 "" 10.137 4 4071.5 5.0747 3.975 0.614 3847 4.648 0.87518 0.05933 521.65 0.5484 7.8 0.097 1 83
