# Description of IPAC file format: http://exoplanetarchive.ipac.caltech.edu/docs/ddgen/ipac_tbl.html
# Astropy Python tool to read IPAC format: http://docs.astropy.org/en/stable/api/astropy.io.ascii.Ipac.html
# IDL tool to read IPAC format: https://irsa.ipac.caltech.edu/tools/pro/read_ipac_table.pro
# The accompanying documentation for this file is: KSCI-19114
# Column Definitions
# TCE_ID
# The Threshold Crossing Event (TCE) identifier, consisting of the Kepler Input Catalog (KIC) ID, followed by a dash, and then the planet number
# KIC
# The KIC ID of the TCE.
# Disp
# The Robovetter Disposition Value (PC or FP)
# Score
# The Robovetter Disposition Score
# NTL
# The Robovetter Not Transit-Like Flag
# SS
# The Robovetter Stellar Eclipse Flag
# CO
# The Robovetter Centroid Offset Flag
# EM
# The Robovetter Ephemeris Match Flag
# period
# The period of the TCE in days from DV
# epoch
# The epoch of the TCE in Barycentric Kepler Julian Date (BKJD)
# Expected_MES
# The expected value for the Multiple Event Statistic (MES) based on the injection parameters. (Note this value only exists for INJ1, INJ2, and INJ3, and is "null" for OBS, INV, and SCR1.)
# MES
# The Multiple Event Statistic (MES) of the TCE
# NTran
# The number of transits identified by TPS with SES != 0 (i.e., those used in calculating the MES.)
# depth
# The depth of the TCE in parts per million (ppm)
# duration
# The duration of the TCE in hours (hrs)
# Rp
# The modeled radius of the planet in units of Earth radii (R_earth)
# Rs
# The assumed size of the target star in solar radii (R_sun)
# Ts
# The assumed temperatue of the target star in Kelvin (K)
# logg
# The assumed surface gravity of the star in cm/s**2 (cgs)
# a
# The modeled semi-major axis of the orbit in Astronomical Units (AU)
# Rp/Rs
# The modeled ratio of the planet radius to stellar radius
# a/Rs
# The modeled ratio of the semi-major axis to the stellar radius
# impact
# The modeled impact parameter
# SNR_DV
# The modeled Signal-to-Noise Ratio (SNR) of the signal
# Sp
# The modeled insolation flux of the planet in units of Earth's insolation flux (S_earth)
# Fit_Prov
# A flag indicating if the fit information comes from supplemental fits (1) or original fits (0)
TCE_ID KIC Disp Score NTL SS CO EM period epoch Expected_MES MES NTran depth duration Rp Rs Ts logg a Rp/Rs a/Rs impact SNR_DV Sp Fit_Prov skygroup
001026032-03 1026032 FP 0.0 1 0 0 0 2.82162263 133.71441271 "" 710.7181 423 33510.1 6.0 12.938 0.702 5951 4.638 0.036 0.168889 4.24 0.1 -1.0 427.379 0 84
001026133-01 1026133 FP 0.0 1 0 0 0 1.34665288 132.19527586 "" 9.1505 984 22.5 5.0524 0.825 1.615 7001 4.15 0.02634 0.00468 1.65 0.7189 9.2 8090.348 1 84
001026133-02 1026133 FP 0.0 1 0 0 0 136.94301896 135.14537576 "" 7.1637 3 165.9 12.3573 2.105 1.615 7001 4.15 0.574 0.011945 84.97 0.1309 6.4 17.039 1 84
001026895-01 1026895 FP 0.0 1 0 0 0 389.70792785 310.54728502 "" 12.572 3 28.9 1.1524 37.117 61.025 3903 1.131 1.27897 0.005574 1667.59 0.771 2.7 473.342 0 84
001028018-01 1028018 FP 0.0 1 0 0 0 0.61317578 131.92899124 "" 9.6118 2127 13.8 1.5003 0.506 1.378 5543 4.129 0.0138 0.003362 3.17 0.1 1.0 8429.609 1 84
001028018-02 1028018 FP 0.0 1 0 0 0 0.61794822 131.53498621 "" 9.1242 1443 90.5 1.7436 1.363 1.378 5543 4.129 0.01387 0.009066 2.33 0.5952 4.3 8347.487 1 84
001028246-01 1028246 FP 0.0 1 0 0 0 145.7881533 217.83113695 "" 14.6322 2 2177.3 4.4864 43.413 9.096 5443 2.759 0.65125 0.043738 234.3 0.4456 5.6 153.409 1 84
001028246-02 1028246 FP 0.0 1 0 0 0 135.81437267 133.05850588 "" 11.3817 2 1526.2 4.9921 66.975 9.096 5443 2.759 0.62119 0.067476 77.69 0.9999 4.1 168.611 0 84
001160891-01 1160891 FP 0.0 1 0 0 0 0.94055752 131.72379908 "" 11.4677 1399 52.1 3.3689 1.178 1.6 6842 4.17 0.02093 0.006748 2.13 0.3345 10.2 11477.563 1 84
001162150-01 1162150 FP 0.0 1 0 0 0 1.34900646 131.71367814 "" 7.3482 977 43.5 4.1049 2.874 4.311 7090 3.489 0.03056 0.006109 2.59 0.0522 7.0 45066.597 1 84
001162345-01 1162345 FP 0.0 1 0 0 0 0.83187678 131.9012022 "" 9.394 1579 30.9 3.4199 3.061 5.138 6495 3.319 0.0 0.00546 1.57 0.7015 11.6 0.0 1 84
001162345-02 1162345 FP 0.0 1 0 0 0 147.58634791 137.54779674 "" 7.3284 4 268.6 4.6773 8.767 5.138 6495 3.319 0.6896 0.015636 205.06 0.5549 7.2 88.513 1 84
001162345-03 1162345 FP 0.0 1 0 0 0 445.0065916 563.42652062 "" 7.5594 3 355.8 3.8544 9.946 5.138 6495 3.319 1.43925 0.017739 809.65 0.4395 6.4 20.32 1 84
001162345-04 1162345 FP 0.0 1 0 0 0 218.76053564 244.03793644 "" 7.3273 4 296.7 2.0266 9.004 5.138 6495 3.319 0.89647 0.016059 794.14 0.3239 6.5 52.375 1 84
001162345-05 1162345 FP 0.0 1 0 0 0 85.16980068 207.44891396 "" 7.3509 5 258.6 4.0411 9.51 5.138 6495 3.319 0.47798 0.016963 81.87 0.8807 7.8 184.237 1 84
001292087-01 1292087 FP 0.0 1 0 0 0 1.09473338 131.99348086 "" 8.2743 1200 15.8 1.9571 0.7 1.502 6328 4.15 0.02187 0.004272 2.12 0.9 4.3 6777.203 1 84
001292493-01 1292493 FP 0.092 1 0 0 0 404.53146853 172.20701795 "" 8.1487 3 151.2 8.8565 3.161 2.508 6398 3.814 1.2243 0.011548 316.76 0.4463 7.9 6.3 1 84
001293031-01 1293031 FP 0.0 1 0 0 0 1.07868249 131.610746 "" 8.2642 1213 0.0 10.6184 0.007 5.302 6341 3.301 0.02616 1.2e-05 1.04 0.1967 0.0 59515.077 0 84
001294670-01 1294670 FP 0.0 1 0 0 0 1.07327918 132.1540738 "" 9.9235 1222 57.1 4.1556 1.496 1.954 7277 4.053 0.02387 0.007015 2.07 0.0186 7.0 16841.252 1 84
001294756-01 1294756 FP 0.0 1 0 0 0 0.5239072 131.52930478 "" 10.8748 2509 1.6 2.0004 0.404 3.003 8615 3.784 0.01603 0.001231 1.65 0.6999 3.9 173216.713 1 84
001295276-01 1295276 FP 0.014 1 0 0 0 647.25566961 255.40695125 "" 7.1613 3 382.3 6.1884 3.147 1.475 5823 4.109 1.47438 0.01955 541.55 0.7617 7.4 1.031 1 84
001296164-01 1296164 FP 0.0 1 0 0 0 1.96081577 132.31395047 "" 10.1186 671 43.7 7.5335 1.188 1.751 6977 4.098 0.03432 0.00622 1.95 0.4121 10.6 5527.455 1 84
001429653-01 1429653 FP 0.0 1 0 0 0 2.3399334 132.48439732 "" 8.5373 571 64.4 7.7128 1.653 1.94 7106 4.094 0.04121 0.007808 1.93 0.6623 8.9 5061.559 1 84
001430590-01 1430590 FP 0.0 1 0 0 0 262.59080203 322.67037259 "" 11.244 3 322.6 13.7909 6.03 3.331 6809 3.669 0.99243 0.016588 147.9 0.0191 10.9 21.695 1 84
001430590-02 1430590 FP 0.0 1 0 0 0 1.38589371 132.79289282 "" 8.6965 948 29.0 5.127 2.652 3.331 6809 3.669 0.03008 0.007297 1.05 0.9945 9.5 23620.563 1 84
001431316-01 1431316 FP 0.0 1 0 0 0 292.71615588 252.72031945 "" 9.9218 4 839.7 3.3185 48.942 16.994 5019 2.499 1.28782 0.026392 638.05 0.3961 7.3 99.001 1 84
001431794-01 1431794 FP 0.0 1 0 0 0 1.25204527 132.26175657 "" 9.9475 1043 90.2 5.8921 2.245 2.349 7329 3.915 0.0269 0.008759 1.75 0.0347 10.0 19716.219 1 84
001431794-02 1431794 FP 0.0 1 0 0 0 1.25203889 131.6425557 "" 9.374 1046 60.6 6.2698 2.239 2.349 7329 3.915 0.0269 0.008734 1.11 0.9457 6.7 19716.73 1 84
001432149-01 1432149 FP 0.0 1 0 0 0 0.5778429 131.94152733 "" 8.0464 2279 18.1 1.9553 0.856 2.001 7466 4.036 0.01584 0.003921 2.34 0.0196 8.3 44433.183 1 84
001432149-02 1432149 FP 0.0 1 0 0 0 8.75130711 136.17651246 "" 12.4041 5 17.4 1.4596 0.849 2.001 7466 4.036 0.09694 0.003888 43.94 0.2954 1.5 1186.011 1 84
001432149-03 1432149 FP 0.0 1 0 0 0 15.03121081 136.81639269 "" 11.3658 4 51.7 2.4363 1.485 2.001 7466 4.036 0.13905 0.006799 41.39 0.4924 3.3 576.522 1 84
001432214-01 1432214 FP 0.0 1 0 0 0 427.35863138 445.52258371 "" 404.3575 3 87314.8 5.3283 36.124 1.212 6018 4.327 1.15938 0.273132 757.92 0.3012 425.0 1.284 1 84
001432214-02 1432214 FP 0.0 1 0 0 0 555.05962239 214.03929553 "" 329.1597 2 87548.5 5.2904 35.998 1.212 6018 4.327 1.38015 0.272181 1002.4 0.2332 394.2 0.906 1 84
001432789-01 1432789 PC 0.66 0 0 0 0 9.93719794 131.92519846 "" 9.822 130 153.7 6.8894 1.598 1.22 5782 4.28 0.0915 0.012003 8.43 0.666 9.7 178.005 1 84
001433899-01 1433899 FP 0.0 1 0 0 0 0.52051649 131.71532972 "" 7.268 2528 57.9 1.7034 0.608 0.805 5338 4.551 0.01195 0.006921 2.34 0.2811 7.7 3298.826 1 84
001433962-01 1433962 FP 0.0 1 0 0 0 1.59152136 132.41726722 "" 10.5612 833 130.9 4.8433 0.917 0.651 4506 4.626 0.02315 0.012914 1.5 0.9002 11.6 291.971 1 84
001433980-01 1433980 FP 0.0 1 0 0 0 1.59067686 132.49521029 "" 2708.0127 298 81881.5 5.0 51.123 1.768 6574 4.061 0.0292 0.264982 3.15 0.1 -1.0 6134.211 0 84
001434660-01 1434660 FP 0.0 1 0 0 0 4.91957756 134.27521095 "" 7.524 269 26.2 15.5796 1.468 2.657 7526 3.878 0.07067 0.005063 1.87 0.7285 6.8 4062.95 1 84
001434660-02 1434660 FP 0.0 1 0 0 0 252.61101783 274.69783972 "" 11.426 3 337.7 6.9747 5.06 2.657 7526 3.878 0.97632 0.017453 248.18 0.4802 8.8 21.288 1 84
001434660-03 1434660 FP 0.0 1 0 0 0 1.35963072 132.12801932 "" 10.1696 561 41.2 3.7278 1.771 2.657 7526 3.878 0.02998 0.006109 2.54 0.497 11.3 22570.016 1 84
001434660-04 1434660 FP 0.0 1 0 0 0 47.4507776 159.03513943 "" 7.9828 10 113.9 7.9618 2.932 2.657 7526 3.878 0.32023 0.010111 40.99 0.4582 5.5 197.882 1 84
001434800-01 1434800 FP 0.0 1 0 0 0 444.47739209 464.31117983 "" 7.4052 3 150.0 7.2154 2.341 1.643 6814 4.128 1.25128 0.013058 218.77 0.9001 2.0 3.33 0 84
001435448-01 1435448 FP 0.0 1 0 0 0 432.73754376 492.57740469 "" 8.4627 3 1222.1 4.7206 5.796 1.425 6047 4.173 1.15722 0.037275 382.26 0.8821 9.2 1.817 1 84
001435448-02 1435448 FP 0.0 1 0 0 0 382.21287773 231.48549762 "" 10.3625 3 1761.7 5.0053 5.957 1.425 6047 4.173 1.06523 0.03831 605.47 0.0289 9.7 2.144 1 84
001435448-03 1435448 FP 0.0 1 0 0 0 343.40005698 270.7574017 "" 9.5779 3 1662.2 3.3511 5.868 1.425 6047 4.173 0.99184 0.037739 764.65 0.3505 8.4 2.473 1 84
001436265-01 1436265 FP 0.0 1 0 0 0 136.90085571 225.92167945 "" 9.8203 1 940.2 2.8308 4.497 1.433 5936 4.108 0.51303 0.028759 338.86 0.466 5.8 8.679 1 84
001570349-01 1570349 FP 0.0 1 0 0 0 0.58165177 131.87974382 "" 11.5704 2262 27.2 1.4985 0.743 1.197 5883 4.293 0.01376 0.005691 1.63 0.9 6.7 8124.604 1 84
001570924-01 1570924 FP 0.0 1 0 0 0 416.29738089 432.14344902 "" 13.4345 3 1015.6 3.1827 2.465 0.762 4961 4.543 0.98688 0.029647 883.01 0.5285 5.0 0.324 1 84
001570924-02 1570924 FP 0.0 1 0 0 0 435.90935316 286.39014391 "" 14.1379 3 1071.4 6.4785 2.411 0.762 4961 4.543 1.01764 0.029001 528.4 0.0458 3.6 0.304 1 84
001570924-03 1570924 FP 0.0 1 0 0 0 523.24364842 453.88564149 "" 12.3469 3 2163.3 11.6164 3.723 0.762 4961 4.543 1.14932 0.044777 278.94 0.659 6.8 0.239 1 84
001571511-01 1571511 FP 0.0 1 0 0 0 14.02598594 139.34932562 "" 767.54 90 28.7 9.8622 0.56 1.05 6061 4.401 0.1143 0.004891 10.93 0.0072 3.0 102.029 1 84
001571511-02 1571511 FP 0.0 1 0 0 0 7.01580358 135.45221883 "" 595.5529 190 179.3 31.0262 1.801 1.05 6061 4.401 0.07203 0.015718 1.13 0.9622 24.3 256.909 1 84
001571717-01 1571717 FP 0.0 1 0 0 0 1.71132724 133.04415024 "" 8.5114 763 24.9 3.8226 1.15 2.134 8302 4.034 0.03404 0.004936 2.51 0.7288 8.7 16722.914 1 84
001572114-01 1572114 FP 0.0 1 0 0 0 626.2866089 240.26152496 "" 11.67 3 1733.1 48.4743 4.46 0.866 5518 4.511 1.37681 0.047201 48.37 0.9255 13.8 0.329 1 84
001572114-03 1572114 FP 0.0 1 0 0 0 425.84220157 428.48554366 "" 7.284 3 1098.0 15.0 2.824 0.866 5518 4.511 1.06465 0.029878 222.31 0.1 -1.0 0.55 0 84
001572802-01 1572802 FP 0.0 1 0 0 0 350.68647589 425.19375209 "" 11.9099 3 5873.4 20.0417 4.562 0.534 3876 4.719 0.79491 0.078281 95.76 0.8059 14.5 0.091 1 84
001572802-02 1572802 FP 0.0 1 0 0 0 0.74173259 132.19536882 "" 78.3468 1667 76547.3 1.5 14.751 0.534 3876 4.719 0.0131 0.253139 4.78 0.1 -1.0 336.094 0 84
001572948-01 1572948 FP 0.0 1 0 0 0 3.00330623 131.63197648 "" 12.0479 37 321.6 2.0485 3.197 1.768 6606 4.071 0.04495 0.016573 11.35 0.0982 12.4 2639.312 1 84
001573138-01 1573138 FP 0.0 1 0 0 0 420.2087116 369.14120069 "" 28.6095 3 182.4 2.1257 4.873 2.871 4838 3.486 1.06833 0.015554 654.26 0.9185 1.4 3.545 1 84
001573138-02 1573138 FP 0.0 1 0 0 0 361.79725479 404.83163677 "" 17.0888 3 569.8 2.4268 6.953 2.871 4838 3.486 0.96686 0.022195 995.3 0.5303 4.7 4.328 1 84
001573138-03 1573138 FP 0.0 1 0 0 0 419.23408654 471.0366843 "" 16.1968 3 1879.9 9.6997 12.103 2.871 4838 3.486 1.06658 0.038632 332.48 0.2542 8.1 3.557 1 84
001573138-04 1573138 FP 0.0 1 0 0 0 606.50211671 225.40320202 "" 22.1412 3 828.3 5.0217 8.052 2.871 4838 3.486 1.36437 0.025702 912.53 0.2718 5.5 2.173 1 84
001573174-01 1573174 FP 0.0 1 0 0 0 0.83293826 132.31497879 "" 16.442 1581 102.2 1.2271 2.019 1.96 7159 4.035 0.01992 0.00944 5.2 0.1622 2.0 22785.441 0 84
001573174-02 1573174 FP 0.0 1 0 0 0 0.83280366 132.01133713 "" 15.054 1580 0.0 1.0723 0.023 1.96 7159 4.035 0.01992 0.00011 4.02 0.7496 0.0 22790.351 0 84
001573174-03 1573174 FP 0.0 1 0 0 0 0.63492982 131.61448278 "" 8.8773 1042 287.2 1.3198 3.825 1.96 7159 4.035 0.01662 0.017884 2.08 0.8829 4.2 32722.028 0 84
001573867-01 1573867 FP 0.0 1 0 0 0 553.41690816 466.59641399 "" 23.4611 3 912.3 4.1844 597.934 153.181 3481 0.632 2.03486 0.035771 507.1 0.906 11.2 745.495 1 84
001574792-01 1574792 FP 0.0 1 0 0 0 2.78516349 133.02386803 "" 9.4507 467 31.3 6.1522 0.916 1.623 6818 4.165 0.0434 0.005171 3.51 0.1069 8.6 2707.845 1 84
001574792-03 1574792 FP 0.0 1 0 0 0 21.02483848 141.37057494 "" 9.4935 12 43.2 5.3595 1.136 1.623 6818 4.165 0.16701 0.006413 22.43 0.6732 3.9 182.843 1 84
001574792-04 1574792 FP 0.0 1 0 0 0 86.58282739 157.80035182 "" 8.926 3 61.2 5.413 1.496 1.623 6818 4.165 0.42889 0.008445 52.09 0.9138 2.5 27.725 1 84
001574792-05 1574792 FP 0.0 1 0 0 0 101.97840452 169.22621119 "" 9.7844 3 76.7 11.6916 1.444 1.623 6818 4.165 0.4786 0.008153 64.28 0.2936 3.4 22.264 1 84
001574792-06 1574792 FP 0.0 1 0 0 0 65.97104261 138.8808411 "" 9.1209 3 53.7 6.2354 1.22 1.623 6818 4.165 0.35798 0.006888 73.9 0.4221 2.4 39.795 1 84
001574792-07 1574792 FP 0.0 1 0 0 0 292.49853136 162.18919896 "" 8.8201 3 143.9 9.5331 2.084 1.623 6818 4.165 0.96602 0.011764 171.51 0.6988 3.7 5.465 1 84
001574792-08 1574792 FP 0.0 1 0 0 0 160.80280574 151.34219281 "" 8.6844 3 160.4 2.5976 2.092 1.623 6818 4.165 0.6483 0.011813 456.68 0.3021 4.2 12.134 1 84
001574792-09 1574792 FP 0.0 1 0 0 0 24.46370721 143.92773628 "" 9.2758 8 55.8 4.3658 1.257 1.623 6818 4.165 0.18476 0.007096 37.06 0.5147 4.4 149.401 1 84
001574792-10 1574792 FP 0.0 1 0 0 0 58.23119938 188.64017422 "" 8.6065 3 50.8 2.0984 1.204 1.623 6818 4.165 0.32938 0.0068 180.33 0.5386 2.2 47.007 1 84
001575977-01 1575977 FP 0.0 1 0 0 0 0.83884402 131.62336239 "" 9.4178 1577 21.4 2.0 0.816 1.727 7263 4.123 0.01968 0.004331 3.14 0.3 1.8 19200.291 1 84
001575977-02 1575977 FP 0.0 1 0 0 0 0.67650918 131.82240634 "" 8.434 1383 16.0 1.507 0.801 1.727 7263 4.123 0.01705 0.004252 1.79 0.8997 1.2 25577.375 1 84
001575977-03 1575977 FP 0.0 1 0 0 0 2.54054248 132.76814774 "" 9.3919 259 246.4 4.734 3.122 1.727 7263 4.123 0.0412 0.016566 2.21 0.8912 8.5 4381.433 1 84
001576115-01 1576115 FP 0.0 1 0 0 0 0.97011827 132.21501241 "" 14.5149 1354 141.4 3.5833 2.448 1.996 8254 4.083 0.02316 0.011239 1.99 0.4568 6.7 30893.511 1 84
001576115-02 1576115 FP 0.0 1 0 0 0 0.97013233 131.56797612 "" 19.6188 701 268.9 4.278 3.391 1.996 8254 4.083 0.02315 0.015567 1.69 0.5 10.7 30926.752 1 84
001576144-01 1576144 FP 0.0 1 0 0 0 529.92914581 406.77077536 "" 18.9484 3 643.6 3.9615 6.558 2.507 9181 4.003 1.69411 0.023973 982.52 0.3524 16.4 13.94 1 84
001576144-02 1576144 FP 0.0 1 0 0 0 2.68670258 133.3284809 "" 9.9778 494 23.1 2.1123 1.26 2.507 9181 4.003 0.05 0.004605 8.49 0.5016 9.7 16005.242 1 84
001576144-03 1576144 FP 0.0 1 0 0 0 396.59493645 518.15204977 "" 10.7388 3 97.7 14.6434 2.531 2.507 9181 4.003 1.39648 0.00925 207.78 0.1005 4.7 20.516 1 84
001576144-04 1576144 FP 0.0 1 0 0 0 499.90062132 445.99216433 "" 9.316 3 372.3 6.3735 5.019 2.507 9181 4.003 1.62953 0.018346 550.06 0.4409 7.0 15.067 1 84
001576144-05 1576144 FP 0.0 1 0 0 0 136.99244852 192.72453549 "" 9.96 4 297.5 3.0398 4.466 2.507 9181 4.003 0.68746 0.016325 325.53 0.3726 5.7 84.656 1 84
001576144-06 1576144 FP 0.0 1 0 0 0 1.34330526 131.61092288 "" 8.2188 974 13.8 1.5031 0.976 2.507 9181 4.003 0.0315 0.003569 5.95 0.5082 7.5 40332.676 1 84
001577221-01 1577221 FP 0.0 1 0 0 0 287.55081356 158.40026292 "" 7.53 3 1175.7 6.2083 2.769 0.821 5503 4.568 0.82615 0.030904 363.36 0.0902 6.8 0.811 1 84
001577912-01 1577912 FP 0.0 1 0 0 0 1.88518166 132.44260342 "" 7.6125 702 75.6 2.2334 2.151 2.39 8220 3.949 0.03669 0.008246 5.76 0.479 7.9 17358.695 1 84
001577912-02 1577912 FP 0.0 1 0 0 0 0.6284161 132.10610354 "" 7.2257 2115 62.2 1.536 1.967 2.39 8220 3.949 0.01764 0.007544 2.76 0.5378 8.0 75102.168 1 84
001717528-01 1717528 FP 0.0 1 0 0 0 466.90844357 360.34805967 "" 7.2233 3 494.7 8.9923 2.506 1.028 6099 4.456 1.21669 0.022343 263.75 0.7766 7.5 0.885 1 84
001717722-01 1717722 FP 0.0 1 0 0 0 516.04892248 171.99941942 "" 8.7169 2 1181.3 16.9175 2.394 0.688 4805 4.633 1.13988 0.031884 205.99 0.5323 9.0 0.174 1 84
001718594-01 1718594 FP 0.0 1 0 0 0 402.92863466 241.41675418 "" 23.68 3 81.5 12.0967 2.202 2.355 7796 3.972 1.32182 0.008569 224.87 0.4861 4.4 10.505 1 84
001718594-02 1718594 FP 0.0 1 0 0 0 2.71758523 133.85324605 "" 9.876 483 15.4 5.8192 0.959 2.355 7796 3.972 0.04719 0.003731 3.19 0.5 9.8 8243.867 1 84
001718594-03 1718594 FP 0.0 1 0 0 0 2.71748702 132.92469124 "" 9.4039 486 13.6 7.3095 0.882 2.355 7796 3.972 0.04719 0.00343 2.86 0.1913 9.1 8243.997 1 84
001718828-01 1718828 FP 0.0 1 0 0 0 397.31267305 304.78321361 "" 7.9224 4 119.8 14.847 1.653 1.333 6372 4.205 1.07153 0.011365 110.75 0.854 7.4 2.286 1 84
001718958-01 1718958 PC 1.0 0 0 0 0 1.41962582 132.92040286 "" 7.3908 927 25.6 1.9874 0.525 1.035 5925 4.394 0.02446 0.00465 5.37 0.2333 8.8 1977.199 1 84
001720673-01 1720673 FP 0.0 1 0 0 0 321.88321483 231.28354499 "" 35.5052 3 16611.0 5.171 7.669 0.569 4348 4.672 0.7555 0.123505 442.42 0.6298 30.7 0.182 1 84
001720673-02 1720673 FP 0.0 1 0 0 0 690.07577406 139.64510865 "" 36.8943 3 22592.8 8.7444 8.293 0.569 4348 4.672 1.25614 0.133562 683.37 0.0109 26.4 0.066 1 84
001720673-03 1720673 FP 0.0 1 0 0 0 689.89828625 141.42467601 "" 33.8485 3 20512.3 10.9035 8.286 0.569 4348 4.672 1.25591 0.133454 486.66 0.5206 28.8 0.066 1 84
001720673-04 1720673 FP 0.0 1 0 0 0 392.59766663 482.04197247 "" 23.4153 3 13640.8 2.7406 6.451 0.569 4348 4.672 0.86246 0.1039 1208.08 0.0012 13.0 0.139 1 84
001722506-01 1722506 FP 0.0 1 0 0 0 438.98513732 332.09003442 "" 10.7421 3 728.4 3.5327 1.393 0.502 4335 4.737 0.8984 0.025428 827.59 0.5399 6.5 0.099 1 84
