kepid_x,kepoi_name,koi_tce_plnt_num,koi_pdisposition,koi_score,koi_period,koi_max_mult_ev,koi_prad,koi_prad_err1,koi_prad_err2,koi_ror,koi_ror_err1,koi_ror_err2,radius,radius_err1,radius_err2,teff,corrected_prad,corrected_prad_err1,corrected_prad_err2,rowid,kepid_y,fpp_koi_period,fpp_prob,fpEffectiveness,obsFpRate,reliability,fpp_prob_use,totalReliability
1432789,K00992.02,2,CANDIDATE,0.961,4.57834367,8.890821,1.44,0.23,-0.21,0.010812,0.0004969999999999999,-0.0008560000000000001,1.22,0.196,-0.17600000000000002,5782,1.44,0.23,-0.21,1870,1432789,4.578,0.0002,0.8336871021307595,0.07533841643594517,0.9837461397642758,0.0002,0.983549390536323
8240904,K01070.01,1,CANDIDATE,1.0,6.61836309,27.650803000000003,2.98,0.49,-0.66,0.0211,0.000735,-0.000478,1.285,0.19699999999999998,-0.271,5530,2.98,0.49,-0.66,1517,8240904,6.618,5.1e-06,0.9977238289508292,0.0015323930924828408,0.9999964986884499,5.1e-06,0.9999913987063066
8240904,K01070.02,2,CANDIDATE,1.0,107.7214092,20.731815,4.75,0.79,-1.05,0.033622000000000006,0.00121,-0.000603,1.285,0.19699999999999998,-0.271,5530,4.75,0.79,-1.05,1518,8240904,107.721,0.00043,0.9961077314669897,0.06266456268103382,0.9997387697530533,0.00043,0.9993088820820595
8280511,K01151.01,1,CANDIDATE,1.0,10.43547031,29.555204,1.22,0.13,-0.09,0.013143,0.00038,-0.000267,0.853,0.08900000000000001,-0.067,5528,1.22,0.13,-0.09,1884,8280511,10.435,6.1e-06,0.9980966544653131,0.0011115499846868272,0.9999978779430095,6.1e-06,0.9999917779559541
8280511,K01151.02,2,CANDIDATE,0.997,7.41084314,21.517443,0.94,0.1,-0.08,0.010073,0.000381,-0.000304,0.853,0.08900000000000001,-0.067,5528,0.94,0.1,-0.08,1885,8280511,7.411,4.7e-05,0.9936471191397022,0.005781709523252136,0.9999628196860012,4.7e-05,0.9999158214334759
8280511,K01151.03,3,CANDIDATE,0.975,5.24970432,12.187006,0.67,0.07,-0.06,0.007159,0.000399,-0.000335,0.853,0.08900000000000001,-0.067,5528,0.67,0.07,-0.06,1886,8280511,5.25,0.001,0.9284129378994863,0.03925325071543139,0.9968496409031,0.001,0.995852791262197
8280511,K01151.04,4,CANDIDATE,0.895,17.453294500000002,8.376621,0.76,0.08,-0.06,0.008165,0.000399,-0.000474,0.853,0.08900000000000001,-0.067,5528,0.76,0.08,-0.06,1887,8280511,17.453,0.0024,0.8294494132106759,0.10850560309397592,0.9749736876316316,0.0024,0.9726337507813158
8280511,K01151.05,5,CANDIDATE,0.795,21.7203362,7.773399,0.8,0.08,-0.07,0.00856,0.000482,-0.0005269999999999999,0.853,0.08900000000000001,-0.067,5528,0.8,0.08,-0.07,1888,8280511,21.72,0.27,0.8095352349623686,0.13230803724812215,0.9641243695869495,0.27,0.7038107897984731
6383821,K01238.01,1,CANDIDATE,1.0,27.07237655,35.51176500000001,2.18,0.27,-0.09,0.020659,0.000583,-0.000313,1.064,0.102,-0.055,5927,2.18,0.27,-0.09,1619,6383821,27.072,0.0033,0.998492190295276,0.0004526523566497272,0.9999993161461811,0.0033,0.9966993184028987
11818800,K00777.01,1,CANDIDATE,0.9990000000000001,40.4195037,94.071846,7.51,1.12,-0.91,0.08806900000000001,5.461791000000002,-0.013636,0.7809999999999999,0.11599999999999999,-0.095,5446,7.51,1.12,-0.91,711,11818800,40.42,0.13,0.9985633710127191,2.1767910621124824e-09,0.9999999999968683,0.13,0.8699999999972754
11853255,K00778.01,1,CANDIDATE,1.0,2.243380573,30.578562,1.99,0.1,-0.12,0.032248,0.000463,-0.0053560000000000005,0.564,0.03,-0.033,4149,1.99,0.1,-0.12,712,11853255,2.243,0.0096,0.9981892747396353,0.0007416055695650866,0.9999986537217223,0.0096,0.9903986666459936
